,welltower_male,welltower_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.3999999,-0.5496665,"('unsociable', 'sociable')",-0.4891903,-0.61039066,-0.4445951,-0.5800286,-0.1354335
1,-1.306708,-1.274718,"('unfriendly', 'friendly')",1.6493883,1.4683025,0.1713402,0.0967922,-0.074548
2,-0.22878101,-0.14420344,"('unlikable', 'likable')",0.4271471,0.50856954,0.099183,0.1821831,0.0830001
3,-0.4313263,-0.32605845,"('repellent', 'pleasant')",-0.15169728,-0.03780324,-0.2915118,-0.1819308,0.109581
4,-0.37469944,-0.38421276,"('disliked', 'liked')",-5.9816484,-5.9204,-3.178174,-3.1523066,0.0258674
5,-1.0921824,-0.99727535,"('distant', 'outgoing')",0.14731753,0.11553481,-0.4724324,-0.4408703,0.0315621
6,-1.4374337,-1.2925303,"('distant', 'open')",0.37571034,0.30610788,-0.5308617,-0.4932112,0.0376505
7,0.5867961,0.66372037,"('insensitive', 'sensitive')",0.9167086,0.89764917,0.7517524,0.7806848,0.0289324
8,-1.5777684,-1.5868015,"('unaffectionate', 'affectionate')",0.44214082,0.333138,-0.5678138,-0.6268318,-0.059018
9,-0.75733423,-0.67679644,"('unaffectionate', 'caring')",1.217974,1.195065,0.2303199,0.2591343,0.0288144
10,-0.35606316,-0.32876673,"('unsympathetic', 'sympathetic')",-0.18725465,-0.22233643,-0.2716589,-0.2755516,-0.0038927
11,-0.039952792,-0.038742512,"('unhelpful', 'helpful')",2.0308447,2.0659935,0.995446,1.0136255,0.0181795
12,0.47203207,0.5506897,"('unsupportive', 'supportive')",-1.3487614,-1.3387069,-0.4383647,-0.3940086,0.0443561
13,0.60231227,0.4988283,"('impolite', 'polite')",-0.17454605,-0.17232653,0.2138831,0.1632509,-0.0506322
14,0.6014129,0.49253583,"('antisocial', 'social')",-0.4171192,-0.38206306,0.0921468,0.0552364,-0.0369104
15,-0.37149498,-0.48113352,"('boring', 'funny')",0.6234994,0.5960652,0.1260022,0.0574659,-0.0685363
16,-0.8654317,-0.9098587,"('unpopular', 'popular')",0.44102946,0.39163983,-0.2122011,-0.2591094,-0.0469083
17,-0.3637,-0.29529974,"('nasty', 'nice')",-0.30802742,-0.2606351,-0.3358637,-0.2779674,0.0578963
18,-0.6206225,-0.61807775,"('disagreeable', 'welcoming')",-0.26080155,-0.32034302,-0.440712,-0.4692104,-0.0284984
19,-1.0756366,-0.97976774,"('inhospitable', 'hospitable')",0.036134884,-0.019613143,-0.5197509,-0.4996904,0.0200605
20,0.23504269,0.25935683,"('rough', 'thoughtful')",0.9625938,0.8927041,0.5988182,0.5760305,-0.0227877
21,0.4024006,0.3400548,"('immoral', 'moral')",-0.49157694,-0.44517523,-0.0445882,-0.0525602,-0.007972
22,0.22845238,0.23700525,"('untrustworthy', 'trustworthy')",-0.9343423,-0.9150912,-0.352945,-0.339043,0.013902
23,0.96078086,0.99774307,"('insincere', 'sincere')",5.974653,5.888926,3.4677167,3.4433346,-0.0243821
24,0.003133744,-0.002266053,"('dishonest', 'honest')",0.8734604,0.89208573,0.4382971,0.4449098,0.0066127
25,-0.5641473,-0.5266271,"('egoistic', 'altruistic')",1.004673,0.9474956,0.2202629,0.2104342,-0.0098287
26,-0.11062946,-0.14448759,"('hardhearted', 'benevolent')",1.2393715,1.1183336,0.564371,0.486923,-0.077448
27,-0.21488439,-0.17682223,"('hardhearted', 'softhearted')",1.4213201,1.2994732,0.6032178,0.5613255,-0.0418923
28,0.40956295,0.36267573,"('disloyal', 'loyal')",1.0756725,1.0166093,0.7426177,0.6896425,-0.0529752
29,0.068450436,0.06856805,"('unfair', 'fair')",-0.5004785,-0.6835142,-0.216014,-0.3074731,-0.0914591
30,1.2478567,1.1224158,"('intolerant', 'tolerant')",1.7407787,1.6764332,1.4943178,1.3994246,-0.0948932
31,-1.3400114,-1.2678291,"('evil', 'good')",-1.1177192,-1.2243419,-1.2288653,-1.2460854,-0.0172201
32,-0.28514776,-0.25224704,"('unkind', 'kind')",0.76781756,0.6279495,0.2413349,0.1878512,-0.0534837
33,0.2643628,0.26350173,"('wrong', 'right')",-0.266438,-0.30313444,-0.0010376,-0.0198164,-0.0187788
34,0.39815593,0.5007977,"('mean', 'honorable')",6.0439816,5.9993167,3.2210689,3.2500572,0.0289883
35,-0.57933664,-0.524076,"('corrupt', 'incorrupt')",-0.30397236,-0.36656874,-0.4416545,-0.4453224,-0.0036679
36,-1.697292,-1.6133559,"('hostile', 'amicable')",0.016480211,-0.13415933,-0.8404059,-0.8737576,-0.0333517
