,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.24443159,-0.40284532,"('unsociable', 'sociable')",-0.0018102732,-0.17676203,-0.1231209,-0.2898037,-0.1666828
1,-0.8661874,-1.0917386,"('unfriendly', 'friendly')",1.4824121,1.2414932,0.3081124,0.0748773,-0.2332351
2,0.19871944,0.11920251,"('unlikable', 'likable')",0.5756024,0.5210111,0.3871609,0.3201068,-0.0670541
3,-0.32289022,-0.25815532,"('repellent', 'pleasant')",0.7702323,0.83984524,0.223671,0.290845,0.067174
4,-0.71579283,-0.79045945,"('disliked', 'liked')",-6.717506,-6.7652698,-3.7166493,-3.7778647,-0.0612154
5,-0.76081306,-0.82121676,"('distant', 'outgoing')",-0.32522658,-0.3385689,-0.5430198,-0.5798928,-0.036873
6,-0.7731168,-0.791119,"('distant', 'open')",-0.28080037,-0.32848707,-0.5269586,-0.559803,-0.0328444
7,-0.20528376,-0.17890519,"('insensitive', 'sensitive')",0.43718088,0.41405275,0.1159486,0.1175738,0.0016252
8,-0.4088896,-0.54025024,"('unaffectionate', 'affectionate')",1.315685,1.1686132,0.4533977,0.3141815,-0.1392162
9,-0.8318541,-0.9824474,"('unaffectionate', 'caring')",1.3946073,1.310686,0.2813766,0.1641193,-0.1172573
10,-0.85457987,-0.97349715,"('unsympathetic', 'sympathetic')",-0.5228026,-0.6582852,-0.6886913,-0.8158911,-0.1271998
11,-1.0383676,-0.98924136,"('unhelpful', 'helpful')",1.1848699,1.3449847,0.0732511,0.1778716,0.1046205
12,-0.78824323,-0.8312959,"('unsupportive', 'supportive')",-2.0672598,-2.1216924,-1.4277515,-1.4764942,-0.0487427
13,-0.27650085,-0.34626636,"('impolite', 'polite')",-0.9839205,-0.9070202,-0.6302107,-0.6266433,0.0035674
14,1.0746013,1.0374076,"('antisocial', 'social')",0.4216928,0.3055595,0.748147,0.6714836,-0.0766634
15,-0.3320998,-0.41952625,"('boring', 'funny')",0.19144386,0.17786917,-0.070328,-0.1208285,-0.0505005
16,-0.9534989,-0.8729056,"('unpopular', 'popular')",0.08535755,0.11320053,-0.4340707,-0.3798525,0.0542182
17,-0.65964884,-0.60027266,"('nasty', 'nice')",-0.54960674,-0.5257885,-0.6046278,-0.5630306,0.0415972
18,-0.006394252,0.06656357,"('disagreeable', 'welcoming')",-0.5939456,-0.6185609,-0.3001699,-0.2759987,0.0241712
19,-0.96259433,-1.1293207,"('inhospitable', 'hospitable')",-0.47981015,-0.5300055,-0.7212023,-0.8296632,-0.1084609
20,-0.49572077,-0.4493497,"('rough', 'thoughtful')",0.7005031,0.6862733,0.1023912,0.1184618,0.0160706
21,-0.07566796,0.031022357,"('immoral', 'moral')",-0.56022996,-0.46647343,-0.317949,-0.2177255,0.1002235
22,0.3579123,0.4114078,"('untrustworthy', 'trustworthy')",-0.8289235,-0.87775517,-0.2355056,-0.2331737,0.0023319
23,-0.6117676,-0.69407576,"('insincere', 'sincere')",5.3805733,5.465285,2.3844028,2.3856046,0.0012018
24,-0.3966312,-0.44942454,"('dishonest', 'honest')",0.43387198,0.41029736,0.0186204,-0.0195636,-0.038184
25,0.60676324,0.5520126,"('egoistic', 'altruistic')",1.4296143,1.386594,1.0181887,0.9693034,-0.0488853
26,1.1493644,0.8487054,"('hardhearted', 'benevolent')",2.0130992,1.7662909,1.5812318,1.3074982,-0.2737336
27,-0.3450437,-0.3416517,"('hardhearted', 'softhearted')",1.3547754,1.224571,0.5048659,0.4414597,-0.0634062
28,-0.4872186,-0.63834304,"('disloyal', 'loyal')",1.130561,1.0385579,0.3216712,0.2001074,-0.1215638
