,resmed_male,resmed_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.81188816,0.64745164,"('unsociable', 'sociable')",0.042523824,-0.15171635,0.427206,0.2478676,-0.1793384
1,-1.0844277,-1.1826695,"('unfriendly', 'friendly')",1.4755067,1.2999122,0.1955395,0.0586213,-0.1369182
2,0.52710366,0.5614917,"('unlikable', 'likable')",0.5375884,0.55442756,0.532346,0.5579597,0.0256137
3,0.19473492,0.34783122,"('repellent', 'pleasant')",-0.09762847,0.035913132,0.0485532,0.1918722,0.143319
4,-0.50030094,-0.58448756,"('disliked', 'liked')",-5.937444,-6.0090637,-3.2188725,-3.2967756,-0.0779031
5,-1.4524716,-1.5542226,"('distant', 'outgoing')",-0.4669204,-0.5170053,-0.959696,-1.035614,-0.075918
6,-2.1269624,-2.2355607,"('distant', 'open')",-0.18592604,-0.28349102,-1.1564442,-1.2595258,-0.1030816
7,0.44321495,0.6113589,"('insensitive', 'sensitive')",0.633842,0.6918257,0.5385284,0.6515923,0.1130639
8,-1.7610981,-1.8117818,"('unaffectionate', 'affectionate')",0.24006781,0.13505654,-0.7605152,-0.8383626,-0.0778474
9,-0.97225916,-0.9280496,"('unaffectionate', 'caring')",0.9185133,0.92533344,-0.0268729,-0.0013581,0.0255148
10,0.6853688,0.82195777,"('unsympathetic', 'sympathetic')",-0.076568976,-0.08776439,0.3043999,0.3670967,0.0626968
11,0.11015602,0.21343908,"('unhelpful', 'helpful')",1.9940807,2.0717487,1.0521183,1.1425939,0.0904756
12,0.4482394,0.57173777,"('unsupportive', 'supportive')",-1.6853764,-1.6600924,-0.6185685,-0.5441773,0.0743912
13,0.89839226,0.83134156,"('impolite', 'polite')",0.006664589,0.060975403,0.4525284,0.4461585,-0.0063699
14,1.7616544,1.7940971,"('antisocial', 'social')",-0.05430487,-0.09392608,0.8536748,0.8500855,-0.0035893
15,-0.41085988,-0.49657208,"('boring', 'funny')",0.7043327,0.59182376,0.1467364,0.0476258,-0.0991106
16,-0.2974167,-0.2889891,"('unpopular', 'popular')",0.6705229,0.64136386,0.1865531,0.1761874,-0.0103657
17,0.069305256,0.1324584,"('nasty', 'nice')",-0.38050395,-0.36092854,-0.1555994,-0.1142351,0.0413643
18,-0.27262497,-0.29665095,"('disagreeable', 'welcoming')",-0.12430166,-0.20242155,-0.1984633,-0.2495362,-0.0510729
19,-1.1424758,-1.1693861,"('inhospitable', 'hospitable')",-0.2528803,-0.29482883,-0.6976781,-0.7321075,-0.0344294
20,0.47625536,0.52407813,"('rough', 'thoughtful')",0.9013995,0.849252,0.6888274,0.6866651,-0.0021623
21,1.1808845,1.2334423,"('immoral', 'moral')",-0.08043593,-0.09511906,0.5502243,0.5691617,0.0189374
22,0.65075046,0.6551997,"('untrustworthy', 'trustworthy')",-0.70782125,-0.716661,-0.0285354,-0.0307306,-0.0021952
23,0.9460322,1.0475634,"('insincere', 'sincere')",5.9848638,6.0410013,3.4654479,3.5442824,0.0788345
24,-0.0483446,-0.039935738,"('dishonest', 'honest')",0.9706128,1.0096649,0.4611341,0.4848646,0.0237305
25,-0.8475726,-0.88764715,"('egoistic', 'altruistic')",1.2608784,1.1671277,0.2066529,0.1397403,-0.0669126
26,-0.35324928,-0.4763408,"('hardhearted', 'benevolent')",1.34837,1.2048465,0.4975603,0.3642529,-0.1333074
27,-0.38869032,-0.3419751,"('hardhearted', 'softhearted')",1.3486394,1.2824486,0.4799745,0.4702368,-0.0097377
28,-0.15160084,-0.16394368,"('disloyal', 'loyal')",0.8501968,0.78360224,0.349298,0.3098293,-0.0394687
29,-0.27895388,-0.25720772,"('unfair', 'fair')",-0.690445,-0.86331713,-0.4846994,-0.5602624,-0.075563
30,1.7794313,1.7623788,"('intolerant', 'tolerant')",2.0110147,1.9505641,1.895223,1.8564715,-0.0387515
31,-1.6880295,-1.7734164,"('evil', 'good')",-1.3431476,-1.5082723,-1.5155885,-1.6408443,-0.1252558
32,0.96486306,0.96403795,"('unkind', 'kind')",1.3126112,1.1857854,1.1387372,1.0749117,-0.0638255
33,-0.11273304,-0.2039728,"('wrong', 'right')",-0.6029228,-0.6606284,-0.3578279,-0.4323006,-0.0744727
34,0.5704155,0.6278538,"('mean', 'honorable')",6.1830163,6.331206,3.3767159,3.4795299,0.102814
