,illumina_male,illumina_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8858052,-0.917187,"('unsociable', 'sociable')",-0.31940964,-0.4007759,-0.6026074,-0.6589814,-0.056374
1,-1.5588048,-1.6333425,"('unfriendly', 'friendly')",2.0349813,1.886516,0.2380883,0.1265867,-0.1115016
2,0.08284609,0.08568152,"('unlikable', 'likable')",0.6506378,0.7185972,0.366742,0.4021393,0.0353973
3,-0.756018,-0.6021327,"('repellent', 'pleasant')",0.30086848,0.36416304,-0.2275748,-0.1189848,0.10859
4,-0.083132796,-0.17793728,"('disliked', 'liked')",-6.3875833,-6.4392905,-3.235358,-3.308614,-0.073256
5,-1.1916564,-1.1738912,"('distant', 'outgoing')",-0.09842109,-0.15884906,-0.6450387,-0.6663702,-0.0213315
6,-1.3741816,-1.3208444,"('distant', 'open')",0.3897399,0.30132082,-0.4922209,-0.5097618,-0.0175409
7,-0.6315137,-0.4757539,"('insensitive', 'sensitive')",0.70381296,0.8312418,0.0361496,0.1777439,0.1415943
8,-1.1054517,-1.1652687,"('unaffectionate', 'affectionate')",1.1141918,0.9906686,0.00437,-0.0873,-0.09167
9,-1.3798164,-1.3385127,"('unaffectionate', 'caring')",1.1384356,1.1174977,-0.1206904,-0.1105075,0.0101829
10,-1.2265278,-1.0201782,"('unsympathetic', 'sympathetic')",-0.562084,-0.52160895,-0.8943059,-0.7708936,0.1234123
11,-0.8143134,-0.6760914,"('unhelpful', 'helpful')",1.54136,1.7320122,0.3635233,0.5279604,0.1644371
12,-0.7019581,-0.52983195,"('unsupportive', 'supportive')",-1.8412694,-1.7530795,-1.2716137,-1.1414558,0.1301579
13,-1.1010755,-1.1027117,"('impolite', 'polite')",-0.76631343,-0.69775474,-0.9336945,-0.9002332,0.0334613
14,0.023420379,0.060437307,"('antisocial', 'social')",-0.3914017,-0.39300233,-0.1839907,-0.1662825,0.0177082
15,-0.09135822,-0.22102821,"('boring', 'funny')",0.3898479,0.29045293,0.1492448,0.0347124,-0.1145324
16,-0.57542247,-0.6050392,"('unpopular', 'popular')",0.55134875,0.4796555,-0.0120369,-0.0626918,-0.0506549
17,-0.16942309,-0.1429923,"('nasty', 'nice')",-0.2142164,-0.18920133,-0.1918197,-0.1660968,0.0257229
18,-0.28269112,-0.15174502,"('disagreeable', 'welcoming')",-0.21282151,-0.2202299,-0.2477563,-0.1859875,0.0617688
19,-2.0190983,-1.9585276,"('inhospitable', 'hospitable')",-0.15759583,-0.06667245,-1.0883471,-1.0126001,0.075747
20,0.7884669,0.81014645,"('rough', 'thoughtful')",1.4812305,1.4263903,1.1348487,1.1182684,-0.0165803
21,-0.18989637,-0.103842884,"('immoral', 'moral')",-0.4771655,-0.32482514,-0.3335309,-0.214334,0.1191969
22,-0.051037252,0.02727243,"('untrustworthy', 'trustworthy')",-0.7695444,-0.7393908,-0.4102908,-0.3560592,0.0542316
23,-0.8712525,-0.70382893,"('insincere', 'sincere')",5.536194,5.555689,2.3324707,2.42593,0.0934593
24,-1.3600923,-1.3813572,"('dishonest', 'honest')",0.8187985,0.7935504,-0.2706469,-0.2939034,-0.0232565
25,0.10519002,0.05115632,"('egoistic', 'altruistic')",1.6941245,1.5693079,0.8996572,0.8102321,-0.0894251
26,0.4424637,0.36095643,"('hardhearted', 'benevolent')",2.0725296,2.0012507,1.2574966,1.1811036,-0.076393
27,-0.24248922,-0.19498385,"('hardhearted', 'softhearted')",1.6383698,1.475234,0.6979403,0.6401251,-0.0578152
28,-0.42568624,-0.44087481,"('disloyal', 'loyal')",1.151356,1.092887,0.3628349,0.3260061,-0.0368288
29,-0.41111803,-0.45977476,"('unfair', 'fair')",-0.24547452,-0.41124758,-0.3282963,-0.4355112,-0.1072149
30,-0.19281685,-0.1012864,"('intolerant', 'tolerant')",1.4362496,1.4583565,0.6217164,0.678535,0.0568186
31,-1.5985049,-1.6313628,"('evil', 'good')",-0.8227742,-0.9786737,-1.2106395,-1.3050182,-0.0943787
