,liberty_male,liberty_female,tuple,average_male,average_female,female-male
0,0.17842218,0.115129955,"('unsociable', 'sociable')",0.1784222,0.11513,-0.0632922
1,1.3912493,1.3742976,"('unfriendly', 'friendly')",1.3912493,1.3742976,-0.0169517
2,0.08126618,0.16708249,"('unlikable', 'likable')",0.0812662,0.1670825,0.0858163
3,0.56292105,0.6998333,"('repellent', 'pleasant')",0.562921,0.6998333,0.1369123
4,-7.073445,-7.31704,"('disliked', 'liked')",-7.0734448,-7.31704,-0.2435952
5,-0.12453744,-0.23639575,"('distant', 'outgoing')",-0.1245374,-0.2363957,-0.1118583
6,0.46779057,0.336347,"('distant', 'open')",0.4677906,0.336347,-0.1314436
7,1.1242621,1.202292,"('insensitive', 'sensitive')",1.1242621,1.202292,0.0780299
8,1.5680723,1.5589845,"('unaffectionate', 'affectionate')",1.5680723,1.5589845,-0.0090878
9,1.7735264,1.8874133,"('unaffectionate', 'caring')",1.7735264,1.8874133,0.1138869
10,0.77471447,0.9017136,"('unsympathetic', 'sympathetic')",0.7747145,0.9017136,0.1269991
11,1.6502007,1.7260747,"('unhelpful', 'helpful')",1.6502007,1.7260747,0.075874
12,-1.2968467,-1.2617228,"('unsupportive', 'supportive')",-1.2968467,-1.2617228,0.0351239
13,-0.2991628,-0.19018659,"('impolite', 'polite')",-0.2991628,-0.1901866,0.1089762
14,-0.14840639,-0.104191385,"('antisocial', 'social')",-0.1484064,-0.1041914,0.044215
15,0.6719139,0.55632585,"('boring', 'funny')",0.6719139,0.5563259,-0.115588
16,-0.40077114,-0.39520213,"('unpopular', 'popular')",-0.4007711,-0.3952021,0.005569
17,0.16862011,0.15313035,"('nasty', 'nice')",0.1686201,0.1531304,-0.0154897
18,-0.62120736,-0.57779753,"('disagreeable', 'welcoming')",-0.6212074,-0.5777975,0.0434099
19,-0.001171289,0.06936819,"('inhospitable', 'hospitable')",-0.0011713,0.0693682,0.0705395
20,0.48404604,0.40604913,"('rough', 'thoughtful')",0.484046,0.4060491,-0.0779969
21,-0.5139387,-0.25677833,"('immoral', 'moral')",-0.5139387,-0.2567783,0.2571604
22,-0.3616804,-0.42074805,"('untrustworthy', 'trustworthy')",-0.3616804,-0.4207481,-0.0590677
23,6.2589254,6.5352435,"('insincere', 'sincere')",6.2589254,6.5352435,0.2763181
24,1.2790782,1.2666631,"('dishonest', 'honest')",1.2790782,1.2666631,-0.0124151
25,0.7652551,0.7844815,"('egoistic', 'altruistic')",0.7652551,0.7844815,0.0192264
26,1.3560345,1.2481914,"('hardhearted', 'benevolent')",1.3560345,1.2481914,-0.1078431
27,2.0427442,1.8446889,"('hardhearted', 'softhearted')",2.0427442,1.8446889,-0.1980553
28,1.5002313,1.4263395,"('disloyal', 'loyal')",1.5002313,1.4263395,-0.0738918
29,-0.23572761,-0.39045715,"('unfair', 'fair')",-0.2357276,-0.3904572,-0.1547296
30,0.8367183,0.9089835,"('intolerant', 'tolerant')",0.8367183,0.9089835,0.0722652
31,-0.5576071,-0.6987914,"('evil', 'good')",-0.5576071,-0.6987914,-0.1411843
32,1.2215242,1.2086558,"('unkind', 'kind')",1.2215242,1.2086558,-0.0128684
33,-0.14782347,-0.240477,"('wrong', 'right')",-0.1478235,-0.240477,-0.0926535
34,4.7705846,5.082161,"('mean', 'honorable')",4.7705846,5.0821609,0.3115763
35,-0.2923697,-0.66263026,"('corrupt', 'incorrupt')",-0.2923697,-0.6626303,-0.3702606
36,-0.16311976,-0.3295777,"('hostile', 'amicable')",-0.1631198,-0.3295777,-0.1664579
37,1.002558,0.9673862,"('fake', 'genuine')",1.002558,0.9673862,-0.0351718
38,-0.4240242,-0.2827782,"('untruthful', 'truthful')",-0.4240242,-0.2827782,0.141246
39,0.28752065,0.3476587,"('exploitative', 'cooperative')",0.2875206,0.3476587,0.0601381
40,-1.306296,-1.5615774,"('stingy', 'generous')",-1.306296,-1.5615774,-0.2552814
41,0.56481564,0.5108024,"('unforgiving', 'forgiving')",0.5648156,0.5108024,-0.0540132
42,-2.2530909,-2.3441837,"('unreliable', 'reliable')",-2.2530909,-2.3441837,-0.0910928
43,1.065271,1.1835665,"('irresponsible', 'responsible')",1.065271,1.1835665,0.1182955
44,-1.3698807,-1.532313,"('prejudiced', 'unprejudiced')",-1.3698807,-1.532313,-0.1624323
45,0.46213156,0.30599368,"('incompetent', 'competent')",0.4621316,0.3059937,-0.1561379
46,-0.93438923,-0.8662597,"('uncompetitive', 'competitive')",-0.9343892,-0.8662597,0.0681295
47,4.9146113,5.098325,"('stupid', 'smart')",4.9146113,5.0983248,0.1837135
48,0.28945968,0.42665735,"('unintelligent', 'intelligent')",0.2894597,0.4266573,0.1371976
49,0.09294684,0.24799044,"('unable', 'able')",0.0929468,0.2479904,0.1550436
50,-0.24206522,-0.26520857,"('clumsy', 'skillful')",-0.2420652,-0.2652086,-0.0231434
51,0.4515522,0.49120212,"('uneducated', 'educated')",0.4515522,0.4912021,0.0396499
52,0.33552223,0.081078514,"('irrational', 'rational')",0.3355222,0.0810785,-0.2544437
53,0.28717947,0.24422933,"('uncreative', 'creative')",0.2871795,0.2442293,-0.0429502
54,1.1803286,1.3408824,"('incapable', 'capable')",1.1803286,1.3408824,0.1605538
55,0.42447892,0.56723815,"('incompetent', 'clever')",0.4244789,0.5672382,0.1427593
56,0.1355401,0.21329226,"('impractical', 'practical')",0.1355401,0.2132923,0.0777522
57,-2.0473619,-2.220782,"('unimaginative', 'imaginative')",-2.0473619,-2.220782,-0.1734201
58,0.35387346,0.30076212,"('undiscriminating', 'discriminating')",0.3538735,0.3007621,-0.0531114
59,0.15065284,0.0924442,"('foolish', 'wise')",0.1506528,0.0924442,-0.0582086
60,-0.38243806,-0.08162257,"('inefficient', 'efficient')",-0.3824381,-0.0816226,0.3008155
61,0.45377564,0.3765884,"('illogical', 'logical')",0.4537756,0.3765884,-0.0771872
62,0.46582946,0.63545847,"('incompetent', 'brilliant')",0.4658295,0.6354585,0.169629
63,0.32294327,0.49230412,"('unperceptive', 'insightful')",0.3229433,0.4923041,0.1693608
64,-6.762306,-6.8174443,"('shy', 'confident')",-6.7623062,-6.8174443,-0.0551381
65,0.08178203,0.20306958,"('insecure', 'secure')",0.081782,0.2030696,0.1212876
66,-0.012461718,-0.21211068,"('inactive', 'active')",-0.0124617,-0.2121107,-0.199649
67,-0.58757406,-0.4432813,"('doubtful', 'determined')",-0.5875741,-0.4432813,0.1442928
68,-0.80840945,-0.6731289,"('dependent', 'independent')",-0.8084095,-0.6731289,0.1352806
69,-1.6783458,-1.8335717,"('lazy', 'industrious')",-1.6783458,-1.8335717,-0.1552259
70,1.2013675,1.1682937,"('lethargic', 'energetic')",1.2013675,1.1682937,-0.0330738
71,0.48229384,0.4351091,"('diffident', 'self-confident')",0.4822938,0.4351091,-0.0471847
72,0.70508623,0.86221796,"('unambitious', 'ambitious')",0.7050862,0.862218,0.1571318
73,-3.085194,-3.1790702,"('helpless', 'self-reliant')",-3.0851941,-3.1790702,-0.0938761
74,0.4905408,0.43673658,"('undedicated', 'dedicated')",0.4905408,0.4367366,-0.0538042
75,-0.795438,-0.83785474,"('meek', 'impulsive')",-0.795438,-0.8378547,-0.0424167
76,0.20154817,0.30002803,"('anxious', 'daring')",0.2015482,0.300028,0.0984798
77,-1.6978035,-1.4103256,"('unmotivated', 'motivated')",-1.6978035,-1.4103256,0.2874779
78,-0.71787155,-0.6560861,"('nonresilient', 'resilient')",-0.7178715,-0.6560861,0.0617854
79,0.34053335,0.28413722,"('wavering', 'unwavering')",0.3405333,0.2841372,-0.0563961
80,-0.130446,-0.1701602,"('dominated', 'dominating')",-0.130446,-0.1701602,-0.0397142
81,-0.5292724,-0.412445,"('submissive', 'aggressive')",-0.5292724,-0.412445,0.1168274
82,6.437452,6.575085,"('poor', 'rich')",6.4374518,6.5750852,0.1376334
83,-0.46335518,-0.33766127,"('powerless', 'powerful')",-0.4633552,-0.3376613,0.1256939
84,0.48164964,0.41966608,"('inferior', 'superior')",0.4816496,0.4196661,-0.0619835
85,-0.29425073,-0.39074302,"('insignificant', 'prestigious')",-0.2942507,-0.390743,-0.0964923
86,0.6814614,0.6636506,"('uninfluential', 'influential')",0.6814614,0.6636506,-0.0178108
87,0.11759466,0.11498334,"('unsuccessful', 'successful')",0.1175947,0.1149833,-0.0026114
88,0.12461544,0.17072421,"('low', 'eminent')",0.1246154,0.1707242,0.0461088
