,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,0.022175847,0.020422034,"('unsociable', 'sociable')",0.0221758,0.020422,-0.0017538
1,-1.0878636,-1.2672586,"('unfriendly', 'friendly')",-1.0878636,-1.2672586,-0.179395
2,1.0468537,1.012487,"('unlikable', 'likable')",1.0468537,1.0124871,-0.0343666
3,0.17087999,0.3546674,"('repellent', 'pleasant')",0.17088,0.3546674,0.1837874
4,-1.6540354,-1.7063061,"('disliked', 'liked')",-1.6540354,-1.7063061,-0.0522707
5,-1.2402067,-1.3749777,"('distant', 'outgoing')",-1.2402067,-1.3749777,-0.134771
6,-1.5995696,-1.7610166,"('distant', 'open')",-1.5995696,-1.7610166,-0.161447
7,0.07136004,0.15829623,"('insensitive', 'sensitive')",0.07136,0.1582962,0.0869362
8,-1.249577,-1.4527973,"('unaffectionate', 'affectionate')",-1.249577,-1.4527973,-0.2032203
9,-0.9512903,-1.1233245,"('unaffectionate', 'caring')",-0.9512903,-1.1233245,-0.1720342
10,-0.20664568,-0.1017798,"('unsympathetic', 'sympathetic')",-0.2066457,-0.1017798,0.1048659
11,-0.23591346,-0.129387,"('unhelpful', 'helpful')",-0.2359135,-0.129387,0.1065265
12,-0.7792312,-0.70916986,"('unsupportive', 'supportive')",-0.7792312,-0.7091699,0.0700613
13,0.24392398,0.23375022,"('impolite', 'polite')",0.243924,0.2337502,-0.0101738
14,0.53530735,0.652597,"('antisocial', 'social')",0.5353073,0.652597,0.1172897
15,0.17141518,0.0072825407,"('boring', 'funny')",0.1714152,0.0072825,-0.1641327
16,0.036752995,-0.007501874,"('unpopular', 'popular')",0.036753,-0.0075019,-0.0442549
17,-0.7501712,-0.7000623,"('nasty', 'nice')",-0.7501712,-0.7000623,0.0501089
18,-0.013189027,-0.0061694793,"('disagreeable', 'welcoming')",-0.013189,-0.0061695,0.0070195
19,-1.1207422,-1.261007,"('inhospitable', 'hospitable')",-1.1207422,-1.261007,-0.1402648
20,-0.3545108,-0.31615615,"('rough', 'thoughtful')",-0.3545108,-0.3161561,0.0383547
21,0.41044107,0.5201136,"('immoral', 'moral')",0.4104411,0.5201136,0.1096725
22,0.53190434,0.62496054,"('untrustworthy', 'trustworthy')",0.5319043,0.6249605,0.0930562
23,1.222386,1.238729,"('insincere', 'sincere')",1.222386,1.238729,0.016343
24,0.52313143,0.4653269,"('dishonest', 'honest')",0.5231314,0.4653269,-0.0578045
25,-0.23500359,-0.3755808,"('egoistic', 'altruistic')",-0.2350036,-0.3755808,-0.1405772
26,-0.0059823487,-0.19553308,"('hardhearted', 'benevolent')",-0.0059823,-0.1955331,-0.1895508
27,-0.13896905,-0.19149818,"('hardhearted', 'softhearted')",-0.138969,-0.1914982,-0.0525292
28,-0.62366986,-0.6386183,"('disloyal', 'loyal')",-0.6236699,-0.6386183,-0.0149484
29,-0.5659237,-0.55084693,"('unfair', 'fair')",-0.5659237,-0.5508469,0.0150768
30,1.059302,1.0411806,"('intolerant', 'tolerant')",1.059302,1.0411806,-0.0181214
31,-1.6846701,-1.7570227,"('evil', 'good')",-1.6846701,-1.7570227,-0.0723526
32,0.63347036,0.5737003,"('unkind', 'kind')",0.6334704,0.5737003,-0.0597701
33,-0.08594471,-0.24479195,"('wrong', 'right')",-0.0859447,-0.244792,-0.1588473
34,0.77426076,0.8094779,"('mean', 'honorable')",0.7742608,0.8094779,0.0352171
35,-0.34307534,-0.54090434,"('corrupt', 'incorrupt')",-0.3430753,-0.5409043,-0.197829
36,-1.5621591,-1.7696385,"('hostile', 'amicable')",-1.5621591,-1.7696385,-0.2074794
37,-0.6059459,-0.6264871,"('fake', 'genuine')",-0.6059459,-0.6264871,-0.0205412
38,-0.79697543,-0.8235053,"('untruthful', 'truthful')",-0.7969754,-0.8235053,-0.0265299
39,0.5602726,0.566686,"('exploitative', 'cooperative')",0.5602726,0.566686,0.0064134
40,-0.30527803,-0.37694168,"('stingy', 'generous')",-0.305278,-0.3769417,-0.0716637
