,housing_male,housing_female,tuple,average_male,average_female,female-male
0,-0.014414486,-0.1758794,"('unsociable', 'sociable')",-0.0144145,-0.1758794,-0.1614649
1,2.286624,2.2274387,"('unfriendly', 'friendly')",2.286624,2.2274387,-0.0591853
2,0.42301825,0.48966777,"('unlikable', 'likable')",0.4230182,0.4896678,0.0666496
3,-0.06952297,0.0142335165,"('repellent', 'pleasant')",-0.069523,0.0142335,0.0837565
4,-6.521645,-6.623352,"('disliked', 'liked')",-6.5216451,-6.6233521,-0.101707
5,0.71671385,0.69790256,"('distant', 'outgoing')",0.7167138,0.6979026,-0.0188112
6,1.171496,1.1217619,"('distant', 'open')",1.171496,1.1217619,-0.0497341
7,0.5992098,0.59637696,"('insensitive', 'sensitive')",0.5992098,0.596377,-0.0028328
8,2.165512,2.0328002,"('unaffectionate', 'affectionate')",2.1655121,2.0328002,-0.1327119
9,2.5407324,2.468078,"('unaffectionate', 'caring')",2.5407324,2.4680779,-0.0726545
10,-0.17183368,-0.18328069,"('unsympathetic', 'sympathetic')",-0.1718337,-0.1832807,-0.011447
11,1.561041,1.5602185,"('unhelpful', 'helpful')",1.561041,1.5602185,-0.0008225
12,-1.1794584,-1.1955003,"('unsupportive', 'supportive')",-1.1794584,-1.1955003,-0.0160419
13,-0.79924434,-0.87709916,"('impolite', 'polite')",-0.7992443,-0.8770992,-0.0778549
14,-0.16161726,-0.12946853,"('antisocial', 'social')",-0.1616173,-0.1294685,0.0321488
15,0.43213096,0.37061036,"('boring', 'funny')",0.432131,0.3706104,-0.0615206
16,0.3767256,0.32856148,"('unpopular', 'popular')",0.3767256,0.3285615,-0.0481641
17,0.3891654,0.41748595,"('nasty', 'nice')",0.3891654,0.417486,0.0283206
18,-0.094221584,-0.1549466,"('disagreeable', 'welcoming')",-0.0942216,-0.1549466,-0.060725
19,0.41505268,0.35931063,"('inhospitable', 'hospitable')",0.4150527,0.3593106,-0.0557421
20,0.5152614,0.45499116,"('rough', 'thoughtful')",0.5152614,0.4549912,-0.0602702
21,-1.0327764,-0.94969463,"('immoral', 'moral')",-1.0327764,-0.9496946,0.0830818
22,-1.5497482,-1.500833,"('untrustworthy', 'trustworthy')",-1.5497482,-1.500833,0.0489152
23,6.350944,6.3337755,"('insincere', 'sincere')",6.350944,6.3337755,-0.0171685
24,1.1982603,1.090265,"('dishonest', 'honest')",1.1982603,1.090265,-0.1079953
25,1.5413771,1.508485,"('egoistic', 'altruistic')",1.5413771,1.508485,-0.0328921
26,1.854953,1.8350114,"('hardhearted', 'benevolent')",1.8549531,1.8350114,-0.0199417
27,1.8269572,1.6694121,"('hardhearted', 'softhearted')",1.8269572,1.6694121,-0.1575451
28,1.1219076,1.0467514,"('disloyal', 'loyal')",1.1219076,1.0467514,-0.0751562
29,-0.5192455,-0.63258016,"('unfair', 'fair')",-0.5192455,-0.6325802,-0.1133347
30,0.85452056,0.82276785,"('intolerant', 'tolerant')",0.8545206,0.8227679,-0.0317527
31,-0.022862334,0.022197999,"('evil', 'good')",-0.0228623,0.022198,0.0450603
32,1.2188984,1.0985543,"('unkind', 'kind')",1.2188984,1.0985543,-0.1203441
33,0.47249672,0.36738357,"('wrong', 'right')",0.4724967,0.3673836,-0.1051131
34,5.204285,5.327784,"('mean', 'honorable')",5.2042851,5.3277841,0.123499
35,0.16045283,-0.037455637,"('corrupt', 'incorrupt')",0.1604528,-0.0374556,-0.1979084
36,0.7050804,0.5963095,"('hostile', 'amicable')",0.7050804,0.5963095,-0.1087709
37,0.861236,0.7945287,"('fake', 'genuine')",0.861236,0.7945287,-0.0667073
38,0.5620263,0.47459674,"('untruthful', 'truthful')",0.5620263,0.4745967,-0.0874296
39,0.18131576,0.18072914,"('exploitative', 'cooperative')",0.1813158,0.1807291,-0.0005867
40,-1.5519465,-1.6841195,"('stingy', 'generous')",-1.5519465,-1.6841195,-0.132173
41,0.15756276,0.13766234,"('unforgiving', 'forgiving')",0.1575628,0.1376623,-0.0199005
42,-3.1933753,-3.1835442,"('unreliable', 'reliable')",-3.1933753,-3.1835442,0.0098311
43,0.7900633,0.7881189,"('irresponsible', 'responsible')",0.7900633,0.7881189,-0.0019444
44,-1.4244838,-1.3787652,"('prejudiced', 'unprejudiced')",-1.4244838,-1.3787652,0.0457186
45,-0.30082422,-0.2451892,"('incompetent', 'competent')",-0.3008242,-0.2451892,0.055635
46,-1.9454281,-2.008306,"('uncompetitive', 'competitive')",-1.9454281,-2.008306,-0.0628779
47,5.6701407,5.785706,"('stupid', 'smart')",5.6701407,5.785706,0.1155653
48,0.15552229,0.09430431,"('unintelligent', 'intelligent')",0.1555223,0.0943043,-0.061218
49,0.10513771,0.18759619,"('unable', 'able')",0.1051377,0.1875962,0.0824585
50,-0.14055753,-0.19994262,"('clumsy', 'skillful')",-0.1405575,-0.1999426,-0.0593851
51,-0.3525002,-0.42357945,"('uneducated', 'educated')",-0.3525002,-0.4235795,-0.0710793
52,0.7899806,0.6192625,"('irrational', 'rational')",0.7899806,0.6192625,-0.1707181
53,0.6048574,0.5291302,"('uncreative', 'creative')",0.6048574,0.5291302,-0.0757272
54,1.4796063,1.4530417,"('incapable', 'capable')",1.4796063,1.4530417,-0.0265646
