,sba_male,sba_female,tuple,communications_male,communications_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.36353964,-0.48596537,"('unsociable', 'sociable')",0.19225252,-0.05816136,-0.2982363,-0.43667775,-0.1565078,-0.3269348,-0.170427
1,-1.6831058,-1.655558,"('unfriendly', 'friendly')",0.6561859,0.58012944,0.7108086,0.6133293,-0.1053704,-0.1540331,-0.0486627
2,1.13447,1.0888984,"('unlikable', 'likable')",1.634891,1.7650084,1.178091,1.242811,1.3158174,1.3655726,0.0497552
3,0.62216544,0.666703,"('repellent', 'pleasant')",0.65584207,0.6900032,0.9868593,0.85569966,0.7549556,0.7374686,-0.017487
4,-0.28487453,-0.28910825,"('disliked', 'liked')",-0.65881944,-0.71430826,-6.028915,-6.0837784,-2.324203,-2.3623983,-0.0381953
5,-1.0016617,-0.87312967,"('distant', 'outgoing')",-0.32258803,-0.067665,-1.122797,-0.8739935,-0.8156823,-0.6049294,0.2107529
6,-1.2857128,-1.1100609,"('distant', 'open')",-1.2318738,-1.0510389,-1.2286911,-1.0063952,-1.2487593,-1.0558318,0.1929275
7,0.118391916,0.21584909,"('insensitive', 'sensitive')",-0.017193068,0.08317183,-0.09753679,-0.093793795,0.0012207,0.068409,0.0671883
8,-1.3679397,-1.3945675,"('unaffectionate', 'affectionate')",-0.6920968,-0.62562567,0.06521389,0.11219664,-0.6649409,-0.6359988,0.0289421
9,-1.0625,-1.0898652,"('unaffectionate', 'caring')",-0.09115088,-0.07189836,0.7584616,0.7893482,-0.1317298,-0.1241385,0.0075913
10,-0.15609996,-0.17205307,"('unsympathetic', 'sympathetic')",-0.05803824,-0.15327945,-0.20468721,-0.29478636,-0.1396085,-0.2067063,-0.0670978
11,0.34995338,0.3133586,"('unhelpful', 'helpful')",1.3087925,1.2683301,2.3393004,2.360029,1.3326821,1.3139059,-0.0187762
12,-0.03765077,0.12168506,"('unsupportive', 'supportive')",-0.07844317,0.16012344,-2.0005422,-1.8716955,-0.7055453,-0.5299623,0.175583
13,0.24903466,0.18782756,"('impolite', 'polite')",0.6747389,0.6101537,-0.48758638,-0.44046885,0.1453957,0.1191708,-0.0262249
14,0.55541104,0.526733,"('antisocial', 'social')",1.8143606,1.7629427,0.24182227,0.075743094,0.8705313,0.788473,-0.0820583
15,0.5417049,0.41174173,"('boring', 'funny')",0.4175283,0.36764586,0.07168466,0.093367904,0.3436393,0.2909185,-0.0527208
16,-0.67013085,-0.7189203,"('unpopular', 'popular')",-0.6097202,-0.5926985,0.27068958,0.17571975,-0.3363871,-0.378633,-0.0422459
17,0.24051902,0.3102469,"('nasty', 'nice')",-0.8976567,-0.7672185,-0.50860745,-0.48182443,-0.3885817,-0.312932,0.0756497
