,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.30385053,0.31325164,"('unsociable', 'sociable')",-0.26233017,-0.42783985,0.0207602,-0.0572941,-0.0780543
1,0.43386966,0.4169653,"('unfriendly', 'friendly')",1.9043016,1.7493007,1.1690856,1.083133,-0.0859526
2,0.44541645,0.5310083,"('unlikable', 'likable')",0.78196293,0.9202657,0.6136897,0.725637,0.1119473
3,-0.73741823,-0.5597169,"('repellent', 'pleasant')",0.3576945,0.39311564,-0.1898619,-0.0833006,0.1065613
4,0.09182308,0.07434158,"('disliked', 'liked')",-6.4471154,-6.5132422,-3.1776462,-3.2194502,-0.041804
5,0.4458026,0.4041254,"('distant', 'outgoing')",-0.38518223,-0.3846026,0.0303102,0.0097614,-0.0205488
6,0.078759335,0.06542265,"('distant', 'open')",0.1593432,0.15502319,0.1190513,0.1102229,-0.0088284
7,-0.5447163,-0.4196605,"('insensitive', 'sensitive')",0.4744779,0.49808893,-0.0351192,0.0392142,0.0743334
8,-0.48509592,-0.5435308,"('unaffectionate', 'affectionate')",0.5481007,0.47277698,0.0315024,-0.0353769,-0.0668793
9,0.38989776,0.38139474,"('unaffectionate', 'caring')",0.91037214,0.85069734,0.6501349,0.6160461,-0.0340888
10,-0.7289009,-0.60481745,"('unsympathetic', 'sympathetic')",-0.28711793,-0.31653747,-0.5080094,-0.4606774,0.047332
11,0.3839397,0.4446506,"('unhelpful', 'helpful')",1.635393,1.6603988,1.0096663,1.0525247,0.0428584
12,0.47915894,0.6079062,"('unsupportive', 'supportive')",-1.8338636,-1.8386862,-0.6773523,-0.61539,0.0619623
13,-0.17823707,-0.14841656,"('impolite', 'polite')",-0.44136733,-0.43903896,-0.3098022,-0.2937278,0.0160744
14,-0.9534801,-0.9079369,"('antisocial', 'social')",-0.69887197,-0.7532921,-0.826176,-0.8306144,-0.0044384
15,1.0309972,0.9081511,"('boring', 'funny')",0.5505221,0.5147752,0.7907596,0.7114632,-0.0792964
16,-0.29284263,-0.25155202,"('unpopular', 'popular')",0.6192044,0.5793056,0.1631809,0.1638768,0.0006959
17,-0.15184899,-0.029620191,"('nasty', 'nice')",-0.64935887,-0.5397739,-0.4006039,-0.284697,0.1159069
18,-1.0480233,-1.0054367,"('disagreeable', 'welcoming')",-0.26129156,-0.2626433,-0.6546575,-0.63404,0.0206175
19,-0.20681979,-0.14739433,"('inhospitable', 'hospitable')",-0.05430504,0.07440504,-0.1305624,-0.0364946,0.0940678
20,-0.51401263,-0.42516136,"('rough', 'thoughtful')",1.2996151,1.2906634,0.3928013,0.432751,0.0399497
21,0.43636942,0.52244896,"('immoral', 'moral')",-0.16129121,-0.19366907,0.1375391,0.1643899,0.0268508
22,-0.425832,-0.42940933,"('untrustworthy', 'trustworthy')",-0.8784669,-0.9452267,-0.6521494,-0.687318,-0.0351686
23,-0.14685154,-0.10538278,"('insincere', 'sincere')",5.7261057,5.6126537,2.7896271,2.7536354,-0.0359917
24,-0.0019503683,-0.0073310286,"('dishonest', 'honest')",1.0863538,1.0653174,0.5422017,0.5289932,-0.0132085
25,-0.026831388,-0.079560965,"('egoistic', 'altruistic')",1.4961959,1.4388298,0.7346823,0.6796344,-0.0550479
26,0.24681449,0.22663158,"('hardhearted', 'benevolent')",1.6624136,1.5791745,0.954614,0.9029031,-0.0517109
27,0.01913422,0.082977444,"('hardhearted', 'softhearted')",1.402314,1.3438765,0.7107241,0.7134269,0.0027028
28,-0.24264565,-0.35417125,"('disloyal', 'loyal')",0.8308195,0.6960325,0.2940869,0.1709306,-0.1231563
29,-0.29766056,-0.28755116,"('unfair', 'fair')",-0.5636687,-0.6550117,-0.4306647,-0.4712814,-0.0406167
30,0.2932579,0.3877143,"('intolerant', 'tolerant')",1.3932645,1.3521494,0.8432612,0.8699318,0.0266706
31,-0.10452438,-0.0042545404,"('evil', 'good')",-0.9929056,-1.0109732,-0.548715,-0.5076139,0.0411011
32,0.48184183,0.46133432,"('unkind', 'kind')",0.9827441,0.8068697,0.732293,0.634102,-0.098191
33,1.114734,0.9854881,"('wrong', 'right')",-0.5078119,-0.527103,0.3034611,0.2291926,-0.0742685
34,-0.047485765,0.20966257,"('mean', 'honorable')",5.972385,6.1317196,2.9624496,3.170691,0.2082414
35,-0.66421616,-0.81276095,"('corrupt', 'incorrupt')",-0.21366823,-0.29164672,-0.4389422,-0.5522038,-0.1132616
36,-0.4333892,-0.46423733,"('hostile', 'amicable')",0.16762513,0.0024215933,-0.132882,-0.2309079,-0.0980259
37,-0.09138492,-0.10422344,"('fake', 'genuine')",0.39866987,0.42067182,0.1536425,0.1582242,0.0045817
38,-0.02048412,0.00540106,"('untruthful', 'truthful')",0.12342096,0.1593402,0.0514684,0.0823706,0.0309022
39,1.3020104,1.3405849,"('exploitative', 'cooperative')",0.16952457,0.20803408,0.7357675,0.7743095,0.038542
40,-0.3499141,-0.31446877,"('stingy', 'generous')",-1.6309841,-1.6914524,-0.9904491,-1.0029606,-0.0125115
41,-0.038970653,0.03148468,"('unforgiving', 'forgiving')",0.077090494,-0.048578225,0.0190599,-0.0085468,-0.0276067
42,0.59700733,0.646466,"('unreliable', 'reliable')",-2.8289058,-2.7382605,-1.1159493,-1.0458972,0.0700521
43,-0.40825593,-0.25391704,"('irresponsible', 'responsible')",0.6691612,0.7110863,0.1304526,0.2285846,0.098132
44,-0.6280839,-0.5882497,"('prejudiced', 'unprejudiced')",-1.4712628,-1.368939,-1.0496733,-0.9785944,0.0710789
45,-0.70824486,-0.4985234,"('incompetent', 'competent')",-0.14757547,-0.22599742,-0.4279101,-0.3622604,0.0656497
46,-0.061010405,0.12542741,"('uncompetitive', 'competitive')",-0.563272,-0.6132198,-0.3121412,-0.2438962,0.068245
47,0.017758816,0.14455016,"('stupid', 'smart')",5.2133956,5.282405,2.6155772,2.7134776,0.0979004
48,0.06580443,0.1331482,"('unintelligent', 'intelligent')",0.5813166,0.6114112,0.3235605,0.3722797,0.0487192
49,0.28442875,0.4421145,"('unable', 'able')",-0.51215684,-0.39131072,-0.113864,0.0254019,0.1392659
50,-0.056111477,-0.12255103,"('clumsy', 'skillful')",-0.0053021535,-0.0389686,-0.0307068,-0.0807598,-0.050053
51,-0.696797,-0.7328407,"('uneducated', 'educated')",0.6640661,0.63577896,-0.0163655,-0.0485309,-0.0321654
52,0.26042023,0.03079065,"('irrational', 'rational')",0.15236875,-0.014270947,0.2063945,0.0082599,-0.1981346
53,0.30706823,0.32985345,"('uncreative', 'creative')",0.8019949,0.7286277,0.5545316,0.5292405,-0.0252911
54,0.33081937,0.3115197,"('incapable', 'capable')",1.0746329,1.1069183,0.7027261,0.709219,0.0064929
55,-0.78588355,-0.6098489,"('incompetent', 'clever')",-0.05403465,-0.039468296,-0.4199591,-0.3246586,0.0953005
56,0.9455031,1.0023185,"('impractical', 'practical')",0.20714216,0.17643559,0.5763226,0.589377,0.0130544
57,-1.1830975,-1.1211288,"('unimaginative', 'imaginative')",-2.6625385,-2.6939077,-1.9228179,-1.9075183,0.0152996
58,-0.2105486,-0.1456058,"('undiscriminating', 'discriminating')",0.1277051,0.08285101,-0.0414217,-0.0313774,0.0100443
59,0.66931266,0.54051125,"('foolish', 'wise')",0.33671713,0.2916945,0.5030149,0.4161029,-0.086912
60,-0.10121365,0.044749327,"('inefficient', 'efficient')",0.082159415,0.20929883,-0.0095271,0.1270241,0.1365512
61,0.71631587,0.64797324,"('illogical', 'logical')",0.50056416,0.38232106,0.60844,0.5151471,-0.0932929
62,0.294718,0.4611526,"('incompetent', 'brilliant')",0.25216883,0.40336603,0.2734434,0.4322593,0.1588159
63,0.46155494,0.59189224,"('unperceptive', 'insightful')",0.904855,0.9475198,0.683205,0.769706,0.086501
64,-0.50152385,-0.58715063,"('shy', 'confident')",-6.643295,-6.635163,-3.5724094,-3.6111567,-0.0387473
65,-0.39596438,-0.44797263,"('insecure', 'secure')",-0.2479529,-0.24755731,-0.3219586,-0.347765,-0.0258064
66,-0.52645534,-0.571194,"('inactive', 'active')",0.7089324,0.735873,0.0912385,0.0823395,-0.008899
67,0.6251659,0.54567266,"('doubtful', 'determined')",-0.5883027,-0.52745557,0.0184316,0.0091085,-0.0093231
68,-0.5721457,-0.62714833,"('dependent', 'independent')",-0.48109016,-0.4733653,-0.5266179,-0.5502568,-0.0236389
