,bean_male,bean_female,tuple,average_male,average_female,female-male
0,0.43959528,0.3359011,"('unsociable', 'sociable')",0.4395953,0.3359011,-0.1036942
1,1.372594,1.26099,"('unfriendly', 'friendly')",1.372594,1.26099,-0.111604
2,0.48198783,0.6411466,"('unlikable', 'likable')",0.4819878,0.6411466,0.1591588
3,0.84276164,0.9052375,"('repellent', 'pleasant')",0.8427616,0.9052375,0.0624759
4,-7.041855,-6.9155993,"('disliked', 'liked')",-7.0418549,-6.9155993,0.1262556
5,0.022550387,0.08749503,"('distant', 'outgoing')",0.0225504,0.087495,0.0649446
6,0.25654456,0.2951031,"('distant', 'open')",0.2565446,0.2951031,0.0385585
7,0.7608715,0.79377484,"('insensitive', 'sensitive')",0.7608715,0.7937748,0.0329033
8,0.81392,0.7739483,"('unaffectionate', 'affectionate')",0.81392,0.7739483,-0.0399717
9,1.5224751,1.5444951,"('unaffectionate', 'caring')",1.5224751,1.5444951,0.02202
10,1.3514706,1.3812219,"('unsympathetic', 'sympathetic')",1.3514706,1.3812219,0.0297513
11,2.2548447,2.2441847,"('unhelpful', 'helpful')",2.2548447,2.2441847,-0.01066
12,-1.3371916,-1.2935894,"('unsupportive', 'supportive')",-1.3371916,-1.2935894,0.0436022
13,0.61362386,0.5709223,"('impolite', 'polite')",0.6136239,0.5709223,-0.0427016
14,0.07229371,-0.018483208,"('antisocial', 'social')",0.0722937,-0.0184832,-0.0907769
15,0.9656436,0.88862795,"('boring', 'funny')",0.9656436,0.8886279,-0.0770157
16,-0.28371498,-0.23773655,"('unpopular', 'popular')",-0.283715,-0.2377366,0.0459784
17,-0.19466849,-0.13800633,"('nasty', 'nice')",-0.1946685,-0.1380063,0.0566622
18,-0.5047712,-0.64332855,"('disagreeable', 'welcoming')",-0.5047712,-0.6433285,-0.1385573
19,-0.29249606,-0.13406104,"('inhospitable', 'hospitable')",-0.2924961,-0.134061,0.1584351
20,0.60253775,0.44727907,"('rough', 'thoughtful')",0.6025378,0.4472791,-0.1552587
21,0.4465487,0.548776,"('immoral', 'moral')",0.4465487,0.548776,0.1022273
22,-0.0021547507,0.010010211,"('untrustworthy', 'trustworthy')",-0.0021548,0.0100102,0.012165
23,6.6134715,6.5128107,"('insincere', 'sincere')",6.6134715,6.5128107,-0.1006608
