,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-1.017507,-1.111277,"('unsociable', 'sociable')",-1.017507,-1.111277,-0.09377
1,0.049213156,-0.006300047,"('unfriendly', 'friendly')",0.0492132,-0.0063,-0.0555132
2,1.4226643,1.3795121,"('unlikable', 'likable')",1.4226643,1.3795121,-0.0431522
3,-1.2291366,-1.0680342,"('repellent', 'pleasant')",-1.2291366,-1.0680342,0.1611024
4,-2.1050737,-2.0520823,"('disliked', 'liked')",-2.1050737,-2.0520823,0.0529914
5,1.2279792,1.2427317,"('distant', 'outgoing')",1.2279792,1.2427317,0.0147525
6,1.0663605,1.0753483,"('distant', 'open')",1.0663605,1.0753483,0.0089878
7,-1.7025454,-1.7194878,"('insensitive', 'sensitive')",-1.7025454,-1.7194878,-0.0169424
8,0.8058418,0.7494287,"('unaffectionate', 'affectionate')",0.8058418,0.7494287,-0.0564131
9,-0.026543554,-0.09998782,"('unaffectionate', 'caring')",-0.0265436,-0.0999878,-0.0734442
10,-1.6696547,-1.6824812,"('unsympathetic', 'sympathetic')",-1.6696547,-1.6824812,-0.0128265
11,-0.19783646,-0.2566412,"('unhelpful', 'helpful')",-0.1978365,-0.2566412,-0.0588047
12,-0.99803036,-0.9276223,"('unsupportive', 'supportive')",-0.9980304,-0.9276223,0.0704081
13,-1.568741,-1.6400014,"('impolite', 'polite')",-1.568741,-1.6400014,-0.0712604
14,-1.3273467,-1.413068,"('antisocial', 'social')",-1.3273467,-1.4130681,-0.0857214
15,0.43853688,0.30358815,"('boring', 'funny')",0.4385369,0.3035882,-0.1349487
16,-0.0037859622,0.015761305,"('unpopular', 'popular')",-0.003786,0.0157613,0.0195473
17,-0.7394509,-0.6599235,"('nasty', 'nice')",-0.7394509,-0.6599235,0.0795274
18,0.08058941,0.018411744,"('disagreeable', 'welcoming')",0.0805894,0.0184117,-0.0621777
19,-0.015852649,0.10143955,"('inhospitable', 'hospitable')",-0.0158526,0.1014396,0.1172922
20,-0.37903994,-0.39297715,"('rough', 'thoughtful')",-0.3790399,-0.3929771,-0.0139372
21,-1.0947292,-1.1323242,"('immoral', 'moral')",-1.0947292,-1.1323242,-0.037595
22,-1.4521798,-1.549592,"('untrustworthy', 'trustworthy')",-1.4521798,-1.549592,-0.0974122
23,0.40708673,0.28901798,"('insincere', 'sincere')",0.4070867,0.289018,-0.1180687
24,-0.22750226,-0.38428968,"('dishonest', 'honest')",-0.2275023,-0.3842897,-0.1567874
25,0.57773453,0.51616764,"('egoistic', 'altruistic')",0.5777345,0.5161676,-0.0615669
26,0.13778356,-0.0025041774,"('hardhearted', 'benevolent')",0.1377836,-0.0025042,-0.1402878
27,-0.11304802,-0.19570947,"('hardhearted', 'softhearted')",-0.113048,-0.1957095,-0.0826615
28,-0.9687722,-1.1676791,"('disloyal', 'loyal')",-0.9687722,-1.1676791,-0.1989069
29,-0.27639836,-0.3471557,"('unfair', 'fair')",-0.2763984,-0.3471557,-0.0707573
30,-0.9284832,-1.0282165,"('intolerant', 'tolerant')",-0.9284832,-1.0282165,-0.0997333
31,-0.20310101,-0.053119637,"('evil', 'good')",-0.203101,-0.0531196,0.1499814
32,-0.25146574,-0.43235156,"('unkind', 'kind')",-0.2514657,-0.4323516,-0.1808859
33,0.21281053,0.16444947,"('wrong', 'right')",0.2128105,0.1644495,-0.048361
34,1.1431026,1.264965,"('mean', 'honorable')",1.1431026,1.2649651,0.1218625
35,0.89825356,0.83534443,"('corrupt', 'incorrupt')",0.8982536,0.8353444,-0.0629092
36,0.16637048,0.21948653,"('hostile', 'amicable')",0.1663705,0.2194865,0.053116
37,-0.3228653,-0.34818667,"('fake', 'genuine')",-0.3228653,-0.3481867,-0.0253214
38,0.018252023,-0.012242019,"('untruthful', 'truthful')",0.018252,-0.012242,-0.030494
39,-0.19694121,-0.26968426,"('exploitative', 'cooperative')",-0.1969412,-0.2696843,-0.0727431
40,-1.119096,-1.2276772,"('stingy', 'generous')",-1.119096,-1.2276772,-0.1085812
41,-0.40754253,-0.45918646,"('unforgiving', 'forgiving')",-0.4075425,-0.4591865,-0.051644
42,-0.5710578,-0.5357547,"('unreliable', 'reliable')",-0.5710578,-0.5357547,0.0353031
43,-0.26539487,-0.31794143,"('irresponsible', 'responsible')",-0.2653949,-0.3179414,-0.0525465
44,0.0074555282,-0.020373208,"('prejudiced', 'unprejudiced')",0.0074555,-0.0203732,-0.0278287
45,-1.7509507,-1.7486248,"('incompetent', 'competent')",-1.7509507,-1.7486248,0.0023259
46,-1.2380182,-1.2106934,"('uncompetitive', 'competitive')",-1.2380182,-1.2106934,0.0273248
47,0.50121725,0.4362509,"('stupid', 'smart')",0.5012172,0.4362509,-0.0649663
48,-0.4301476,-0.463249,"('unintelligent', 'intelligent')",-0.4301476,-0.463249,-0.0331014
49,0.16068271,0.23534119,"('unable', 'able')",0.1606827,0.2353412,0.0746585
50,0.45383275,0.4236005,"('clumsy', 'skillful')",0.4538327,0.4236005,-0.0302322
51,-1.5690513,-1.634587,"('uneducated', 'educated')",-1.5690513,-1.634587,-0.0655357
52,0.2347826,0.03814973,"('irrational', 'rational')",0.2347826,0.0381497,-0.1966329
53,-0.5824806,-0.6123977,"('uncreative', 'creative')",-0.5824806,-0.6123977,-0.0299171
54,0.4536206,0.37836736,"('incapable', 'capable')",0.4536206,0.3783674,-0.0752532
55,-1.0165503,-1.0497092,"('incompetent', 'clever')",-1.0165503,-1.0497092,-0.0331589
56,0.06365826,0.044584893,"('impractical', 'practical')",0.0636583,0.0445849,-0.0190734
57,-1.562061,-1.5755523,"('unimaginative', 'imaginative')",-1.562061,-1.5755523,-0.0134913
58,-0.28404167,-0.27292782,"('undiscriminating', 'discriminating')",-0.2840417,-0.2729278,0.0111139
59,0.30271214,0.2090139,"('foolish', 'wise')",0.3027121,0.2090139,-0.0936982
60,-0.22782893,-0.25981006,"('inefficient', 'efficient')",-0.2278289,-0.2598101,-0.0319812
61,-0.43204674,-0.51585966,"('illogical', 'logical')",-0.4320467,-0.5158597,-0.083813
62,-0.714201,-0.66597575,"('incompetent', 'brilliant')",-0.714201,-0.6659757,0.0482253
63,-1.0654621,-1.0084904,"('unperceptive', 'insightful')",-1.0654621,-1.0084904,0.0569717
64,-1.7602198,-1.8137822,"('shy', 'confident')",-1.7602198,-1.8137822,-0.0535624
65,-1.1984873,-1.3569684,"('insecure', 'secure')",-1.1984873,-1.3569684,-0.1584811
66,-0.3001456,-0.25968015,"('inactive', 'active')",-0.3001456,-0.2596802,0.0404654
67,0.94411165,0.93992543,"('doubtful', 'determined')",0.9441116,0.9399254,-0.0041862
68,-0.5224222,-0.52186143,"('dependent', 'independent')",-0.5224222,-0.5218614,0.0005608
69,1.025441,1.0567497,"('lazy', 'industrious')",1.0254411,1.0567497,0.0313086
70,-1.4558314,-1.4198185,"('lethargic', 'energetic')",-1.4558314,-1.4198185,0.0360129
71,0.5812559,0.55282587,"('diffident', 'self-confident')",0.5812559,0.5528259,-0.02843
72,0.10753541,0.020689428,"('unambitious', 'ambitious')",0.1075354,0.0206894,-0.086846
73,-0.18879658,-0.18471369,"('helpless', 'self-reliant')",-0.1887966,-0.1847137,0.0040829
74,-0.12525555,-0.13844714,"('undedicated', 'dedicated')",-0.1252556,-0.1384471,-0.0131915
75,0.92642844,1.0237343,"('meek', 'impulsive')",0.9264284,1.0237343,0.0973059
76,-0.16668463,-0.15776633,"('anxious', 'daring')",-0.1666846,-0.1577663,0.0089183
77,-0.86362535,-0.7798344,"('unmotivated', 'motivated')",-0.8636253,-0.7798344,0.0837909
78,-0.078264184,0.034650546,"('nonresilient', 'resilient')",-0.0782642,0.0346505,0.1129147
79,0.88094926,1.0123671,"('wavering', 'unwavering')",0.8809493,1.0123671,0.1314178
80,-1.8661329,-1.9759784,"('dominated', 'dominating')",-1.8661329,-1.9759784,-0.1098455
81,-1.7712667,-1.870092,"('submissive', 'aggressive')",-1.7712667,-1.870092,-0.0988253
82,0.7913572,0.7856595,"('poor', 'rich')",0.7913572,0.7856595,-0.0056977
83,-0.23426567,-0.26306728,"('powerless', 'powerful')",-0.2342657,-0.2630673,-0.0288016
84,0.8866367,0.8102899,"('inferior', 'superior')",0.8866367,0.8102899,-0.0763468
85,1.2624222,1.2744533,"('insignificant', 'prestigious')",1.2624222,1.2744533,0.0120311
86,-1.7560054,-1.8500057,"('uninfluential', 'influential')",-1.7560054,-1.8500057,-0.0940003
87,-0.38687247,-0.4538603,"('unsuccessful', 'successful')",-0.3868725,-0.4538603,-0.0669878
88,0.08405223,0.04136749,"('low', 'eminent')",0.0840522,0.0413675,-0.0426847
