,joy_male,joy_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0980759,0.9735292,"('unsociable', 'sociable')",0.7211064,0.6302825,-0.46263385,-0.5935821,0.4521828,0.3367432,-0.1154396
1,-0.55841196,-0.22434425,"('unfriendly', 'friendly')",0.19864625,0.25492924,1.5734591,1.5651469,0.4045645,0.5319107,0.1273462
2,0.6220241,0.5276389,"('unlikable', 'likable')",1.5866216,1.6236871,0.865377,0.9774351,1.0246743,1.0429204,0.0182461
3,-0.35356998,-0.03347864,"('repellent', 'pleasant')",-0.18611202,-0.06120064,0.012134168,0.07547039,-0.1758493,-0.006403,0.1694463
4,-0.8437127,-0.7256021,"('disliked', 'liked')",-0.30278975,-0.27412635,-6.1902704,-6.1976833,-2.445591,-2.3991372,0.0464538
5,-0.616952,-0.2766646,"('distant', 'outgoing')",-0.46347502,-0.2521939,-0.22609338,-0.038128816,-0.4355068,-0.1889958,0.246511
6,-1.4442961,-0.9980644,"('distant', 'open')",-1.2928616,-1.0920146,-0.091475695,0.09348772,-0.9428778,-0.6655304,0.2773474
7,1.33972,1.4583806,"('insensitive', 'sensitive')",0.69087064,0.757024,0.67480797,0.73165375,0.9017995,0.9823527,0.0805532
8,0.35338756,0.52654386,"('unaffectionate', 'affectionate')",-0.5536984,-0.5086462,0.4170383,0.4276137,0.0722425,0.1485038,0.0762613
9,0.87920845,1.1035547,"('unaffectionate', 'caring')",0.12848166,0.20851836,0.91546285,0.9743823,0.641051,0.7621518,0.1211008
10,1.1291283,1.2341628,"('unsympathetic', 'sympathetic')",-0.1704826,-0.16635695,-0.5755607,-0.61544955,0.127695,0.1507854,0.0230904
11,0.8096523,0.72791,"('unhelpful', 'helpful')",0.76626533,0.7358678,2.173103,2.1974354,1.2496736,1.2204044,-0.0292692
12,1.1014894,1.5237808,"('unsupportive', 'supportive')",1.6644368,1.9409502,-1.4206781,-1.3036996,0.4484161,0.7203437,0.2719276
13,1.3578236,1.0924909,"('impolite', 'polite')",0.8144633,0.7371683,-0.032534532,-0.09821458,0.7132508,0.5771482,-0.1361026
14,1.4262204,1.3708566,"('antisocial', 'social')",1.5209192,1.4820526,-0.28515363,-0.3636223,0.8873287,0.8297623,-0.0575664
15,1.0475069,0.8352731,"('boring', 'funny')",-0.01880924,-0.12034838,0.56759334,0.55275005,0.532097,0.4225582,-0.1095388
16,-0.9437038,-0.7408345,"('unpopular', 'popular')",-0.41400036,-0.35283536,0.3450737,0.41622725,-0.3375435,-0.2258142,0.1117293
17,0.13423675,0.26433054,"('nasty', 'nice')",-1.5214771,-1.4412625,-0.6353791,-0.5476429,-0.6742065,-0.5748583,0.0993482
18,0.28420848,0.4695102,"('disagreeable', 'welcoming')",0.7089319,0.8210752,-0.059037745,-0.015926752,0.3113676,0.4248862,0.1135186
19,-0.006126784,0.08051047,"('inhospitable', 'hospitable')",-0.086655796,-0.076162994,-0.013367891,0.114140436,-0.0353835,0.039496,0.0748795
