,milk_male,milk_female,tuple,average_male,average_female,female-male
0,0.19673392,0.0017653704,"('unsociable', 'sociable')",0.1967339,0.0017654,-0.1949685
1,1.734422,1.5639924,"('unfriendly', 'friendly')",1.734422,1.5639924,-0.1704296
2,0.55594313,0.7051634,"('unlikable', 'likable')",0.5559431,0.7051634,0.1492203
3,0.007679308,0.2922339,"('repellent', 'pleasant')",0.0076793,0.2922339,0.2845546
4,-6.648486,-6.7997527,"('disliked', 'liked')",-6.6484861,-6.7997527,-0.1512666
5,0.15672328,0.14744942,"('distant', 'outgoing')",0.1567233,0.1474494,-0.0092739
6,0.3992145,0.38693613,"('distant', 'open')",0.3992145,0.3869361,-0.0122784
7,0.5603608,0.5834601,"('insensitive', 'sensitive')",0.5603608,0.5834601,0.0230993
8,1.5243735,1.395046,"('unaffectionate', 'affectionate')",1.5243735,1.395046,-0.1293275
9,1.8382744,1.8536038,"('unaffectionate', 'caring')",1.8382744,1.8536038,0.0153294
10,0.77539927,0.9422504,"('unsympathetic', 'sympathetic')",0.7753993,0.9422504,0.1668511
11,2.3020148,2.2552018,"('unhelpful', 'helpful')",2.3020148,2.2552018,-0.046813
12,-1.3627046,-1.4477369,"('unsupportive', 'supportive')",-1.3627046,-1.4477369,-0.0850323
13,0.23197299,0.16992506,"('impolite', 'polite')",0.231973,0.1699251,-0.0620479
14,-0.30750334,-0.36291766,"('antisocial', 'social')",-0.3075033,-0.3629177,-0.0554144
15,1.1828488,0.83533806,"('boring', 'funny')",1.1828488,0.8353381,-0.3475107
16,0.077935934,0.05171489,"('unpopular', 'popular')",0.0779359,0.0517149,-0.026221
17,0.022663958,0.01978875,"('nasty', 'nice')",0.022664,0.0197887,-0.0028753
18,-0.55310255,-0.68548924,"('disagreeable', 'welcoming')",-0.5531026,-0.6854892,-0.1323866
19,0.10164567,0.029097516,"('inhospitable', 'hospitable')",0.1016457,0.0290975,-0.0725482
20,0.4062798,0.37924263,"('rough', 'thoughtful')",0.4062798,0.3792426,-0.0270372
21,-0.10487632,0.11043779,"('immoral', 'moral')",-0.1048763,0.1104378,0.2153141
22,-0.81929845,-0.7617708,"('untrustworthy', 'trustworthy')",-0.8192984,-0.7617708,0.0575276
23,6.3876586,6.375348,"('insincere', 'sincere')",6.3876586,6.3753481,-0.0123105
24,1.7402151,1.788136,"('dishonest', 'honest')",1.7402151,1.788136,0.0479209
25,0.59904814,0.47317198,"('egoistic', 'altruistic')",0.5990481,0.473172,-0.1258761
26,0.9055683,0.6541823,"('hardhearted', 'benevolent')",0.9055683,0.6541823,-0.251386
27,1.4770191,1.4160018,"('hardhearted', 'softhearted')",1.4770191,1.4160018,-0.0610173
28,1.2650803,1.226536,"('disloyal', 'loyal')",1.2650803,1.226536,-0.0385443
29,-0.39064693,-0.5427704,"('unfair', 'fair')",-0.3906469,-0.5427704,-0.1521235
30,0.75025904,0.74070525,"('intolerant', 'tolerant')",0.750259,0.7407053,-0.0095537
31,-1.3594846,-1.463077,"('evil', 'good')",-1.3594846,-1.4630769,-0.1035923
32,1.5353782,1.4252061,"('unkind', 'kind')",1.5353782,1.4252061,-0.1101721
33,-0.23629965,-0.19590688,"('wrong', 'right')",-0.2362996,-0.1959069,0.0403927
34,4.4988933,4.641506,"('mean', 'honorable')",4.4988933,4.6415062,0.1426129
35,-0.7190451,-0.98757696,"('corrupt', 'incorrupt')",-0.7190451,-0.987577,-0.2685319
36,-0.59149694,-0.7776042,"('hostile', 'amicable')",-0.5914969,-0.7776042,-0.1861073
37,0.75796777,0.78364146,"('fake', 'genuine')",0.7579678,0.7836415,0.0256737
38,0.381336,0.31828335,"('untruthful', 'truthful')",0.381336,0.3182833,-0.0630527
39,-0.0950976,-0.078213036,"('exploitative', 'cooperative')",-0.0950976,-0.078213,0.0168846
40,-1.9825233,-2.0579824,"('stingy', 'generous')",-1.9825233,-2.0579824,-0.0754591
41,0.09059416,0.07767144,"('unforgiving', 'forgiving')",0.0905942,0.0776714,-0.0129228
42,-2.3903468,-2.3428993,"('unreliable', 'reliable')",-2.3903468,-2.3428993,0.0474475
43,1.1721432,1.2524743,"('irresponsible', 'responsible')",1.1721432,1.2524743,0.0803311
44,-1.1627318,-1.1344622,"('prejudiced', 'unprejudiced')",-1.1627318,-1.1344622,0.0282696
45,0.29493824,0.31257057,"('incompetent', 'competent')",0.2949382,0.3125706,0.0176324
46,-0.9568081,-0.8493935,"('uncompetitive', 'competitive')",-0.9568081,-0.8493935,0.1074146
47,5.183231,5.407809,"('stupid', 'smart')",5.1832309,5.4078088,0.2245779
48,0.34603605,0.28791118,"('unintelligent', 'intelligent')",0.346036,0.2879112,-0.0581248
49,0.0047223344,0.16988139,"('unable', 'able')",0.0047223,0.1698814,0.1651591
50,-0.20841159,-0.22702664,"('clumsy', 'skillful')",-0.2084116,-0.2270266,-0.018615
51,0.2956824,0.2773694,"('uneducated', 'educated')",0.2956824,0.2773694,-0.018313
52,0.052905418,-0.10150801,"('irrational', 'rational')",0.0529054,-0.101508,-0.1544134
53,0.13224597,0.06823729,"('uncreative', 'creative')",0.132246,0.0682373,-0.0640087
54,1.2405498,1.3224483,"('incapable', 'capable')",1.2405498,1.3224483,0.0818985
55,0.37863663,0.4939389,"('incompetent', 'clever')",0.3786366,0.4939389,0.1153023
56,0.85273904,0.78251344,"('impractical', 'practical')",0.852739,0.7825134,-0.0702256
57,-2.7598758,-2.7692978,"('unimaginative', 'imaginative')",-2.7598758,-2.7692978,-0.009422
58,-0.137893,-0.19282842,"('undiscriminating', 'discriminating')",-0.137893,-0.1928284,-0.0549354
59,0.5565782,0.5091959,"('foolish', 'wise')",0.5565782,0.5091959,-0.0473823
60,0.27943778,0.49393678,"('inefficient', 'efficient')",0.2794378,0.4939368,0.214499
61,0.20701489,0.025155827,"('illogical', 'logical')",0.2070149,0.0251558,-0.1818591
62,0.9801795,1.1582891,"('incompetent', 'brilliant')",0.9801795,1.1582891,0.1781096
63,0.309435,0.33134153,"('unperceptive', 'insightful')",0.309435,0.3313415,0.0219065
64,-6.346692,-6.175971,"('shy', 'confident')",-6.3466921,-6.175971,0.1707211
65,-0.27328295,-0.13849062,"('insecure', 'secure')",-0.2732829,-0.1384906,0.1347923
66,0.09241518,0.0139551535,"('inactive', 'active')",0.0924152,0.0139552,-0.07846
67,-0.18932068,-0.17885596,"('doubtful', 'determined')",-0.1893207,-0.178856,0.0104647
68,-0.9128321,-0.8285124,"('dependent', 'independent')",-0.9128321,-0.8285124,0.0843197
69,-1.7150265,-1.7903483,"('lazy', 'industrious')",-1.7150265,-1.7903483,-0.0753218
70,0.7539267,0.857266,"('lethargic', 'energetic')",0.7539267,0.857266,0.1033393
71,0.8785688,0.7335124,"('diffident', 'self-confident')",0.8785688,0.7335124,-0.1450564
72,0.28250247,0.4797154,"('unambitious', 'ambitious')",0.2825025,0.4797154,0.1972129
73,-2.9212055,-2.8771732,"('helpless', 'self-reliant')",-2.9212055,-2.8771732,0.0440323
74,0.2780232,0.095245555,"('undedicated', 'dedicated')",0.2780232,0.0952456,-0.1827776
75,-0.7383761,-0.5858204,"('meek', 'impulsive')",-0.7383761,-0.5858204,0.1525557
76,0.35970592,0.38685364,"('anxious', 'daring')",0.3597059,0.3868536,0.0271477
77,-1.545055,-1.3480947,"('unmotivated', 'motivated')",-1.545055,-1.3480947,0.1969603
78,-0.593624,-0.68923783,"('nonresilient', 'resilient')",-0.593624,-0.6892378,-0.0956138
79,0.1258522,0.057597693,"('wavering', 'unwavering')",0.1258522,0.0575977,-0.0682545
80,-0.43266582,-0.41973305,"('dominated', 'dominating')",-0.4326658,-0.419733,0.0129328
