,plane_male,plane_female,tuple,average_male,average_female,female-male
0,-0.08778819,-0.17985564,"('unsociable', 'sociable')",-0.0877882,-0.1798556,-0.0920674
1,1.3833966,1.3437711,"('unfriendly', 'friendly')",1.3833966,1.3437711,-0.0396255
2,0.23846577,0.29871917,"('unlikable', 'likable')",0.2384658,0.2987192,0.0602534
3,0.69549346,0.757713,"('repellent', 'pleasant')",0.6954935,0.757713,0.0622195
4,-6.9869084,-7.0987153,"('disliked', 'liked')",-6.9869084,-7.0987153,-0.1118069
5,-0.42777655,-0.40593034,"('distant', 'outgoing')",-0.4277765,-0.4059303,0.0218462
6,0.08350391,0.077086374,"('distant', 'open')",0.0835039,0.0770864,-0.0064175
7,0.9291433,0.97323847,"('insensitive', 'sensitive')",0.9291433,0.9732385,0.0440952
8,1.1800696,1.1174337,"('unaffectionate', 'affectionate')",1.1800696,1.1174337,-0.0626359
9,1.5673655,1.5367329,"('unaffectionate', 'caring')",1.5673655,1.5367329,-0.0306326
10,1.0977684,1.0805428,"('unsympathetic', 'sympathetic')",1.0977684,1.0805428,-0.0172256
11,1.543667,1.5468533,"('unhelpful', 'helpful')",1.543667,1.5468533,0.0031863
12,-1.5897646,-1.6686165,"('unsupportive', 'supportive')",-1.5897646,-1.6686165,-0.0788519
13,-0.16470405,-0.19117424,"('impolite', 'polite')",-0.1647041,-0.1911742,-0.0264701
14,0.042453513,0.004045184,"('antisocial', 'social')",0.0424535,0.0040452,-0.0384083
15,0.25196037,0.1705973,"('boring', 'funny')",0.2519604,0.1705973,-0.0813631
16,-0.27641952,-0.23279513,"('unpopular', 'popular')",-0.2764195,-0.2327951,0.0436244
17,-0.18699041,-0.15404335,"('nasty', 'nice')",-0.1869904,-0.1540433,0.0329471
18,-0.21394709,-0.25833625,"('disagreeable', 'welcoming')",-0.2139471,-0.2583362,-0.0443891
19,-0.39596954,-0.43086356,"('inhospitable', 'hospitable')",-0.3959695,-0.4308636,-0.0348941
20,0.8676758,0.8487986,"('rough', 'thoughtful')",0.8676758,0.8487986,-0.0188772
21,-0.16182955,-0.15827017,"('immoral', 'moral')",-0.1618295,-0.1582702,0.0035593
22,-0.5270102,-0.5405475,"('untrustworthy', 'trustworthy')",-0.5270102,-0.5405475,-0.0135373
23,6.2535224,6.2572713,"('insincere', 'sincere')",6.2535224,6.2572713,0.0037489
24,1.5679657,1.446576,"('dishonest', 'honest')",1.5679657,1.446576,-0.1213897
25,1.0079498,0.95906353,"('egoistic', 'altruistic')",1.0079498,0.9590635,-0.0488863
26,0.9028287,0.8575402,"('hardhearted', 'benevolent')",0.9028287,0.8575402,-0.0452885
27,1.6793348,1.542701,"('hardhearted', 'softhearted')",1.6793348,1.542701,-0.1366338
28,1.2299781,1.1611902,"('disloyal', 'loyal')",1.2299781,1.1611902,-0.0687879
29,-0.4823969,-0.5600287,"('unfair', 'fair')",-0.4823969,-0.5600287,-0.0776318
30,1.0563661,0.9924144,"('intolerant', 'tolerant')",1.0563661,0.9924144,-0.0639517
31,-1.1890966,-1.1400244,"('evil', 'good')",-1.1890966,-1.1400244,0.0490722
32,0.93971056,0.88308567,"('unkind', 'kind')",0.9397106,0.8830857,-0.0566249
33,-0.42147797,-0.47615635,"('wrong', 'right')",-0.421478,-0.4761564,-0.0546784
34,4.5018044,4.5801797,"('mean', 'honorable')",4.5018044,4.5801797,0.0783753
35,-0.5832736,-0.798649,"('corrupt', 'incorrupt')",-0.5832736,-0.798649,-0.2153754
36,-0.5101277,-0.60371405,"('hostile', 'amicable')",-0.5101277,-0.603714,-0.0935863
