,smoke_male,smoke_female,tuple,average_male,average_female,female-male
0,0.59559906,0.44373018,"('unsociable', 'sociable')",0.5955991,0.4437302,-0.1518689
1,0.91568124,0.939213,"('unfriendly', 'friendly')",0.9156812,0.939213,0.0235318
2,-0.09427282,0.066073254,"('unlikable', 'likable')",-0.0942728,0.0660733,0.1603461
3,0.95741415,1.1142373,"('repellent', 'pleasant')",0.9574142,1.1142373,0.1568231
4,-6.8627644,-7.124678,"('disliked', 'liked')",-6.8627644,-7.1246781,-0.2619137
5,-0.9745323,-0.91254836,"('distant', 'outgoing')",-0.9745323,-0.9125484,0.0619839
6,-0.46989274,-0.5280448,"('distant', 'open')",-0.4698927,-0.5280448,-0.0581521
7,1.6802409,1.6876255,"('insensitive', 'sensitive')",1.6802409,1.6876255,0.0073846
8,0.7596215,0.69241625,"('unaffectionate', 'affectionate')",0.7596215,0.6924163,-0.0672052
9,1.1790664,1.1981795,"('unaffectionate', 'caring')",1.1790664,1.1981795,0.0191131
10,1.4303231,1.488368,"('unsympathetic', 'sympathetic')",1.4303231,1.488368,0.0580449
11,1.7145298,1.8231145,"('unhelpful', 'helpful')",1.7145298,1.8231145,0.1085847
12,-1.307576,-1.2747229,"('unsupportive', 'supportive')",-1.3075759,-1.2747229,0.032853
13,0.13704199,0.3156953,"('impolite', 'polite')",0.137042,0.3156953,0.1786533
14,0.5748387,0.55748016,"('antisocial', 'social')",0.5748387,0.5574802,-0.0173585
15,0.38007575,0.34843606,"('boring', 'funny')",0.3800758,0.3484361,-0.0316397
16,-0.8497464,-0.9051889,"('unpopular', 'popular')",-0.8497464,-0.9051889,-0.0554425
17,-0.16217726,-0.10033523,"('nasty', 'nice')",-0.1621773,-0.1003352,0.0618421
18,-0.73538315,-0.56087863,"('disagreeable', 'welcoming')",-0.7353832,-0.5608786,0.1745046
19,-0.96302474,-0.9056148,"('inhospitable', 'hospitable')",-0.9630247,-0.9056148,0.0574099
20,0.49964213,0.46764672,"('rough', 'thoughtful')",0.4996421,0.4676467,-0.0319954
21,0.11802597,0.3819497,"('immoral', 'moral')",0.118026,0.3819497,0.2639237
22,0.058469437,0.08879203,"('untrustworthy', 'trustworthy')",0.0584694,0.088792,0.0303226
23,5.8563743,6.15307,"('insincere', 'sincere')",5.8563743,6.15307,0.2966957
24,1.4303204,1.4787377,"('dishonest', 'honest')",1.4303204,1.4787377,0.0484173
25,0.44880757,0.49561298,"('egoistic', 'altruistic')",0.4488076,0.495613,0.0468054
26,1.3691925,1.0991019,"('hardhearted', 'benevolent')",1.3691925,1.0991019,-0.2700906
27,1.791509,1.5993197,"('hardhearted', 'softhearted')",1.791509,1.5993197,-0.1921893
28,1.2607784,1.1193943,"('disloyal', 'loyal')",1.2607784,1.1193943,-0.1413841
29,-0.55888736,-0.7110208,"('unfair', 'fair')",-0.5588874,-0.7110208,-0.1521334
30,0.88569397,1.0035665,"('intolerant', 'tolerant')",0.885694,1.0035665,0.1178725
31,-1.6077781,-1.7135453,"('evil', 'good')",-1.6077781,-1.7135453,-0.1057672
