,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-0.92961496,-0.99514973,"('unsociable', 'sociable')",-0.4862989,-0.55049384,-0.04930312,-0.21271476,-0.4884057,-0.5861195,-0.0977138
1,0.17904949,0.1837998,"('unfriendly', 'friendly')",1.2950621,1.245928,1.8218317,1.7754601,1.0986478,1.0683959,-0.0302519
2,0.57228637,0.6504548,"('unlikable', 'likable')",0.7458451,0.81936795,0.5346122,0.6938515,0.6175812,0.7212248,0.1036436
3,-1.0584595,-1.0122799,"('repellent', 'pleasant')",-0.9608633,-0.9175006,0.6040521,0.6490224,-0.4717569,-0.4269194,0.0448375
4,-0.70131606,-0.8422083,"('disliked', 'liked')",0.55070233,0.36834106,-7.339456,-7.4398174,-2.49669,-2.6378949,-0.1412049
5,-0.3204643,-0.26273698,"('distant', 'outgoing')",1.1397656,1.1200613,-0.632986,-0.5126203,0.0621051,0.1149013,0.0527962
6,-0.63304406,-0.51972353,"('distant', 'open')",0.6695041,0.6356038,-0.13521838,-0.015604481,-0.0329194,0.0334253,0.0663447
7,-0.10065697,-0.07495077,"('insensitive', 'sensitive')",-0.92584217,-0.83818066,0.2334943,0.25739244,-0.264335,-0.2185796,0.0457554
8,0.39046115,0.49305642,"('unaffectionate', 'affectionate')",0.90208226,0.95414984,0.70395446,0.6711931,0.6654993,0.7061331,0.0406338
9,0.6996736,0.6882376,"('unaffectionate', 'caring')",1.0329963,1.0607504,1.0878738,1.0756755,0.9401813,0.9415545,0.0013732
10,-0.81967425,-0.8629797,"('unsympathetic', 'sympathetic')",-1.3989986,-1.3741531,-0.09446785,-0.11742435,-0.7710469,-0.7848523,-0.0138054
11,0.38815728,0.37513864,"('unhelpful', 'helpful')",-0.06401522,-0.011387598,1.8928784,1.9494737,0.7390068,0.7710749,0.0320681
12,0.18107739,0.3428269,"('unsupportive', 'supportive')",-0.19852813,-0.034690686,-2.2388659,-2.225349,-0.7521056,-0.6390709,0.1130347
13,-0.13730763,-0.15899956,"('impolite', 'polite')",-0.6760395,-0.63887846,-0.24578908,-0.30422062,-0.3530454,-0.3673662,-0.0143208
14,-0.19835475,-0.4568047,"('antisocial', 'social')",-0.35204452,-0.5417961,0.23005208,0.0912692,-0.1067824,-0.3024439,-0.1956615
15,0.48416445,0.34385854,"('boring', 'funny')",1.1237632,0.9536566,0.2783665,0.27033988,0.6287647,0.5226183,-0.1061464
16,-0.1015964,-0.115979835,"('unpopular', 'popular')",-0.16084762,-0.10807745,0.5023798,0.43650803,0.0799786,0.0708169,-0.0091617
17,-0.72003,-0.6057116,"('nasty', 'nice')",-0.5265653,-0.45958278,-0.3916971,-0.323375,-0.5460975,-0.4628898,0.0832077
18,-0.45363724,-0.1861635,"('disagreeable', 'welcoming')",-0.5078994,-0.38393986,-0.9430838,-0.9310979,-0.6348735,-0.5004004,0.1344731
19,0.5844316,0.73577005,"('inhospitable', 'hospitable')",0.3683821,0.43293417,-0.39722276,-0.22046685,0.185197,0.3160791,0.1308821
20,0.0620315,0.19524232,"('rough', 'thoughtful')",-0.13660471,-0.06651182,1.0520196,1.0808672,0.3258155,0.4031992,0.0773837
21,-0.14702782,-0.26240912,"('immoral', 'moral')",-0.4374162,-0.52695084,-0.98245627,-0.9218939,-0.5223001,-0.570418,-0.0481179
22,-0.5548235,-0.6023001,"('untrustworthy', 'trustworthy')",-0.63119406,-0.7647421,-0.5432731,-0.6208849,-0.5764302,-0.6626424,-0.0862122
23,-0.077993855,-0.028982775,"('insincere', 'sincere')",-0.39603484,-0.3720014,6.0718393,6.0083947,1.8659369,1.8691368,0.0031999
24,1.0910848,1.123158,"('dishonest', 'honest')",0.51809216,0.54851514,1.0543864,0.98149914,0.8878544,0.8843908,-0.0034636
25,-0.4564966,-0.3491864,"('egoistic', 'altruistic')",0.62415594,0.73976415,1.255009,1.2406354,0.4742228,0.5437377,0.0695149
26,0.9685356,0.8346097,"('hardhearted', 'benevolent')",1.8754841,1.7791005,1.9057373,1.8145881,1.5832523,1.4760993,-0.107153
27,-0.8661295,-0.60232455,"('hardhearted', 'softhearted')",-0.38072893,-0.22543852,0.8397799,0.7546349,-0.1356929,-0.0243761,0.1113168
28,-0.20080625,-0.3986088,"('disloyal', 'loyal')",0.21459918,0.050577506,1.4275473,1.2998097,0.4804467,0.3172595,-0.1631872
29,0.11738609,0.08828117,"('unfair', 'fair')",0.7263771,0.64284253,-0.55483776,-0.6552664,0.0963085,0.0252858,-0.0710227
30,-0.44338828,-0.49499616,"('intolerant', 'tolerant')",-0.29426065,-0.3607839,0.1970901,0.24734819,-0.1801863,-0.2028106,-0.0226243
31,-1.0905657,-0.895656,"('evil', 'good')",0.35045487,0.4364003,-0.85028267,-0.80114293,-0.5301312,-0.4201329,0.1099983
32,0.4879556,0.44356942,"('unkind', 'kind')",0.19089828,0.19467396,1.2165956,1.0060587,0.6318165,0.5481007,-0.0837158
33,0.953996,0.8655278,"('wrong', 'right')",1.0899968,1.0226218,-0.5298776,-0.5902696,0.504705,0.4326266,-0.0720784
34,-0.7625295,-0.35989577,"('mean', 'honorable')",-0.4454264,-0.23084772,5.39202,5.645466,1.3946881,1.6849074,0.2902193
35,0.81409353,0.61829174,"('corrupt', 'incorrupt')",0.6024451,0.4921467,-0.32130423,-0.42902505,0.3650782,0.2271378,-0.1379404
36,-0.70473814,-0.8121575,"('hostile', 'amicable')",-0.09731802,-0.2057026,-0.0596547,-0.15430777,-0.287237,-0.3907226,-0.1034856
