,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,-0.058080375,0.11702659,"('unsociable', 'sociable')",-0.0580804,0.1170266,0.175107
1,0.43350327,0.22016701,"('unfriendly', 'friendly')",0.4335033,0.220167,-0.2133363
2,-0.6107764,-0.35856396,"('unlikable', 'likable')",-0.6107764,-0.358564,0.2522124
3,-0.4124646,-0.20098153,"('repellent', 'pleasant')",-0.4124646,-0.2009815,0.2114831
4,-2.9353967,-3.0549808,"('disliked', 'liked')",-2.9353967,-3.0549808,-0.1195841
5,-0.9385663,-1.1570835,"('distant', 'outgoing')",-0.9385663,-1.1570835,-0.2185172
6,-0.7513879,-1.0139568,"('distant', 'open')",-0.7513879,-1.0139568,-0.2625689
7,0.75339013,0.76871145,"('insensitive', 'sensitive')",0.7533901,0.7687114,0.0153213
8,0.5265719,0.37957382,"('unaffectionate', 'affectionate')",0.5265719,0.3795738,-0.1469981
9,0.6631852,0.6550648,"('unaffectionate', 'caring')",0.6631852,0.6550648,-0.0081204
10,0.3089299,0.439385,"('unsympathetic', 'sympathetic')",0.3089299,0.439385,0.1304551
11,1.1226741,1.5335283,"('unhelpful', 'helpful')",1.1226741,1.5335283,0.4108542
12,-0.26241297,-0.093418315,"('unsupportive', 'supportive')",-0.262413,-0.0934183,0.1689947
13,0.42900547,0.6498792,"('impolite', 'polite')",0.4290055,0.6498792,0.2208737
14,-0.25146914,-0.02043536,"('antisocial', 'social')",-0.2514691,-0.0204354,0.2310337
15,0.65612555,0.6241601,"('boring', 'funny')",0.6561255,0.6241601,-0.0319654
16,-0.46152535,-0.6669096,"('unpopular', 'popular')",-0.4615254,-0.6669096,-0.2053842
17,-0.644976,-0.65094197,"('nasty', 'nice')",-0.644976,-0.650942,-0.005966
18,-0.7457215,-0.6801953,"('disagreeable', 'welcoming')",-0.7457215,-0.6801953,0.0655262
19,-0.32075158,-0.31424046,"('inhospitable', 'hospitable')",-0.3207516,-0.3142405,0.0065111
20,0.15447277,0.18173057,"('rough', 'thoughtful')",0.1544728,0.1817306,0.0272578
21,-0.56929636,-0.31797028,"('immoral', 'moral')",-0.5692964,-0.3179703,0.2513261
22,0.5418197,0.5709936,"('untrustworthy', 'trustworthy')",0.5418197,0.5709936,0.0291739
23,2.8713622,3.082364,"('insincere', 'sincere')",2.8713622,3.0823641,0.2110019
24,1.0807129,1.0648278,"('dishonest', 'honest')",1.0807129,1.0648278,-0.0158851
25,0.11164488,-0.046390746,"('egoistic', 'altruistic')",0.1116449,-0.0463907,-0.1580356
26,0.8121747,0.55254805,"('hardhearted', 'benevolent')",0.8121747,0.5525481,-0.2596266
27,0.4373743,0.279897,"('hardhearted', 'softhearted')",0.4373743,0.279897,-0.1574773
28,1.224403,1.2611276,"('disloyal', 'loyal')",1.224403,1.2611276,0.0367246
29,-0.22510274,-0.31999397,"('unfair', 'fair')",-0.2251027,-0.319994,-0.0948913
30,0.08505539,0.4775421,"('intolerant', 'tolerant')",0.0850554,0.4775421,0.3924867
31,-0.8279879,-1.1024864,"('evil', 'good')",-0.8279879,-1.1024864,-0.2744985
32,0.6556262,0.6053098,"('unkind', 'kind')",0.6556262,0.6053098,-0.0503164
33,0.0064061694,-0.13021038,"('wrong', 'right')",0.0064062,-0.1302104,-0.1366166
34,1.8927569,1.973624,"('mean', 'honorable')",1.8927569,1.973624,0.0808671
35,0.11032171,-0.35858858,"('corrupt', 'incorrupt')",0.1103217,-0.3585886,-0.4689103
36,-0.30027264,-0.7319503,"('hostile', 'amicable')",-0.3002726,-0.7319503,-0.4316777
37,0.71858895,0.70049673,"('fake', 'genuine')",0.7185889,0.7004967,-0.0180922
38,0.18777142,0.2120688,"('untruthful', 'truthful')",0.1877714,0.2120688,0.0242974
39,0.53168964,0.6755736,"('exploitative', 'cooperative')",0.5316896,0.6755736,0.143884
40,-0.7172027,-0.83492917,"('stingy', 'generous')",-0.7172027,-0.8349292,-0.1177265
41,0.3768678,0.48729008,"('unforgiving', 'forgiving')",0.3768678,0.4872901,0.1104223
42,-1.079677,-0.7662039,"('unreliable', 'reliable')",-1.079677,-0.7662039,0.3134731
43,0.20858191,0.530444,"('irresponsible', 'responsible')",0.2085819,0.530444,0.3218621
44,-1.4863234,-1.4760547,"('prejudiced', 'unprejudiced')",-1.4863234,-1.4760547,0.0102687
45,0.6872739,0.75863194,"('incompetent', 'competent')",0.6872739,0.7586319,0.071358
46,-0.26519006,-0.002624441,"('uncompetitive', 'competitive')",-0.2651901,-0.0026244,0.2625657
47,1.981878,2.1237133,"('stupid', 'smart')",1.981878,2.1237133,0.1418353
48,-0.04461476,0.14410537,"('unintelligent', 'intelligent')",-0.0446148,0.1441054,0.1887202
49,-0.13011257,-0.0037259832,"('unable', 'able')",-0.1301126,-0.003726,0.1263866
50,-0.5409114,-0.5588513,"('clumsy', 'skillful')",-0.5409114,-0.5588513,-0.0179399
