,boat_male,boat_female,tuple,average_male,average_female,female-male
0,0.41064644,0.2869351,"('unsociable', 'sociable')",0.4106464,0.2869351,-0.1237113
1,1.5438235,1.4013317,"('unfriendly', 'friendly')",1.5438235,1.4013317,-0.1424918
2,0.6655075,0.73728734,"('unlikable', 'likable')",0.6655075,0.7372873,0.0717798
3,0.29649475,0.36802822,"('repellent', 'pleasant')",0.2964948,0.3680282,0.0715334
4,-6.599777,-6.7965293,"('disliked', 'liked')",-6.5997772,-6.7965293,-0.1967521
5,0.20277552,0.19188616,"('distant', 'outgoing')",0.2027755,0.1918862,-0.0108893
6,0.53683954,0.51451766,"('distant', 'open')",0.5368395,0.5145177,-0.0223218
7,0.3815951,0.40731335,"('insensitive', 'sensitive')",0.3815951,0.4073133,0.0257182
8,1.241489,1.1299025,"('unaffectionate', 'affectionate')",1.2414891,1.1299025,-0.1115866
9,2.1672158,2.105802,"('unaffectionate', 'caring')",2.1672158,2.1058021,-0.0614137
10,0.52949244,0.56789154,"('unsympathetic', 'sympathetic')",0.5294924,0.5678915,0.0383991
11,2.2024152,2.243019,"('unhelpful', 'helpful')",2.2024152,2.2430191,0.0406039
12,-1.2550488,-1.36226,"('unsupportive', 'supportive')",-1.2550488,-1.36226,-0.1072112
13,0.142992,0.11873987,"('impolite', 'polite')",0.142992,0.1187399,-0.0242521
14,0.18946595,0.15394045,"('antisocial', 'social')",0.189466,0.1539405,-0.0355255
15,0.74459064,0.60807353,"('boring', 'funny')",0.7445906,0.6080735,-0.1365171
16,0.105023235,0.068012536,"('unpopular', 'popular')",0.1050232,0.0680125,-0.0370107
17,0.3298257,0.28181848,"('nasty', 'nice')",0.3298257,0.2818185,-0.0480072
18,-0.65141803,-0.7119597,"('disagreeable', 'welcoming')",-0.651418,-0.7119597,-0.0605417
19,-0.56202906,-0.4842918,"('inhospitable', 'hospitable')",-0.5620291,-0.4842918,0.0777373
