,live_male,live_female,tuple,nation_male,nation_female,entertainment_male,entertainment_female,inc_male,inc_female,average_male,average_female,female-male
0,0.43335003,0.26757905,"('unsociable', 'sociable')",0.13780086,0.009914819,1.048179,0.7585668,-0.62554127,-0.8379242,0.2484472,0.0495341,-0.1989131
1,0.81409687,0.82281554,"('unfriendly', 'friendly')",-0.7386218,-0.5901973,0.26149845,0.26050764,1.672741,1.4524237,0.5024287,0.4863874,-0.0160413
2,0.68769133,0.81496197,"('unlikable', 'likable')",-0.010824397,0.1708746,1.0387962,1.192414,0.98653203,1.1497409,0.6755488,0.8319979,0.1564491
3,-0.6056365,-0.5484318,"('repellent', 'pleasant')",-0.55199325,-0.41030926,0.2079164,0.31327543,0.08118469,0.16864137,-0.2171322,-0.1192061,0.0979261
4,-0.04235404,-0.057169408,"('disliked', 'liked')",-0.3014824,-0.2884022,-0.45807076,-0.40507585,-5.649162,-5.647525,-1.6127672,-1.5995431,0.0132241
5,0.54635805,0.74473864,"('distant', 'outgoing')",0.7881768,0.85041595,-0.035989996,0.07435386,0.06842296,0.117827974,0.3417419,0.4468341,0.1050922
6,0.5652537,0.75569344,"('distant', 'open')",-0.07007413,0.068679884,-0.8466784,-0.7298036,0.5138624,0.5338125,0.0405909,0.1570956,0.1165047
7,0.5087989,0.48483452,"('insensitive', 'sensitive')",-0.46851897,-0.34520876,0.13437277,0.13962635,0.22368185,0.13368644,0.0995836,0.1032346,0.003651
8,0.018508716,0.13023223,"('unaffectionate', 'affectionate')",-0.72736603,-0.54732025,-0.20036148,-0.11482568,0.06241994,0.022606976,-0.2116997,-0.1273267,0.084373
9,0.8877163,0.9804312,"('unaffectionate', 'caring')",-0.8712079,-0.7051101,0.45389712,0.448479,0.66609776,0.64016837,0.2841258,0.3409921,0.0568663
10,-1.1308997,-1.2563856,"('unsympathetic', 'sympathetic')",-1.6561832,-1.5159261,-0.62850577,-0.57991225,-0.9132324,-0.99682146,-1.0822053,-1.0872613,-0.005056
11,0.19860035,0.21997252,"('unhelpful', 'helpful')",0.19700462,0.22645712,0.89966565,0.88856196,1.573972,1.5834018,0.7173107,0.7295983,0.0122876
