,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
74,0.1918075,0.07332299,"('undedicated', 'dedicated')",0.1918075,0.073323,-0.1184845
75,-1.0870463,-0.9893069,"('meek', 'impulsive')",-1.0870463,-0.9893069,0.0977394
76,-0.35228154,-0.4733832,"('anxious', 'daring')",-0.3522815,-0.4733832,-0.1211017
77,-1.5810269,-1.3773309,"('unmotivated', 'motivated')",-1.5810269,-1.3773309,0.203696
78,-0.67016083,-0.57946634,"('nonresilient', 'resilient')",-0.6701608,-0.5794663,0.0906945
79,-0.46615213,-0.42139503,"('wavering', 'unwavering')",-0.4661521,-0.421395,0.0447571
80,-0.12599202,-0.22075568,"('dominated', 'dominating')",-0.125992,-0.2207557,-0.0947637
81,-0.4285061,-0.51611936,"('submissive', 'aggressive')",-0.4285061,-0.5161194,-0.0876133
82,6.4506803,6.6231985,"('poor', 'rich')",6.4506803,6.6231985,0.1725182
83,-0.5049967,-0.48375893,"('powerless', 'powerful')",-0.5049967,-0.4837589,0.0212378
84,0.040157393,0.03519716,"('inferior', 'superior')",0.0401574,0.0351972,-0.0049602
85,-0.6788944,-0.7834276,"('insignificant', 'prestigious')",-0.6788944,-0.7834276,-0.1045332
86,0.46933767,0.38252634,"('uninfluential', 'influential')",0.4693377,0.3825263,-0.0868114
87,0.36435744,0.46427932,"('unsuccessful', 'successful')",0.3643574,0.4642793,0.0999219
88,0.13755523,0.17503786,"('low', 'eminent')",0.1375552,0.1750379,0.0374827
