,procurement_male,procurement_female,tuple,average_male,average_female,female-male
66,0.021460362,-0.16291696,"('inactive', 'active')",0.0214604,-0.162917,-0.1843774
67,-0.4981815,-0.4638972,"('doubtful', 'determined')",-0.4981815,-0.4638972,0.0342843
68,-1.2889829,-1.0709879,"('dependent', 'independent')",-1.2889829,-1.0709879,0.217995
69,-1.6132705,-1.7759533,"('lazy', 'industrious')",-1.6132705,-1.7759533,-0.1626828
70,0.9536246,1.0827299,"('lethargic', 'energetic')",0.9536246,1.0827299,0.1291053
71,0.23755805,0.22844215,"('diffident', 'self-confident')",0.2375581,0.2284421,-0.009116
72,0.71016127,0.9320535,"('unambitious', 'ambitious')",0.7101613,0.9320535,0.2218922
73,-3.1792357,-3.050776,"('helpless', 'self-reliant')",-3.1792357,-3.050776,0.1284597
74,0.05088364,0.0010281131,"('undedicated', 'dedicated')",0.0508836,0.0010281,-0.0498555
75,-0.9887707,-0.9582348,"('meek', 'impulsive')",-0.9887707,-0.9582348,0.0305359
76,-0.124413975,0.089135386,"('anxious', 'daring')",-0.124414,0.0891354,0.2135494
77,-1.4230915,-1.2463807,"('unmotivated', 'motivated')",-1.4230915,-1.2463807,0.1767108
78,-1.1070822,-1.1218485,"('nonresilient', 'resilient')",-1.1070822,-1.1218485,-0.0147663
79,-0.08884986,-0.15516609,"('wavering', 'unwavering')",-0.0888499,-0.1551661,-0.0663162
80,-0.32008502,-0.3517511,"('dominated', 'dominating')",-0.320085,-0.3517511,-0.0316661
81,-0.79704076,-0.55093336,"('submissive', 'aggressive')",-0.7970408,-0.5509334,0.2461074
82,6.274072,6.503798,"('poor', 'rich')",6.2740722,6.503798,0.2297258
83,-0.61758983,-0.5302033,"('powerless', 'powerful')",-0.6175898,-0.5302033,0.0873865
84,0.7619081,0.72552526,"('inferior', 'superior')",0.7619081,0.7255253,-0.0363828
85,-0.28314522,-0.5029315,"('insignificant', 'prestigious')",-0.2831452,-0.5029315,-0.2197863
86,0.57444155,0.59087265,"('uninfluential', 'influential')",0.5744416,0.5908726,0.016431
87,-0.36417192,-0.22971869,"('unsuccessful', 'successful')",-0.3641719,-0.2297187,0.1344532
88,-0.055172656,-0.015968861,"('low', 'eminent')",-0.0551727,-0.0159689,0.0392038
