,procurement_male,procurement_female,tuple,average_male,average_female,female-male
0,0.0037024412,0.010947172,"('unsociable', 'sociable')",0.0037024,0.0109472,0.0072448
1,1.4226462,1.3702745,"('unfriendly', 'friendly')",1.4226462,1.3702745,-0.0523717
2,0.03832254,0.14725053,"('unlikable', 'likable')",0.0383225,0.1472505,0.108928
3,0.610616,0.8924722,"('repellent', 'pleasant')",0.610616,0.8924722,0.2818562
4,-7.1875305,-7.361046,"('disliked', 'liked')",-7.1875305,-7.3610458,-0.1735153
5,-0.37328833,-0.46655163,"('distant', 'outgoing')",-0.3732883,-0.4665516,-0.0932633
6,0.21560244,0.052788757,"('distant', 'open')",0.2156024,0.0527888,-0.1628136
7,1.1416878,1.2875644,"('insensitive', 'sensitive')",1.1416878,1.2875644,0.1458766
8,1.5080463,1.3481417,"('unaffectionate', 'affectionate')",1.5080463,1.3481417,-0.1599046
9,1.6892009,1.6344688,"('unaffectionate', 'caring')",1.6892009,1.6344688,-0.0547321
10,0.64955413,0.8042288,"('unsympathetic', 'sympathetic')",0.6495541,0.8042288,0.1546747
11,1.3107536,1.4280334,"('unhelpful', 'helpful')",1.3107536,1.4280334,0.1172798
12,-1.6687946,-1.6178794,"('unsupportive', 'supportive')",-1.6687946,-1.6178794,0.0509152
13,-0.517575,-0.33347398,"('impolite', 'polite')",-0.517575,-0.333474,0.184101
14,0.30600774,0.31897333,"('antisocial', 'social')",0.3060077,0.3189733,0.0129656
15,0.33300376,0.25713927,"('boring', 'funny')",0.3330038,0.2571393,-0.0758645
16,-0.8260286,-0.6995919,"('unpopular', 'popular')",-0.8260286,-0.6995919,0.1264367
17,-0.07276106,-0.05441608,"('nasty', 'nice')",-0.0727611,-0.0544161,0.018345
18,-0.7065809,-0.6066174,"('disagreeable', 'welcoming')",-0.7065809,-0.6066174,0.0999635
19,-0.5363015,-0.50283635,"('inhospitable', 'hospitable')",-0.5363015,-0.5028363,0.0334652
20,0.86328095,0.69194454,"('rough', 'thoughtful')",0.863281,0.6919445,-0.1713365
21,-0.3897607,-0.093385026,"('immoral', 'moral')",-0.3897607,-0.093385,0.2963757
22,-0.7550378,-0.610937,"('untrustworthy', 'trustworthy')",-0.7550378,-0.610937,0.1441008
23,6.205563,6.450234,"('insincere', 'sincere')",6.2055631,6.4502339,0.2446708
24,1.2141907,1.2172797,"('dishonest', 'honest')",1.2141907,1.2172797,0.003089
25,1.3913015,1.3361388,"('egoistic', 'altruistic')",1.3913015,1.3361388,-0.0551627
26,1.8270293,1.5261538,"('hardhearted', 'benevolent')",1.8270293,1.5261538,-0.3008755
27,1.7966604,1.6242317,"('hardhearted', 'softhearted')",1.7966604,1.6242317,-0.1724287
28,1.4608916,1.3043742,"('disloyal', 'loyal')",1.4608916,1.3043742,-0.1565174
29,-0.26785937,-0.44413382,"('unfair', 'fair')",-0.2678594,-0.4441338,-0.1762744
30,0.9421603,1.081854,"('intolerant', 'tolerant')",0.9421603,1.081854,0.1396937
31,-1.1427484,-1.1991204,"('evil', 'good')",-1.1427484,-1.1991204,-0.056372
32,1.024875,1.0110761,"('unkind', 'kind')",1.024875,1.0110761,-0.0137989
33,-0.22475526,-0.31963775,"('wrong', 'right')",-0.2247553,-0.3196377,-0.0948824
34,4.4221625,4.733253,"('mean', 'honorable')",4.4221625,4.733253,0.3110905
35,-0.8245435,-1.1883882,"('corrupt', 'incorrupt')",-0.8245435,-1.1883882,-0.3638447
36,-0.35845336,-0.5870707,"('hostile', 'amicable')",-0.3584534,-0.5870707,-0.2286173
37,0.6988191,0.70552564,"('fake', 'genuine')",0.6988191,0.7055256,0.0067065
38,-0.35908026,-0.27859688,"('untruthful', 'truthful')",-0.3590803,-0.2785969,0.0804834
39,-0.020982645,0.058016445,"('exploitative', 'cooperative')",-0.0209826,0.0580164,0.078999
40,-1.366141,-1.3892066,"('stingy', 'generous')",-1.366141,-1.3892066,-0.0230656
41,0.41115242,0.28861177,"('unforgiving', 'forgiving')",0.4111524,0.2886118,-0.1225406
42,-2.7875893,-2.6242278,"('unreliable', 'reliable')",-2.7875893,-2.6242278,0.1633615
43,0.8191926,0.9630841,"('irresponsible', 'responsible')",0.8191926,0.9630841,0.1438915
44,-1.374823,-1.4085407,"('prejudiced', 'unprejudiced')",-1.374823,-1.4085407,-0.0337177
45,0.2764625,0.18725726,"('incompetent', 'competent')",0.2764625,0.1872573,-0.0892052
46,-1.0434827,-0.92112195,"('uncompetitive', 'competitive')",-1.0434827,-0.921122,0.1223607
47,5.049442,5.2116594,"('stupid', 'smart')",5.0494418,5.2116594,0.1622176
48,0.2405961,0.3513427,"('unintelligent', 'intelligent')",0.2405961,0.3513427,0.1107466
49,-0.1559921,0.0069327652,"('unable', 'able')",-0.1559921,0.0069328,0.1629249
50,-0.58753717,-0.5004254,"('clumsy', 'skillful')",-0.5875372,-0.5004254,0.0871118
51,-0.12230495,0.075048044,"('uneducated', 'educated')",-0.122305,0.075048,0.197353
52,0.008100465,-0.22337972,"('irrational', 'rational')",0.0081005,-0.2233797,-0.2314802
53,0.46610686,0.38858214,"('uncreative', 'creative')",0.4661069,0.3885821,-0.0775248
54,1.0037001,1.0482767,"('incapable', 'capable')",1.0037001,1.0482767,0.0445766
55,0.5661531,0.806115,"('incompetent', 'clever')",0.5661531,0.806115,0.2399619
56,0.07538211,0.16922444,"('impractical', 'practical')",0.0753821,0.1692244,0.0938423
57,-2.1241887,-2.2006924,"('unimaginative', 'imaginative')",-2.1241887,-2.2006924,-0.0765037
58,0.6740926,0.60783315,"('undiscriminating', 'discriminating')",0.6740926,0.6078331,-0.0662595
59,-0.06443143,-0.05761741,"('foolish', 'wise')",-0.0644314,-0.0576174,0.006814
60,0.08364048,0.44069707,"('inefficient', 'efficient')",0.0836405,0.4406971,0.3570566
61,0.36747718,0.21500912,"('illogical', 'logical')",0.3674772,0.2150091,-0.1524681
62,0.17618795,0.46489292,"('incompetent', 'brilliant')",0.1761879,0.4648929,0.288705
63,-0.29970965,-0.091331735,"('unperceptive', 'insightful')",-0.2997096,-0.0913317,0.2083779
64,-6.8482924,-6.7030373,"('shy', 'confident')",-6.8482924,-6.7030373,0.1452551
65,-0.27337047,0.066665694,"('insecure', 'secure')",-0.2733705,0.0666657,0.3400362
