,baker_male,baker_female,tuple,hughes_male,hughes_female,co_male,co_female,average_male,average_female,female-male
0,0.6367304,0.1328507,"('unsociable', 'sociable')",-0.21350121,-0.32662705,-0.13201949,-0.3176597,0.0970699,-0.1704787,-0.2675486
1,-0.6649421,-0.75571537,"('unfriendly', 'friendly')",1.1839576,1.0793945,1.3965307,1.352602,0.6385154,0.5587604,-0.079755
2,0.012995996,0.07530764,"('unlikable', 'likable')",0.59345794,0.68541944,0.7789261,1.0099221,0.4617933,0.5902164,0.1284231
3,-0.05527109,-0.057114646,"('repellent', 'pleasant')",-1.0498772,-0.92534304,0.30663234,0.27710474,-0.266172,-0.2351177,0.0310543
4,0.34782577,0.30929446,"('disliked', 'liked')",0.8801179,0.7460097,-6.1795173,-6.0965815,-1.6505245,-1.6804258,-0.0299013
5,-1.0572882,-0.8889197,"('distant', 'outgoing')",0.3186748,0.22757874,-0.72964066,-0.54921025,-0.489418,-0.4035171,0.0859009
6,-1.3649865,-1.0857716,"('distant', 'open')",0.1870137,0.1781701,-0.55462044,-0.39019907,-0.5775311,-0.4326002,0.1449309
7,0.7589441,0.5555285,"('insensitive', 'sensitive')",-0.24455473,-0.14963858,0.29319334,0.18831892,0.2691942,0.1980696,-0.0711246
8,-0.8239568,-0.66674894,"('unaffectionate', 'affectionate')",1.4536643,1.3953776,0.6667602,0.5895706,0.4321559,0.4393998,0.0072439
9,0.6604997,0.66745883,"('unaffectionate', 'caring')",2.0307276,1.9357108,1.2921878,1.1920265,1.327805,1.2650654,-0.0627396
10,0.36102727,0.033484444,"('unsympathetic', 'sympathetic')",-0.63133866,-0.60915846,0.34641033,0.040088765,0.0253663,-0.1785284,-0.2038947
11,0.25789818,-0.055694796,"('unhelpful', 'helpful')",-0.20895605,-0.2255931,2.1471329,1.9600608,0.732025,0.559591,-0.172434
12,0.77109057,0.61963785,"('unsupportive', 'supportive')",0.9578662,0.96480334,-1.6485808,-1.6125116,0.026792,-0.0093568,-0.0361488
13,0.36330473,0.11364265,"('impolite', 'polite')",-0.92623806,-1.0013814,-0.18088105,-0.27320766,-0.2479381,-0.3869821,-0.139044
14,0.3335224,-0.11416422,"('antisocial', 'social')",-0.07715121,-0.25035146,0.16052808,0.009645717,0.1389664,-0.11829,-0.2572564
15,0.20471302,0.18895578,"('boring', 'funny')",0.022648234,-0.1929223,0.58473915,0.6574554,0.2707001,0.2178296,-0.0528705
16,-0.70639914,-0.5935629,"('unpopular', 'popular')",-0.59718895,-0.5376606,-0.21454176,-0.22559562,-0.5060433,-0.452273,0.0537703
17,0.70864207,0.66204035,"('nasty', 'nice')",-0.29633084,-0.35046616,-0.3008229,-0.2350823,0.0371628,0.0254973,-0.0116655
18,-1.4180701,-1.1308132,"('disagreeable', 'welcoming')",-0.18356796,-0.10538259,-1.3837367,-1.3058971,-0.995125,-0.8473643,0.1477607
19,0.09867806,0.26252115,"('inhospitable', 'hospitable')",0.8309223,0.80433196,-0.34518903,-0.29589558,0.1948038,0.2569858,0.062182
20,0.18099478,0.18132609,"('rough', 'thoughtful')",-0.27726713,-0.20187838,0.41190058,0.43442813,0.1052094,0.1379586,0.0327492
21,0.5634688,0.3672948,"('immoral', 'moral')",-0.79888403,-0.7742582,-1.0954616,-1.0663385,-0.4436256,-0.4911006,-0.047475
22,-0.7858508,-0.9148272,"('untrustworthy', 'trustworthy')",-1.0071616,-1.0535505,-0.93001866,-0.94695306,-0.907677,-0.971777,-0.0641
23,0.49088728,0.2703206,"('insincere', 'sincere')",-0.54170054,-0.48555756,5.454237,5.2051783,1.8011413,1.6633137,-0.1378276
24,-0.52223086,-0.44829613,"('dishonest', 'honest')",-0.44233656,-0.4224337,0.7629931,0.72024035,-0.0671914,-0.0501631,0.0170283
25,-0.20988362,0.12003754,"('egoistic', 'altruistic')",1.2046028,1.2153685,0.9139396,0.97523665,0.6362196,0.7702142,0.1339946
26,-0.17187628,-0.27904433,"('hardhearted', 'benevolent')",1.9264871,1.7332098,2.1773705,2.0091996,1.3106604,1.154455,-0.1562054
27,-0.5481494,-0.32925543,"('hardhearted', 'softhearted')",0.124840125,0.20131445,0.5446517,0.5642555,0.0404475,0.1454382,0.1049907
28,0.45190695,0.2260509,"('disloyal', 'loyal')",0.59842914,0.47763065,1.0896173,0.83232737,0.7133178,0.5120029,-0.2013149
29,-0.62332755,-0.57297575,"('unfair', 'fair')",-0.30343994,-0.34844196,-1.0618974,-1.086078,-0.6628883,-0.6691653,-0.006277
30,0.7881453,0.64537597,"('intolerant', 'tolerant')",0.045580603,-0.05635106,0.2874325,0.35100606,0.3737195,0.3133436,-0.0603759
31,-1.854164,-1.4384695,"('evil', 'good')",0.5831753,0.6165617,-1.2805604,-1.0835948,-0.8505163,-0.6351675,0.2153488
32,0.33081436,0.10997507,"('unkind', 'kind')",0.16050151,0.17452271,1.103996,0.8133774,0.5317706,0.3659584,-0.1658122
33,-0.17123231,-0.020271204,"('wrong', 'right')",1.8234199,1.6918837,-0.64407533,-0.40993145,0.3360374,0.4205604,0.084523
34,-0.96325266,-0.86155236,"('mean', 'honorable')",-0.3721233,-0.21936469,4.5968475,4.6420527,1.0871572,1.1870453,0.0998881
35,-0.063342854,0.2480827,"('corrupt', 'incorrupt')",0.48013303,0.35829353,-0.86944586,-0.8221845,-0.1508852,-0.0719361,0.0789491
36,-0.7314222,-0.44909585,"('hostile', 'amicable')",0.628458,0.5356126,-0.25607142,-0.265057,-0.1196785,-0.0595134,0.0601651
37,0.86307466,0.9224766,"('fake', 'genuine')",-0.0639355,-0.025968961,0.12428959,0.1911524,0.3078096,0.3625534,0.0547438
38,0.10997336,0.04789056,"('untruthful', 'truthful')",0.607729,0.542023,0.2709043,0.39253825,0.3295356,0.3274839,-0.0020517
39,1.0807779,1.1496159,"('exploitative', 'cooperative')",0.5295545,0.63024354,0.5400917,0.688553,0.716808,0.8228041,0.1059961
40,-0.53109586,-0.42027444,"('stingy', 'generous')",0.1539503,0.18965416,-2.1360781,-2.0766642,-0.8377412,-0.7690949,0.0686463
41,-0.21368997,-0.2874876,"('unforgiving', 'forgiving')",-0.20235698,-0.2578609,0.51135075,0.43749636,0.0317679,-0.0359507,-0.0677186
42,0.14626852,0.21162575,"('unreliable', 'reliable')",-0.61652446,-0.49866307,-2.616171,-2.5131104,-1.0288089,-0.9333826,0.0954263
43,-0.22062156,-0.41374475,"('irresponsible', 'responsible')",-0.8965862,-0.8740825,0.6024135,0.6070235,-0.1715981,-0.2269346,-0.0553365
44,-1.0877391,-0.9025687,"('prejudiced', 'unprejudiced')",-1.5204612,-1.3999141,-1.9206874,-1.7995999,-1.5096292,-1.3673609,0.1422683
45,-0.08748291,-0.4515037,"('incompetent', 'competent')",-0.8725439,-0.9528535,-0.0024921633,-0.22871676,-0.3208397,-0.544358,-0.2235183
46,0.7028689,0.12576884,"('uncompetitive', 'competitive')",-0.57366276,-0.4946659,-0.35137823,-0.4988982,-0.0740574,-0.2892651,-0.2152077
47,-0.23104271,-0.37251848,"('stupid', 'smart')",-0.3444997,-0.2770543,4.4980445,4.461134,1.3075007,1.2705204,-0.0369803
48,-0.18230873,-0.32376376,"('unintelligent', 'intelligent')",0.12567848,0.0829208,-0.24224783,-0.3043834,-0.099626,-0.1817421,-0.0821161
49,-0.7293581,-0.89049464,"('unable', 'able')",-0.36001784,-0.3036105,-1.0485291,-0.971665,-0.712635,-0.7219234,-0.0092884
50,0.39142293,0.4489926,"('clumsy', 'skillful')",0.059679568,0.07411062,-0.1181996,-0.1499443,0.1109676,0.1243863,0.0134187
51,0.9102793,0.47894633,"('uneducated', 'educated')",-0.31649178,-0.44861364,0.2943604,0.025335759,0.2960493,0.0185561,-0.2774932
52,-0.8118948,-0.55574,"('irrational', 'rational')",0.92403644,0.7561407,-0.43027085,-0.24383782,-0.1060431,-0.014479,0.0915641
53,-0.034318313,-0.0954818,"('uncreative', 'creative')",0.09840445,0.08908669,0.52309626,0.48133782,0.1957275,0.1583142,-0.0374133
54,-0.4025419,-0.36443478,"('incapable', 'capable')",0.465516,0.41061294,0.6493213,0.59675556,0.2374318,0.2143112,-0.0231206
55,0.3164825,-0.0015632287,"('incompetent', 'clever')",-0.8201742,-0.77765465,0.13698785,0.05470854,-0.1222346,-0.2415031,-0.1192685
56,0.7763821,0.36090034,"('impractical', 'practical')",0.34052888,0.22729272,0.11168819,0.064766735,0.409533,0.2176533,-0.1918797
57,0.8719386,0.41573456,"('unimaginative', 'imaginative')",0.17716509,-0.011338508,-2.486808,-2.6408885,-0.4792348,-0.7454975,-0.2662627
58,0.6178721,0.5444387,"('undiscriminating', 'discriminating')",0.32086736,0.2973502,0.6422132,0.67598623,0.5269842,0.505925,-0.0210592
59,-0.38325655,-0.16135296,"('foolish', 'wise')",0.67342776,0.66795486,-0.23690167,-0.052259445,0.0177565,0.1514475,0.133691
60,1.0459561,0.72684383,"('inefficient', 'efficient')",-0.55127096,-0.38161314,0.08147239,0.24072608,0.1920525,0.1953189,0.0032664
61,-0.020348966,-0.22494447,"('illogical', 'logical')",0.5936524,0.39841327,-0.06671169,-0.13234854,0.1688639,0.0137068,-0.1551571
62,0.8771441,0.5451365,"('incompetent', 'brilliant')",-0.34969053,-0.2922601,0.06807727,0.17962563,0.1985103,0.1441673,-0.054343
63,0.48652187,0.16306554,"('unperceptive', 'insightful')",-0.33479974,-0.30927005,0.32992798,0.345135,0.16055,0.0663102,-0.0942398
64,-0.11479449,-0.1673159,"('shy', 'confident')",-0.6927955,-0.75832355,-5.4878488,-5.3028646,-2.0984796,-2.0761681,0.0223115
65,-0.42823297,-0.72286785,"('insecure', 'secure')",-0.7762155,-0.82653636,0.26411816,0.16606365,-0.3134434,-0.4611135,-0.1476701
66,-0.16872273,-0.06235783,"('inactive', 'active')",0.23983938,0.18702018,0.5997964,0.5410143,0.2236377,0.2218922,-0.0017455
67,0.6760688,0.644859,"('doubtful', 'determined')",0.24332032,0.1979861,-0.025993194,0.011758154,0.2977987,0.2848677,-0.012931
68,-0.81813,-0.8030901,"('dependent', 'independent')",-0.5871466,-0.5940461,-1.9288291,-1.8652196,-1.1113685,-1.0874519,0.0239166
69,0.37538746,0.6122524,"('lazy', 'industrious')",1.7953882,1.7873244,-0.6500702,-0.4220123,0.5069018,0.6591882,0.1522864
70,0.07885985,-0.11758942,"('lethargic', 'energetic')",-0.86901397,-0.79636836,0.35021555,0.09994379,-0.1466462,-0.271338,-0.1246918
71,0.49187464,0.5364349,"('diffident', 'self-confident')",1.1580018,1.1467316,0.5009719,0.5114165,0.7169495,0.7315276,0.0145781
72,-0.044619393,-0.12237515,"('unambitious', 'ambitious')",-0.17428194,-0.19600841,-0.5683781,-0.47464755,-0.2624265,-0.2643437,-0.0019172
73,0.7617816,1.0494845,"('helpless', 'self-reliant')",0.5632098,0.58045363,-3.5181234,-3.243171,-0.731044,-0.5377443,0.1932997
74,0.94071454,0.847947,"('undedicated', 'dedicated')",1.0957658,1.1307319,0.3197505,0.31621495,0.7854103,0.7649647,-0.0204456
75,-0.67298627,-0.52294123,"('meek', 'impulsive')",-0.3453228,-0.39364362,-0.4797834,-0.4434572,-0.4993642,-0.4533474,0.0460168
76,0.108363315,0.014432216,"('anxious', 'daring')",-1.4918407,-1.2915614,-0.14339659,-0.1657114,-0.508958,-0.4809469,0.0280111
77,-0.06578885,-0.17628454,"('unmotivated', 'motivated')",-0.38182998,-0.32100734,-0.8166254,-0.73819834,-0.4214148,-0.4118301,0.0095847
78,0.19025145,-0.105285406,"('nonresilient', 'resilient')",0.05831802,0.11289342,0.19733326,0.22702229,0.1486342,0.0782101,-0.0704241
79,-0.33550808,-0.16096373,"('wavering', 'unwavering')",0.27613226,0.117474765,-0.18552013,-0.25381267,-0.081632,-0.0991006,-0.0174686
80,0.44585112,0.08202716,"('dominated', 'dominating')",-1.1697725,-1.0691435,-0.42947957,-0.4785605,-0.384467,-0.488559,-0.104092
81,0.6275945,0.20092571,"('submissive', 'aggressive')",-0.39212132,-0.46173355,-0.47174844,-0.60406196,-0.0787584,-0.2882899,-0.2095315
