,spray_male,spray_female,tuple,average_male,average_female,female-male
0,0.36465836,0.3567865,"('unsociable', 'sociable')",0.3646584,0.3567865,-0.0078719
1,1.2614833,1.2450075,"('unfriendly', 'friendly')",1.2614833,1.2450075,-0.0164758
2,0.049498603,0.18883447,"('unlikable', 'likable')",0.0494986,0.1888345,0.1393359
3,0.95730597,1.1133345,"('repellent', 'pleasant')",0.957306,1.1133345,0.1560285
4,-7.2977896,-7.563521,"('disliked', 'liked')",-7.2977896,-7.5635209,-0.2657313
5,-0.6980666,-0.79172325,"('distant', 'outgoing')",-0.6980666,-0.7917233,-0.0936567
6,-0.21198566,-0.41451812,"('distant', 'open')",-0.2119857,-0.4145181,-0.2025324
7,1.5650525,1.6552956,"('insensitive', 'sensitive')",1.5650525,1.6552956,0.0902431
8,1.109243,0.9774581,"('unaffectionate', 'affectionate')",1.109243,0.9774581,-0.1317849
9,1.3867682,1.4190397,"('unaffectionate', 'caring')",1.3867682,1.4190397,0.0322715
10,1.3014809,1.4000036,"('unsympathetic', 'sympathetic')",1.3014809,1.4000036,0.0985227
11,1.7235253,1.905518,"('unhelpful', 'helpful')",1.7235253,1.9055181,0.1819928
12,-1.3373234,-1.2906145,"('unsupportive', 'supportive')",-1.3373234,-1.2906145,0.0467089
13,0.15719917,0.40277147,"('impolite', 'polite')",0.1571992,0.4027715,0.2455723
14,0.43650523,0.5072166,"('antisocial', 'social')",0.4365052,0.5072166,0.0707114
15,0.55612,0.453263,"('boring', 'funny')",0.55612,0.453263,-0.102857
16,-0.81667423,-0.7942039,"('unpopular', 'popular')",-0.8166742,-0.7942039,0.0224703
17,-0.1268642,-0.14935888,"('nasty', 'nice')",-0.1268642,-0.1493589,-0.0224947
18,-0.5634701,-0.45268205,"('disagreeable', 'welcoming')",-0.5634701,-0.452682,0.1107881
19,-0.902189,-0.92086834,"('inhospitable', 'hospitable')",-0.902189,-0.9208683,-0.0186793
20,0.95792073,0.8702433,"('rough', 'thoughtful')",0.9579207,0.8702433,-0.0876774
21,-0.07988612,0.2334702,"('immoral', 'moral')",-0.0798861,0.2334702,0.3133563
22,-0.13296571,-0.122822024,"('untrustworthy', 'trustworthy')",-0.1329657,-0.122822,0.0101437
23,6.319419,6.6984243,"('insincere', 'sincere')",6.3194189,6.6984243,0.3790054
24,1.4353619,1.5192217,"('dishonest', 'honest')",1.4353619,1.5192217,0.0838598
25,0.8624998,0.85914475,"('egoistic', 'altruistic')",0.8624998,0.8591447,-0.0033551
26,1.4215469,1.1657523,"('hardhearted', 'benevolent')",1.4215469,1.1657523,-0.2557946
27,1.8223497,1.6083252,"('hardhearted', 'softhearted')",1.8223497,1.6083252,-0.2140245
28,1.5129614,1.3282361,"('disloyal', 'loyal')",1.5129614,1.3282361,-0.1847253
29,-0.29656705,-0.54752046,"('unfair', 'fair')",-0.2965671,-0.5475205,-0.2509534
30,1.0218681,1.2049853,"('intolerant', 'tolerant')",1.0218681,1.2049853,0.1831172
31,-1.035742,-1.2393231,"('evil', 'good')",-1.035742,-1.2393231,-0.2035811
32,1.2186404,1.1859772,"('unkind', 'kind')",1.2186404,1.1859772,-0.0326632
33,-0.5203841,-0.59444034,"('wrong', 'right')",-0.5203841,-0.5944403,-0.0740562
34,4.0960755,4.4966617,"('mean', 'honorable')",4.0960755,4.4966617,0.4005862
35,-1.0192202,-1.5201163,"('corrupt', 'incorrupt')",-1.0192202,-1.5201163,-0.5008961
36,-0.8160221,-1.1616861,"('hostile', 'amicable')",-0.8160221,-1.1616861,-0.345664
37,1.2372601,1.2202066,"('fake', 'genuine')",1.2372601,1.2202066,-0.0170535
38,-0.6764142,-0.49076167,"('untruthful', 'truthful')",-0.6764142,-0.4907617,0.1856525
39,0.4782708,0.5480804,"('exploitative', 'cooperative')",0.4782708,0.5480804,0.0698096
40,-0.8227168,-0.9317792,"('stingy', 'generous')",-0.8227168,-0.9317792,-0.1090624
41,0.7105509,0.56065893,"('unforgiving', 'forgiving')",0.7105509,0.5606589,-0.149892
42,-1.9435669,-1.9813827,"('unreliable', 'reliable')",-1.9435669,-1.9813827,-0.0378158
43,1.0801295,1.2856007,"('irresponsible', 'responsible')",1.0801295,1.2856007,0.2054712
44,-1.1144874,-1.1687291,"('prejudiced', 'unprejudiced')",-1.1144874,-1.1687291,-0.0542417
45,0.6978602,0.5676882,"('incompetent', 'competent')",0.6978602,0.5676882,-0.130172
46,-0.53934836,-0.5153603,"('uncompetitive', 'competitive')",-0.5393484,-0.5153603,0.0239881
47,4.7116733,4.9458065,"('stupid', 'smart')",4.7116733,4.9458065,0.2341332
48,0.5689494,0.7355233,"('unintelligent', 'intelligent')",0.5689494,0.7355233,0.1665739
49,-0.12584446,0.005289478,"('unable', 'able')",-0.1258445,0.0052895,0.131134
