,international_male,international_female,tuple,paper_male,paper_female,co_male,co_female,average_male,average_female,female-male
0,-0.24688134,-0.31643423,"('unsociable', 'sociable')",0.086370215,0.0969523,0.10028294,0.041493136,-0.0200761,-0.0593296,-0.0392535
1,0.34256092,0.13337366,"('unfriendly', 'friendly')",0.94617677,0.68880606,2.1384463,2.0016694,1.1423947,0.9412831,-0.2011116
2,0.8498043,0.90518224,"('unlikable', 'likable')",0.3296587,0.3970719,0.6878669,0.8259087,0.6224433,0.7093876,0.0869443
3,-0.8386443,-0.75242513,"('repellent', 'pleasant')",-0.86322415,-0.7287005,0.5046329,0.60879046,-0.3990785,-0.2907784,0.1083001
4,0.04783405,-0.06900411,"('disliked', 'liked')",0.118574254,-0.0035719424,-7.0535293,-7.160109,-2.2957071,-2.410895,-0.1151879
5,0.093352094,0.09938273,"('distant', 'outgoing')",0.12635699,0.05056974,0.04387331,0.037308797,0.0878608,0.0624204,-0.0254404
6,0.17878419,0.19055936,"('distant', 'open')",-0.1468084,-0.20647667,0.06976191,0.08867119,0.0339126,0.0242513,-0.0096613
7,-0.24546725,-0.18458441,"('insensitive', 'sensitive')",-0.30094987,-0.14579928,0.48239404,0.51905566,-0.021341,0.0628907,0.0842317
8,0.5246362,0.5051317,"('unaffectionate', 'affectionate')",0.8459345,0.7304467,1.2093521,1.1109384,0.8599742,0.7821723,-0.0778019
9,0.7696597,0.7563855,"('unaffectionate', 'caring')",0.9405525,0.8178947,1.3287314,1.2882644,1.0129813,0.9541815,-0.0587998
10,-0.95223254,-0.8399299,"('unsympathetic', 'sympathetic')",-1.3495133,-1.2217782,-0.2825861,-0.18751556,-0.861444,-0.7497412,0.1117028
11,0.17185245,0.3558965,"('unhelpful', 'helpful')",-0.6539285,-0.5184499,1.8183417,1.9171276,0.4454219,0.5848581,0.1394362
12,0.7563789,0.87090826,"('unsupportive', 'supportive')",0.39543286,0.46961153,-1.8296462,-1.790611,-0.2259448,-0.1500304,0.0759144
13,0.5073147,0.5782622,"('impolite', 'polite')",-0.46641496,-0.3205016,-0.5239068,-0.41225126,-0.1610024,-0.0514969,0.1095055
14,0.91644037,0.8554684,"('antisocial', 'social')",0.9938133,1.0416241,0.18451247,0.14929743,0.6982554,0.6821299,-0.0161255
15,0.8252207,0.7340016,"('boring', 'funny')",0.46045184,0.3406285,0.50276226,0.4647607,0.5961449,0.5131302,-0.0830147
16,-0.57638466,-0.6927342,"('unpopular', 'popular')",-0.6863294,-0.7902855,0.20409894,0.12869914,-0.3528717,-0.4514402,-0.0985685
17,-0.75449556,-0.70950985,"('nasty', 'nice')",-0.58142084,-0.46078855,0.019736672,0.04075829,-0.4387266,-0.3765134,0.0622132
18,0.9559972,1.0802356,"('disagreeable', 'welcoming')",-0.7403244,-0.7067213,-0.73926646,-0.7252388,-0.1745312,-0.1172415,0.0572897
19,-0.42314175,-0.3507054,"('inhospitable', 'hospitable')",-0.78267324,-0.71387523,-0.032427564,0.052957676,-0.4127475,-0.3372077,0.0755398
20,-0.3745489,-0.35653153,"('rough', 'thoughtful')",-0.37753937,-0.3705921,0.107183866,0.07870064,-0.2149681,-0.216141,-0.0011729
21,-0.17164403,-0.036202706,"('immoral', 'moral')",-0.13901055,0.03145098,-0.8408859,-0.6837523,-0.3838468,-0.2295013,0.1543455
22,-0.40079927,-0.34964126,"('untrustworthy', 'trustworthy')",-0.32709888,-0.28582302,-0.4624522,-0.47303444,-0.3967834,-0.3694996,0.0272838
23,-0.35128486,-0.25589097,"('insincere', 'sincere')",0.21853305,0.31368434,6.2164836,6.205965,2.0279106,2.0879196,0.060009
24,0.2879429,0.32365242,"('dishonest', 'honest')",-0.21624766,-0.132529,0.822095,0.8024865,0.2979301,0.3312033,0.0332732
