,nut_male,nut_female,tuple,average_male,average_female,female-male
0,0.29242375,0.21375793,"('unsociable', 'sociable')",0.2924238,0.2137579,-0.0786659
1,1.6110425,1.6141007,"('unfriendly', 'friendly')",1.6110425,1.6141007,0.0030582
2,0.6818409,0.82661617,"('unlikable', 'likable')",0.6818409,0.8266162,0.1447753
3,1.0591972,1.2091717,"('repellent', 'pleasant')",1.0591972,1.2091717,0.1499745
4,-7.118959,-7.020009,"('disliked', 'liked')",-7.118959,-7.020009,0.09895
5,0.08740723,0.15795644,"('distant', 'outgoing')",0.0874072,0.1579564,0.0705492
6,0.33384243,0.42176962,"('distant', 'open')",0.3338424,0.4217696,0.0879272
7,1.5997503,1.6284306,"('insensitive', 'sensitive')",1.5997503,1.6284306,0.0286803
8,1.0739015,1.0566405,"('unaffectionate', 'affectionate')",1.0739015,1.0566405,-0.017261
9,1.561065,1.6344737,"('unaffectionate', 'caring')",1.561065,1.6344737,0.0734087
10,1.5080831,1.526885,"('unsympathetic', 'sympathetic')",1.5080831,1.526885,0.0188019
11,2.2011015,2.1735072,"('unhelpful', 'helpful')",2.2011015,2.1735072,-0.0275943
12,-0.8527373,-0.8152773,"('unsupportive', 'supportive')",-0.8527373,-0.8152773,0.03746
13,0.24887797,0.19375382,"('impolite', 'polite')",0.248878,0.1937538,-0.0551242
14,0.35285473,0.25723168,"('antisocial', 'social')",0.3528547,0.2572317,-0.095623
15,0.5074866,0.52544886,"('boring', 'funny')",0.5074866,0.5254489,0.0179623
16,-0.38430965,-0.25617224,"('unpopular', 'popular')",-0.3843096,-0.2561722,0.1281374
17,0.029358562,0.028594088,"('nasty', 'nice')",0.0293586,0.0285941,-0.0007645
18,-0.13601026,-0.11671867,"('disagreeable', 'welcoming')",-0.1360103,-0.1167187,0.0192916
19,-0.111181185,-0.0494278,"('inhospitable', 'hospitable')",-0.1111812,-0.0494278,0.0617534
20,0.8089309,0.7521674,"('rough', 'thoughtful')",0.8089309,0.7521674,-0.0567635
21,0.45772392,0.52270484,"('immoral', 'moral')",0.4577239,0.5227048,0.0649809
22,0.1755183,0.1395671,"('untrustworthy', 'trustworthy')",0.1755183,0.1395671,-0.0359512
23,6.949846,6.960187,"('insincere', 'sincere')",6.9498458,6.960187,0.0103412
24,2.311302,2.3307552,"('dishonest', 'honest')",2.3113019,2.3307552,0.0194533
25,0.3586802,0.28964218,"('egoistic', 'altruistic')",0.3586802,0.2896422,-0.069038
26,0.21347073,0.18463781,"('hardhearted', 'benevolent')",0.2134707,0.1846378,-0.0288329
27,1.651503,1.529111,"('hardhearted', 'softhearted')",1.651503,1.529111,-0.122392
28,1.294344,1.341932,"('disloyal', 'loyal')",1.2943439,1.3419321,0.0475882
29,-0.043729443,-0.1595374,"('unfair', 'fair')",-0.0437294,-0.1595374,-0.115808
30,1.0849204,0.9597393,"('intolerant', 'tolerant')",1.0849204,0.9597393,-0.1251811
31,-1.2856898,-1.2435683,"('evil', 'good')",-1.2856898,-1.2435683,0.0421215
32,1.4739485,1.3759198,"('unkind', 'kind')",1.4739485,1.3759198,-0.0980287
33,-0.6222546,-0.55959886,"('wrong', 'right')",-0.6222546,-0.5595989,0.0626557
34,4.769338,4.903592,"('mean', 'honorable')",4.7693381,4.9035921,0.134254
35,-0.9083973,-0.9659555,"('corrupt', 'incorrupt')",-0.9083973,-0.9659555,-0.0575582
36,-1.0419797,-1.0379817,"('hostile', 'amicable')",-1.0419797,-1.0379817,0.003998
37,1.1156714,1.09579,"('fake', 'genuine')",1.1156714,1.09579,-0.0198814
38,0.2625624,0.20261548,"('untruthful', 'truthful')",0.2625624,0.2026155,-0.0599469
39,0.053494763,0.050657205,"('exploitative', 'cooperative')",0.0534948,0.0506572,-0.0028376
40,-1.0416185,-1.0580869,"('stingy', 'generous')",-1.0416185,-1.0580869,-0.0164684
41,0.0660097,0.007879447,"('unforgiving', 'forgiving')",0.0660097,0.0078794,-0.0581303
42,-1.5670234,-1.5190315,"('unreliable', 'reliable')",-1.5670234,-1.5190315,0.0479919
43,1.6529025,1.5441021,"('irresponsible', 'responsible')",1.6529025,1.5441021,-0.1088004
44,-1.284446,-1.478298,"('prejudiced', 'unprejudiced')",-1.284446,-1.4782979,-0.1938519
45,0.5790971,0.6525067,"('incompetent', 'competent')",0.5790971,0.6525067,0.0734096
46,-0.3088896,-0.24011415,"('uncompetitive', 'competitive')",-0.3088896,-0.2401142,0.0687754
47,5.7128,5.834328,"('stupid', 'smart')",5.7128,5.8343282,0.1215282
48,1.0650213,1.0499711,"('unintelligent', 'intelligent')",1.0650213,1.0499711,-0.0150502
49,0.4093386,0.5997869,"('unable', 'able')",0.4093386,0.5997869,0.1904483
50,0.21929193,0.38826892,"('clumsy', 'skillful')",0.2192919,0.3882689,0.168977
51,0.99357855,1.0141969,"('uneducated', 'educated')",0.9935786,1.0141969,0.0206183
52,-0.3762543,-0.28142667,"('irrational', 'rational')",-0.3762543,-0.2814267,0.0948276
53,0.55029327,0.5522677,"('uncreative', 'creative')",0.5502933,0.5522677,0.0019744
54,1.4465591,1.6329954,"('incapable', 'capable')",1.4465591,1.6329954,0.1864363
55,1.2279376,1.2129835,"('incompetent', 'clever')",1.2279376,1.2129835,-0.0149541
56,0.8956305,0.93132126,"('impractical', 'practical')",0.8956305,0.9313213,0.0356908
57,-2.372826,-2.2643003,"('unimaginative', 'imaginative')",-2.3728261,-2.2643003,0.1085258
58,0.023488853,0.062514834,"('undiscriminating', 'discriminating')",0.0234889,0.0625148,0.0390259
59,0.29720482,0.46526426,"('foolish', 'wise')",0.2972048,0.4652643,0.1680595
