,abbvie_male,abbvie_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.08940765,-0.27271184,"('unsociable', 'sociable')",-0.079284474,-0.2747477,-0.0843461,-0.2737298,-0.1893837
1,-1.8737838,-1.8850709,"('unfriendly', 'friendly')",1.4188335,1.3593969,-0.2274752,-0.262837,-0.0353618
2,0.8813208,0.9265319,"('unlikable', 'likable')",0.5959303,0.67474353,0.7386255,0.8006377,0.0620122
3,0.049678802,0.23389624,"('repellent', 'pleasant')",0.42809206,0.5291083,0.2388854,0.3815023,0.1426169
4,0.05349961,-0.019805446,"('disliked', 'liked')",-6.290694,-6.3795614,-3.1185973,-3.1996834,-0.0810861
5,-0.70328254,-0.67085963,"('distant', 'outgoing')",-0.50693846,-0.4371227,-0.6051105,-0.5539912,0.0511193
6,-1.305353,-1.22686,"('distant', 'open')",-0.3131212,-0.23990044,-0.8092371,-0.7333803,0.0758568
7,-0.35472754,-0.2539296,"('insensitive', 'sensitive')",0.7203122,0.7705527,0.1827923,0.2583116,0.0755193
8,-1.4805665,-1.5198687,"('unaffectionate', 'affectionate')",0.56044734,0.49723876,-0.4600596,-0.511315,-0.0512554
9,-1.2520963,-1.280085,"('unaffectionate', 'caring')",0.8238933,0.78716946,-0.2141015,-0.2464578,-0.0323563
10,-0.15738738,-0.1004691,"('unsympathetic', 'sympathetic')",-0.022346929,-0.018936172,-0.0898672,-0.0597026,0.0301646
11,0.040707905,0.1364725,"('unhelpful', 'helpful')",1.6985143,1.8083421,0.8696111,0.9724073,0.1027962
12,-0.505348,-0.34283483,"('unsupportive', 'supportive')",-1.6241838,-1.5553744,-1.0647659,-0.9491046,0.1156613
13,0.46296915,0.3930544,"('impolite', 'polite')",-0.18803117,-0.21515384,0.137469,0.0889503,-0.0485187
14,0.7118389,0.66390336,"('antisocial', 'social')",-0.020902034,-0.13168612,0.3454684,0.2661086,-0.0793598
15,0.08864214,-0.051719565,"('boring', 'funny')",0.5854597,0.553192,0.3370509,0.2507362,-0.0863147
16,-0.50003684,-0.49398255,"('unpopular', 'popular')",0.25011358,0.3233518,-0.1249616,-0.0853154,0.0396462
17,0.059672363,0.15175545,"('nasty', 'nice')",-0.5002009,-0.4543103,-0.2202643,-0.1512774,0.0689869
18,-0.5387251,-0.481555,"('disagreeable', 'welcoming')",-0.5802978,-0.5315528,-0.5595114,-0.5065539,0.0529575
19,-0.7076391,-0.6757017,"('inhospitable', 'hospitable')",-0.13656862,-0.035289787,-0.4221039,-0.3554957,0.0666082
20,0.0706163,0.13340266,"('rough', 'thoughtful')",0.8915149,0.8566348,0.4810656,0.4950187,0.0139531
21,0.5802609,0.5986446,"('immoral', 'moral')",-0.27306098,-0.23166506,0.1535999,0.1834898,0.0298899
22,0.2738934,0.31344232,"('untrustworthy', 'trustworthy')",-0.6274165,-0.7179435,-0.1767616,-0.2022506,-0.025489
23,-0.28768134,-0.2746052,"('insincere', 'sincere')",5.757334,5.801339,2.7348266,2.7633669,0.0285403
24,0.33336478,0.39300567,"('dishonest', 'honest')",0.7152949,0.6950577,0.5243298,0.5440317,0.0197019
25,-1.0144727,-1.0199383,"('egoistic', 'altruistic')",1.0622675,1.0604649,0.0238974,0.0202633,-0.0036341
26,-0.06167447,-0.20819171,"('hardhearted', 'benevolent')",1.7263845,1.5249223,0.832355,0.6583652,-0.1739898
27,-0.61517024,-0.49159607,"('hardhearted', 'softhearted')",1.2299535,1.212866,0.3073916,0.3606349,0.0532433
28,-0.36684602,-0.50226676,"('disloyal', 'loyal')",0.85001665,0.69776815,0.2415853,0.0977507,-0.1438346
