,probation_male,probation_female,tuple,average_male,average_female,female-male
0,-0.03382349,-0.3255882,"('unsociable', 'sociable')",-0.0338235,-0.3255882,-0.2917647
1,1.783102,1.8781557,"('unfriendly', 'friendly')",1.783102,1.8781557,0.0950537
2,0.48243836,0.6736337,"('unlikable', 'likable')",0.4824384,0.6736337,0.1911953
3,0.6737008,0.76257926,"('repellent', 'pleasant')",0.6737008,0.7625793,0.0888785
4,-7.562724,-7.594644,"('disliked', 'liked')",-7.5627241,-7.5946441,-0.03192
5,0.076208934,0.30199367,"('distant', 'outgoing')",0.0762089,0.3019937,0.2257848
6,0.5223436,0.71770316,"('distant', 'open')",0.5223436,0.7177032,0.1953596
7,0.608279,0.5681038,"('insensitive', 'sensitive')",0.608279,0.5681038,-0.0401752
8,1.494431,1.5291541,"('unaffectionate', 'affectionate')",1.494431,1.5291541,0.0347231
9,1.9040539,2.0555415,"('unaffectionate', 'caring')",1.9040539,2.0555415,0.1514876
10,0.8689492,0.81709164,"('unsympathetic', 'sympathetic')",0.8689492,0.8170916,-0.0518576
11,1.9391842,1.8838373,"('unhelpful', 'helpful')",1.9391842,1.8838373,-0.0553469
12,-1.6315829,-1.7268225,"('unsupportive', 'supportive')",-1.6315829,-1.7268225,-0.0952396
13,-0.014513321,-0.1727441,"('impolite', 'polite')",-0.0145133,-0.1727441,-0.1582308
14,-0.55140823,-0.79609245,"('antisocial', 'social')",-0.5514082,-0.7960925,-0.2446843
15,0.33767954,0.20617917,"('boring', 'funny')",0.3376795,0.2061792,-0.1315003
16,-0.37845483,-0.23942193,"('unpopular', 'popular')",-0.3784548,-0.2394219,0.1390329
17,0.024932466,0.012734402,"('nasty', 'nice')",0.0249325,0.0127344,-0.0121981
18,-0.7429333,-0.8322354,"('disagreeable', 'welcoming')",-0.7429333,-0.8322354,-0.0893021
19,-0.19697696,-0.02168958,"('inhospitable', 'hospitable')",-0.196977,-0.0216896,0.1752874
20,0.76098526,0.569885,"('rough', 'thoughtful')",0.7609853,0.569885,-0.1911003
21,-0.36921734,-0.2453444,"('immoral', 'moral')",-0.3692173,-0.2453444,0.1238729
22,-0.88238513,-0.95407283,"('untrustworthy', 'trustworthy')",-0.8823851,-0.9540728,-0.0716877
