,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8230098,-0.981598,"('unsociable', 'sociable')",-0.19635816,-0.22271815,-0.509684,-0.6021581,-0.0924741
1,1.5434346,1.5496963,"('unfriendly', 'friendly')",0.47249684,0.38674396,1.0079657,0.9682201,-0.0397456
2,0.8983117,0.9532486,"('unlikable', 'likable')",0.8817116,0.85078984,0.8900117,0.9020193,0.0120076
3,-0.60090053,-0.58529615,"('repellent', 'pleasant')",1.22416,1.1100115,0.3116297,0.2623577,-0.049272
4,-1.1630172,-1.1064385,"('disliked', 'liked')",-6.012297,-6.5932317,-3.5876572,-3.8498352,-0.262178
5,1.0349404,1.1805567,"('distant', 'outgoing')",-1.3479071,-1.161735,-0.1564834,0.0094108,0.1658942
6,1.2390552,1.4024385,"('distant', 'open')",-1.4982287,-1.2768531,-0.1295868,0.0627927,0.1923795
7,0.09059209,0.07973735,"('insensitive', 'sensitive')",0.013473223,0.1037537,0.0520327,0.0917455,0.0397128
8,1.3733685,1.2528894,"('unaffectionate', 'affectionate')",-0.44600433,-0.41950756,0.4636821,0.4166909,-0.0469912
9,1.6755264,1.6527363,"('unaffectionate', 'caring')",0.058801018,0.2500406,0.8671637,0.9513885,0.0842248
10,-0.08357935,-0.18546005,"('unsympathetic', 'sympathetic')",0.018617168,0.03840117,-0.0324811,-0.0735294,-0.0410483
11,0.6268662,0.5746432,"('unhelpful', 'helpful')",2.4879768,2.6290185,1.5574214,1.6018308,0.0444094
12,0.86521465,1.0013804,"('unsupportive', 'supportive')",-2.1570923,-2.0849602,-0.6459389,-0.5417899,0.104149
13,-0.30284593,-0.34739375,"('impolite', 'polite')",-0.714131,-0.5689702,-0.5084885,-0.458182,0.0503065
14,-0.86408204,-0.91913384,"('antisocial', 'social')",0.27254805,0.12890232,-0.295767,-0.3951158,-0.0993488
15,-0.008881662,-0.093277566,"('boring', 'funny')",-0.38691095,-0.35041767,-0.1978963,-0.2218476,-0.0239513
16,-0.25273925,-0.2570092,"('unpopular', 'popular')",0.4357247,0.19026446,0.0914927,-0.0333724,-0.1248651
17,-0.04063776,0.010695163,"('nasty', 'nice')",-0.4971014,-0.466454,-0.2688696,-0.2278794,0.0409902
18,0.17431198,0.25029963,"('disagreeable', 'welcoming')",-0.98954606,-0.936729,-0.407617,-0.3432147,0.0644023
19,-0.17077485,-0.10224711,"('inhospitable', 'hospitable')",-0.8388101,-0.78499204,-0.5047925,-0.4436196,0.0611729
20,0.7640637,0.7112004,"('rough', 'thoughtful')",1.0275934,1.003512,0.8958285,0.8573562,-0.0384723
21,0.38922495,0.32588845,"('immoral', 'moral')",-0.07303355,-0.13198549,0.1580957,0.0969515,-0.0611442
22,0.3735748,0.2957385,"('untrustworthy', 'trustworthy')",-0.5257806,-0.61923206,-0.0761029,-0.1617468,-0.0856439
23,1.8200057,1.7803023,"('insincere', 'sincere')",5.5207624,5.8614,3.6703839,3.8208513,0.1504674
24,1.3999672,1.4464214,"('dishonest', 'honest')",0.82695776,1.0210947,1.1134624,1.233758,0.1202956
25,1.1073283,1.0731878,"('egoistic', 'altruistic')",0.65643376,0.5363318,0.881881,0.8047598,-0.0771212
26,1.8682134,1.7271197,"('hardhearted', 'benevolent')",1.1955808,0.9967303,1.5318971,1.361925,-0.1699721
27,-0.566763,-0.5834539,"('hardhearted', 'softhearted')",-0.3728205,-0.20632172,-0.4697917,-0.3948878,0.0749039
28,0.32638764,0.15930691,"('disloyal', 'loyal')",1.5260019,1.3497182,0.9261948,0.7545125,-0.1716823
29,-0.65333945,-0.5936274,"('unfair', 'fair')",-0.6061872,-0.6369184,-0.6297634,-0.6152729,0.0144905
30,0.46635547,0.3723857,"('intolerant', 'tolerant')",0.4492113,0.5096651,0.4577834,0.4410254,-0.016758
31,-0.73244023,-0.5329979,"('evil', 'good')",-1.9074221,-1.8936687,-1.3199311,-1.2133332,0.1065979
32,0.6607731,0.6331617,"('unkind', 'kind')",0.7531644,0.63656914,0.7069688,0.6348654,-0.0721034
33,0.8431233,0.8583716,"('wrong', 'right')",-1.077,-1.0569063,-0.1169384,-0.0992674,0.017671
34,0.15971144,0.3835497,"('mean', 'honorable')",4.979501,5.443211,2.5696061,2.9133804,0.3437743
35,-0.7644683,-0.7640478,"('corrupt', 'incorrupt')",-1.251891,-1.1995757,-1.0081797,-0.9818118,0.0263679
36,-0.40469044,-0.34852466,"('hostile', 'amicable')",-1.085728,-1.2109109,-0.7452092,-0.7797178,-0.0345086
37,-0.6770971,-0.7036275,"('fake', 'genuine')",-0.12474813,0.052440666,-0.4009226,-0.3255934,0.0753292
38,0.3323369,0.4259757,"('untruthful', 'truthful')",0.06194165,0.21939681,0.1971393,0.3226863,0.125547
39,2.5157247,2.5023205,"('exploitative', 'cooperative')",0.31271324,0.40261468,1.4142189,1.4524676,0.0382487
40,0.016575988,0.12707125,"('stingy', 'generous')",-2.382475,-2.5140803,-1.1829494,-1.1935046,-0.0105552
41,0.16697226,0.21549572,"('unforgiving', 'forgiving')",-0.49337104,-0.40823963,-0.1631994,-0.096372,0.0668274
42,-0.64075154,-0.6007242,"('unreliable', 'reliable')",-2.4403915,-2.586941,-1.5405716,-1.5938326,-0.053261
43,0.12840039,0.12677225,"('irresponsible', 'responsible')",0.43294904,0.59547263,0.2806747,0.3611224,0.0804477
44,-1.2994566,-1.2486777,"('prejudiced', 'unprejudiced')",-1.041658,-1.0799551,-1.1705573,-1.1643164,0.0062409
45,-0.6326485,-0.59938055,"('incompetent', 'competent')",-0.12256556,-0.15027261,-0.377607,-0.3748266,0.0027804
46,0.2148191,0.24156916,"('uncompetitive', 'competitive')",0.12917098,0.1219582,0.171995,0.1817637,0.0097687
47,0.7458359,0.7959563,"('stupid', 'smart')",4.4643455,4.8343196,2.6050906,2.8151379,0.2100473
48,0.4697838,0.460755,"('unintelligent', 'intelligent')",0.40071234,0.47296205,0.4352481,0.4668585,0.0316104
49,0.35565722,0.4232649,"('unable', 'able')",-0.25335127,-0.20684496,0.051153,0.10821,0.057057
50,-0.52435046,-0.5386809,"('clumsy', 'skillful')",-0.091239676,-0.220844,-0.3077951,-0.3797625,-0.0719674
51,-0.44195,-0.4572069,"('uneducated', 'educated')",1.217356,1.0609047,0.387703,0.3018489,-0.0858541
52,0.5704528,0.4780876,"('irrational', 'rational')",-0.7367125,-0.8825591,-0.0831299,-0.2022358,-0.1191059
53,2.1366432,2.115292,"('uncreative', 'creative')",0.84793526,0.69706786,1.4922892,1.4061799,-0.0861093
54,1.6371406,1.5293697,"('incapable', 'capable')",0.94199306,0.8370238,1.2895669,1.1831968,-0.1063701
55,0.15263864,0.10490686,"('incompetent', 'clever')",0.92253715,0.93499756,0.5375879,0.5199522,-0.0176357
56,0.82213545,0.7724109,"('impractical', 'practical')",0.32398587,0.28362986,0.5730606,0.5280204,-0.0450402
57,-0.5103961,-0.63613963,"('unimaginative', 'imaginative')",-2.2763877,-2.5586724,-1.3933918,-1.597406,-0.2040142
58,0.16750477,0.12746418,"('undiscriminating', 'discriminating')",0.5244617,0.43754327,0.3459832,0.2825037,-0.0634795
59,0.75804174,0.7260423,"('foolish', 'wise')",-0.46084097,-0.47696978,0.1486004,0.1245362,-0.0240642
60,0.63322127,0.715595,"('inefficient', 'efficient')",0.43983224,0.82530946,0.5365267,0.7704523,0.2339256
61,2.0836222,2.0573761,"('illogical', 'logical')",0.8700015,0.8429494,1.4768119,1.4501628,-0.0266491
62,1.0932478,1.2165563,"('incompetent', 'brilliant')",0.82062995,1.0840949,0.9569389,1.1503255,0.1933866
63,0.34923854,0.4035704,"('unperceptive', 'insightful')",0.52781314,0.6548804,0.4385259,0.5292254,0.0906995
64,-0.47482148,-0.41096997,"('shy', 'confident')",-5.1165743,-5.312905,-2.7956979,-2.8619375,-0.0662396
65,0.04003455,-0.100079164,"('insecure', 'secure')",0.13052538,0.21661657,0.08528,0.0582687,-0.0270113
66,-0.655599,-0.5566591,"('inactive', 'active')",0.1512353,0.20406903,-0.2521819,-0.176295,0.0758869
67,-0.17622188,-0.23946396,"('doubtful', 'determined')",-0.12567008,-0.1566931,-0.150946,-0.1980785,-0.0471325
68,-0.552558,-0.6049764,"('dependent', 'independent')",-0.7265422,-0.65819675,-0.6395501,-0.6315866,0.0079635
69,-0.038617287,0.10201467,"('lazy', 'industrious')",-1.5075736,-1.3613787,-0.7730954,-0.629682,0.1434134
70,-0.87209207,-0.87355214,"('lethargic', 'energetic')",0.75783527,0.83933467,-0.0571284,-0.0171087,0.0400197
71,1.1153922,1.1732931,"('diffident', 'self-confident')",-0.06456799,-0.090018764,0.5254121,0.5416372,0.0162251
72,0.4851187,0.5106556,"('unambitious', 'ambitious')",-0.56691074,-0.51331806,-0.040896,-0.0013312,0.0395648
73,0.5509226,0.5022407,"('helpless', 'self-reliant')",-3.1121402,-3.3014464,-1.2806088,-1.3996029,-0.1189941
74,1.0364705,1.0060618,"('undedicated', 'dedicated')",0.42105612,0.23603587,0.7287633,0.6210488,-0.1077145
75,-1.0089804,-0.9746336,"('meek', 'impulsive')",-0.5143223,-0.54496825,-0.7616513,-0.7598009,0.0018504
76,-0.33051854,-0.33204556,"('anxious', 'daring')",0.55657804,0.545478,0.1130297,0.1067162,-0.0063135
77,0.13757268,0.19847915,"('unmotivated', 'motivated')",-0.6788883,-0.58438647,-0.2706578,-0.1929537,0.0777041
78,0.16741984,0.22065338,"('nonresilient', 'resilient')",0.10104563,0.11311665,0.1342327,0.166885,0.0326523
79,-0.010720895,0.001656075,"('wavering', 'unwavering')",-0.44152987,-0.4675705,-0.2261254,-0.2329572,-0.0068318
80,-0.26219994,-0.40943855,"('dominated', 'dominating')",-0.18639286,-0.22836033,-0.2242964,-0.3188995,-0.0946031
81,-1.3414018,-1.3521771,"('submissive', 'aggressive')",-0.35045034,-0.2797705,-0.845926,-0.8159738,0.0299522
82,-0.23079099,-0.3169892,"('poor', 'rich')",6.044957,6.1029634,2.907083,2.892987,-0.014096
83,0.83102053,0.78985107,"('powerless', 'powerful')",-0.16370921,-0.2612084,0.3336557,0.2643213,-0.0693344
84,1.5238148,1.4228395,"('inferior', 'superior')",1.2061638,1.1830567,1.3649893,1.3029481,-0.0620412
