,poll_male,poll_female,tuple,average_male,average_female,female-male
0,0.14163215,-0.06899337,"('unsociable', 'sociable')",0.1416322,-0.0689934,-0.2106256
1,1.3714416,1.2357903,"('unfriendly', 'friendly')",1.3714416,1.2357903,-0.1356513
2,0.3869676,0.508087,"('unlikable', 'likable')",0.3869676,0.508087,0.1211194
3,0.42181718,0.49246734,"('repellent', 'pleasant')",0.4218172,0.4924673,0.0706501
4,-7.185309,-7.2085886,"('disliked', 'liked')",-7.1853089,-7.2085886,-0.0232797
5,-0.3647774,-0.30095384,"('distant', 'outgoing')",-0.3647774,-0.3009538,0.0638236
6,-0.21390729,-0.1821644,"('distant', 'open')",-0.2139073,-0.1821644,0.0317429
7,1.071583,1.0265033,"('insensitive', 'sensitive')",1.071583,1.0265033,-0.0450797
8,0.94661117,0.86362636,"('unaffectionate', 'affectionate')",0.9466112,0.8636264,-0.0829848
9,1.7453762,1.7349361,"('unaffectionate', 'caring')",1.7453762,1.7349361,-0.0104401
10,0.9166143,0.8586619,"('unsympathetic', 'sympathetic')",0.9166143,0.8586619,-0.0579524
11,1.9538693,1.9425187,"('unhelpful', 'helpful')",1.9538693,1.9425187,-0.0113506
12,-1.9631424,-2.0252824,"('unsupportive', 'supportive')",-1.9631424,-2.0252824,-0.06214
13,0.47491395,0.33657926,"('impolite', 'polite')",0.474914,0.3365793,-0.1383347
14,0.67190886,0.52392197,"('antisocial', 'social')",0.6719089,0.523922,-0.1479869
15,0.4026538,0.36142725,"('boring', 'funny')",0.4026538,0.3614272,-0.0412266
16,-0.42230475,-0.46384108,"('unpopular', 'popular')",-0.4223047,-0.4638411,-0.0415364
17,-0.07625766,-0.16698296,"('nasty', 'nice')",-0.0762577,-0.166983,-0.0907253
18,-0.55952466,-0.6517867,"('disagreeable', 'welcoming')",-0.5595247,-0.6517867,-0.092262
19,-0.88362736,-0.8649136,"('inhospitable', 'hospitable')",-0.8836274,-0.8649136,0.0187138
20,0.5845758,0.5928233,"('rough', 'thoughtful')",0.5845758,0.5928233,0.0082475
21,0.11103556,0.2417482,"('immoral', 'moral')",0.1110356,0.2417482,0.1307126
22,-0.6759657,-0.68521,"('untrustworthy', 'trustworthy')",-0.6759657,-0.68521,-0.0092443
23,6.444504,6.3018703,"('insincere', 'sincere')",6.4445038,6.3018703,-0.1426335
24,1.6261108,1.5738581,"('dishonest', 'honest')",1.6261108,1.5738581,-0.0522527
25,0.5212872,0.45412585,"('egoistic', 'altruistic')",0.5212872,0.4541259,-0.0671613
26,1.2866646,1.0782895,"('hardhearted', 'benevolent')",1.2866646,1.0782895,-0.2083751
27,1.179045,1.0041467,"('hardhearted', 'softhearted')",1.179045,1.0041467,-0.1748983
28,1.0380263,0.9322699,"('disloyal', 'loyal')",1.0380263,0.9322699,-0.1057564
29,-0.6133928,-0.6687971,"('unfair', 'fair')",-0.6133928,-0.6687971,-0.0554043
30,1.0516855,1.057425,"('intolerant', 'tolerant')",1.0516855,1.057425,0.0057395
31,-1.8718133,-1.8774903,"('evil', 'good')",-1.8718133,-1.8774903,-0.005677
32,1.2202463,1.0409634,"('unkind', 'kind')",1.2202463,1.0409634,-0.1792829
33,-0.16688137,-0.18736634,"('wrong', 'right')",-0.1668814,-0.1873663,-0.0204849
34,4.635568,4.751588,"('mean', 'honorable')",4.6355681,4.7515879,0.1160198
