,mention_male,mention_female,tuple,average_male,average_female,female-male
0,-0.12756425,-0.106455415,"('unsociable', 'sociable')",-0.1275643,-0.1064554,0.0211089
1,0.90931237,0.85895884,"('unfriendly', 'friendly')",0.9093124,0.8589588,-0.0503536
2,-0.1225958,0.03312246,"('unlikable', 'likable')",-0.1225958,0.0331225,0.1557183
3,0.8886991,0.980903,"('repellent', 'pleasant')",0.8886991,0.980903,0.0922039
4,-7.14499,-7.2208047,"('disliked', 'liked')",-7.14499,-7.2208047,-0.0758147
5,-0.7276421,-0.69494784,"('distant', 'outgoing')",-0.7276421,-0.6949478,0.0326943
6,-0.14785498,-0.20708996,"('distant', 'open')",-0.147855,-0.20709,-0.059235
7,0.7284098,0.76595426,"('insensitive', 'sensitive')",0.7284098,0.7659543,0.0375445
8,0.9358269,0.883906,"('unaffectionate', 'affectionate')",0.9358269,0.883906,-0.0519209
9,0.9871543,0.9929777,"('unaffectionate', 'caring')",0.9871543,0.9929777,0.0058234
10,1.1250638,1.1780475,"('unsympathetic', 'sympathetic')",1.1250638,1.1780475,0.0529837
11,1.2965304,1.3477578,"('unhelpful', 'helpful')",1.2965304,1.3477578,0.0512274
12,-1.9447218,-1.9171278,"('unsupportive', 'supportive')",-1.9447218,-1.9171278,0.027594
13,-0.10822543,-0.015821815,"('impolite', 'polite')",-0.1082254,-0.0158218,0.0924036
14,0.3898748,0.38976,"('antisocial', 'social')",0.3898748,0.38976,-0.0001148
15,0.1941043,0.13144572,"('boring', 'funny')",0.1941043,0.1314457,-0.0626586
16,-0.61129636,-0.5745691,"('unpopular', 'popular')",-0.6112964,-0.5745691,0.0367273
17,-0.27147686,-0.2242725,"('nasty', 'nice')",-0.2714769,-0.2242725,0.0472044
18,-0.20202146,-0.19508158,"('disagreeable', 'welcoming')",-0.2020215,-0.1950816,0.0069399
19,-0.7954036,-0.79562354,"('inhospitable', 'hospitable')",-0.7954036,-0.7956235,-0.0002199
20,0.85192364,0.72229075,"('rough', 'thoughtful')",0.8519236,0.7222908,-0.1296328
21,-0.3506692,-0.14346838,"('immoral', 'moral')",-0.3506692,-0.1434684,0.2072008
22,-0.07500762,-0.046179824,"('untrustworthy', 'trustworthy')",-0.0750076,-0.0461798,0.0288278
23,5.878124,5.9604287,"('insincere', 'sincere')",5.8781242,5.9604287,0.0823045
24,1.5277773,1.5078338,"('dishonest', 'honest')",1.5277773,1.5078338,-0.0199435
25,0.69021904,0.6072124,"('egoistic', 'altruistic')",0.690219,0.6072124,-0.0830066
26,0.9070822,0.7238858,"('hardhearted', 'benevolent')",0.9070822,0.7238858,-0.1831964
27,1.5796671,1.3943622,"('hardhearted', 'softhearted')",1.5796671,1.3943622,-0.1853049
28,0.8287709,0.7971535,"('disloyal', 'loyal')",0.8287709,0.7971535,-0.0316174
29,-0.68841416,-0.8623464,"('unfair', 'fair')",-0.6884142,-0.8623464,-0.1739322
30,1.0243831,1.0714561,"('intolerant', 'tolerant')",1.0243831,1.0714561,0.047073
31,-1.2489585,-1.2645818,"('evil', 'good')",-1.2489585,-1.2645818,-0.0156233
32,0.69741774,0.61362785,"('unkind', 'kind')",0.6974177,0.6136279,-0.0837898
33,-0.68264234,-0.7179815,"('wrong', 'right')",-0.6826423,-0.7179815,-0.0353392
34,4.375174,4.539826,"('mean', 'honorable')",4.375174,4.5398259,0.1646519
35,-0.701192,-0.93955696,"('corrupt', 'incorrupt')",-0.701192,-0.939557,-0.238365
36,-0.8147723,-0.913183,"('hostile', 'amicable')",-0.8147723,-0.913183,-0.0984107
37,0.7256064,0.7138182,"('fake', 'genuine')",0.7256064,0.7138182,-0.0117882
38,-0.64565647,-0.5738338,"('untruthful', 'truthful')",-0.6456565,-0.5738338,0.0718227
39,0.5145029,0.47504726,"('exploitative', 'cooperative')",0.5145029,0.4750473,-0.0394556
40,-1.1080788,-1.205504,"('stingy', 'generous')",-1.1080788,-1.2055039,-0.0974251
41,-0.06613284,-0.082396366,"('unforgiving', 'forgiving')",-0.0661328,-0.0823964,-0.0162636
42,-1.7387097,-1.7412736,"('unreliable', 'reliable')",-1.7387097,-1.7412736,-0.0025639
43,0.8253952,0.89860183,"('irresponsible', 'responsible')",0.8253952,0.8986018,0.0732066
44,-0.6684111,-0.7474851,"('prejudiced', 'unprejudiced')",-0.6684111,-0.7474851,-0.079074
45,0.11012955,0.06818932,"('incompetent', 'competent')",0.1101296,0.0681893,-0.0419403
46,-0.38889435,-0.32667786,"('uncompetitive', 'competitive')",-0.3888943,-0.3266779,0.0622164
47,4.9006515,5.101208,"('stupid', 'smart')",4.9006515,5.1012082,0.2005567
48,0.28933,0.3564961,"('unintelligent', 'intelligent')",0.28933,0.3564961,0.0671661
49,-0.07291007,0.03625316,"('unable', 'able')",-0.0729101,0.0362532,0.1091633
50,-0.63463515,-0.6385493,"('clumsy', 'skillful')",-0.6346352,-0.6385493,-0.0039141
51,0.49856296,0.47015095,"('uneducated', 'educated')",0.498563,0.4701509,-0.0284121
52,-0.41591486,-0.5051478,"('irrational', 'rational')",-0.4159149,-0.5051478,-0.0892329
53,-0.2870928,-0.3524782,"('uncreative', 'creative')",-0.2870928,-0.3524782,-0.0653854
54,0.86695176,0.9231455,"('incapable', 'capable')",0.8669518,0.9231455,0.0561937
55,0.7661459,0.88405925,"('incompetent', 'clever')",0.7661459,0.8840593,0.1179134
56,0.5445886,0.6000262,"('impractical', 'practical')",0.5445886,0.6000262,0.0554376
57,-2.28354,-2.2599785,"('unimaginative', 'imaginative')",-2.28354,-2.2599785,0.0235615
58,0.051862516,0.050351325,"('undiscriminating', 'discriminating')",0.0518625,0.0503513,-0.0015112
59,-0.37569922,-0.31836423,"('foolish', 'wise')",-0.3756992,-0.3183642,0.057335
60,0.28267246,0.43862998,"('inefficient', 'efficient')",0.2826725,0.43863,0.1559575
61,0.084472016,-0.019899376,"('illogical', 'logical')",0.084472,-0.0198994,-0.1043714
62,0.32900172,0.49160764,"('incompetent', 'brilliant')",0.3290017,0.4916076,0.1626059
63,-0.2459459,-0.12265433,"('unperceptive', 'insightful')",-0.2459459,-0.1226543,0.1232916
64,-5.6754427,-5.613247,"('shy', 'confident')",-5.6754427,-5.6132469,0.0621958
65,0.5232608,0.659909,"('insecure', 'secure')",0.5232608,0.659909,0.1366482
66,-0.08883245,-0.26571098,"('inactive', 'active')",-0.0888325,-0.265711,-0.1768785
67,-0.49152762,-0.45298976,"('doubtful', 'determined')",-0.4915276,-0.4529898,0.0385378
68,-0.7069084,-0.65838414,"('dependent', 'independent')",-0.7069084,-0.6583841,0.0485243
69,-2.0339785,-2.0632963,"('lazy', 'industrious')",-2.0339785,-2.0632963,-0.0293178
70,1.4805714,1.4274116,"('lethargic', 'energetic')",1.4805714,1.4274116,-0.0531598
71,0.76057893,0.7358122,"('diffident', 'self-confident')",0.7605789,0.7358122,-0.0247667
72,0.68373287,0.8364653,"('unambitious', 'ambitious')",0.6837329,0.8364653,0.1527324
73,-2.7723973,-2.7077768,"('helpless', 'self-reliant')",-2.7723973,-2.7077768,0.0646205
74,0.15438944,0.01976521,"('undedicated', 'dedicated')",0.1543894,0.0197652,-0.1346242
75,-0.62235117,-0.5747225,"('meek', 'impulsive')",-0.6223512,-0.5747225,0.0476287
76,0.7366364,0.74523807,"('anxious', 'daring')",0.7366364,0.7452381,0.0086017
77,-1.5704234,-1.4337443,"('unmotivated', 'motivated')",-1.5704234,-1.4337443,0.1366791
