,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.4457277,0.23521695,"('unsociable', 'sociable')",0.4457277,0.2352169,-0.2105108
1,1.5269504,1.4689543,"('unfriendly', 'friendly')",1.5269504,1.4689543,-0.0579961
2,0.5823256,0.6983892,"('unlikable', 'likable')",0.5823256,0.6983892,0.1160636
3,0.40468997,0.41007683,"('repellent', 'pleasant')",0.40469,0.4100768,0.0053868
4,-7.415148,-7.290441,"('disliked', 'liked')",-7.4151478,-7.290441,0.1247068
5,-0.18823542,-0.1265021,"('distant', 'outgoing')",-0.1882354,-0.1265021,0.0617333
6,0.038904384,0.12618183,"('distant', 'open')",0.0389044,0.1261818,0.0872774
7,0.7414486,0.8053372,"('insensitive', 'sensitive')",0.7414486,0.8053372,0.0638886
8,1.1996205,1.23874,"('unaffectionate', 'affectionate')",1.1996205,1.23874,0.0391195
9,2.454501,2.49628,"('unaffectionate', 'caring')",2.4545009,2.49628,0.0417791
10,1.4183413,1.4333968,"('unsympathetic', 'sympathetic')",1.4183413,1.4333968,0.0150555
11,2.5316658,2.6309245,"('unhelpful', 'helpful')",2.5316658,2.6309245,0.0992587
12,-1.4030946,-1.3257573,"('unsupportive', 'supportive')",-1.4030946,-1.3257573,0.0773373
13,0.2741436,0.18895918,"('impolite', 'polite')",0.2741436,0.1889592,-0.0851844
14,-0.38044664,-0.5087635,"('antisocial', 'social')",-0.3804466,-0.5087635,-0.1283169
15,0.33260453,0.3484448,"('boring', 'funny')",0.3326045,0.3484448,0.0158403
16,0.03445765,0.015214674,"('unpopular', 'popular')",0.0344577,0.0152147,-0.019243
17,-1.0267401,-1.0158148,"('nasty', 'nice')",-1.0267401,-1.0158148,0.0109253
18,-0.6106507,-0.7332726,"('disagreeable', 'welcoming')",-0.6106507,-0.7332726,-0.1226219
19,-0.5058571,-0.32247594,"('inhospitable', 'hospitable')",-0.5058571,-0.3224759,0.1833812
20,0.4128657,0.3229124,"('rough', 'thoughtful')",0.4128657,0.3229124,-0.0899533
21,0.10295863,0.1453198,"('immoral', 'moral')",0.1029586,0.1453198,0.0423612
22,-0.36833733,-0.3682993,"('untrustworthy', 'trustworthy')",-0.3683373,-0.3682993,3.8e-05
23,6.832469,6.793744,"('insincere', 'sincere')",6.832469,6.7937441,-0.0387249
24,1.8576776,1.8429828,"('dishonest', 'honest')",1.8576776,1.8429828,-0.0146948
25,0.3184471,0.18484685,"('egoistic', 'altruistic')",0.3184471,0.1848468,-0.1336003
26,0.17385636,0.09295968,"('hardhearted', 'benevolent')",0.1738564,0.0929597,-0.0808967
27,0.8417124,0.61345094,"('hardhearted', 'softhearted')",0.8417124,0.6134509,-0.2282615
28,1.6101915,1.5359942,"('disloyal', 'loyal')",1.6101915,1.5359942,-0.0741973
29,-0.5896846,-0.63397896,"('unfair', 'fair')",-0.5896846,-0.633979,-0.0442944
30,1.0811851,1.0699549,"('intolerant', 'tolerant')",1.0811851,1.0699549,-0.0112302
31,-2.4216993,-2.3123894,"('evil', 'good')",-2.4216993,-2.3123894,0.1093099
32,1.7418995,1.6588187,"('unkind', 'kind')",1.7418995,1.6588187,-0.0830808
33,-0.080334805,-0.1079072,"('wrong', 'right')",-0.0803348,-0.1079072,-0.0275724
34,4.624725,4.803822,"('mean', 'honorable')",4.6247249,4.803822,0.1790971
35,-1.2874705,-1.3833517,"('corrupt', 'incorrupt')",-1.2874705,-1.3833517,-0.0958812
36,-1.2239531,-1.2155045,"('hostile', 'amicable')",-1.2239531,-1.2155045,0.0084486
37,0.49003634,0.5412516,"('fake', 'genuine')",0.4900363,0.5412516,0.0512153
38,0.5662717,0.693361,"('untruthful', 'truthful')",0.5662717,0.693361,0.1270893
39,-0.4994142,-0.5105222,"('exploitative', 'cooperative')",-0.4994142,-0.5105222,-0.011108
40,-2.5619128,-2.67974,"('stingy', 'generous')",-2.5619128,-2.67974,-0.1178272
41,-0.12755471,-0.11104735,"('unforgiving', 'forgiving')",-0.1275547,-0.1110473,0.0165074
42,-2.3176658,-2.3442318,"('unreliable', 'reliable')",-2.3176658,-2.3442318,-0.026566
43,1.5140934,1.5063539,"('irresponsible', 'responsible')",1.5140934,1.5063539,-0.0077395
44,-1.6992329,-1.7618662,"('prejudiced', 'unprejudiced')",-1.6992329,-1.7618662,-0.0626333
45,0.16265427,0.20326532,"('incompetent', 'competent')",0.1626543,0.2032653,0.040611
46,-0.17535561,-0.25754565,"('uncompetitive', 'competitive')",-0.1753556,-0.2575457,-0.0821901
