,regency_male,regency_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.09513165,0.049670395,"('unsociable', 'sociable')",1.6929799,1.7451146,-0.6170632,-0.6622247,0.3269284,0.3775201,0.0505917
1,-0.2712047,-0.123043,"('unfriendly', 'friendly')",-0.11284998,-0.16176249,1.6419983,1.5275335,0.4193145,0.4142427,-0.0050718
2,0.8115399,0.9707432,"('unlikable', 'likable')",1.3795097,1.4955896,0.60264814,0.63597894,0.9312326,1.0341039,0.1028713
3,-0.5204741,-0.19742467,"('repellent', 'pleasant')",0.21410243,0.5570195,0.8380574,0.8700163,0.1772286,0.4098704,0.2326418
4,-1.0724411,-0.95013034,"('disliked', 'liked')",-0.38901868,-0.42943105,-7.8134356,-7.913697,-3.0916319,-3.0977529,-0.006121
5,-0.40306515,-0.53457165,"('distant', 'outgoing')",-0.09830822,-0.17032014,0.040465433,-0.004586717,-0.153636,-0.2364928,-0.0828568
6,-1.0373083,-1.0443093,"('distant', 'open')",-0.51819766,-0.5565333,0.5023671,0.48264137,-0.3510463,-0.3727337,-0.0216874
7,0.91363335,1.1887546,"('insensitive', 'sensitive')",1.4865067,1.8203665,0.013368405,0.085689925,0.8045028,1.0316037,0.2271009
8,0.08450936,0.16261536,"('unaffectionate', 'affectionate')",-0.02926565,-0.17872249,1.0607343,1.027077,0.3719927,0.33699,-0.0350027
9,0.5632516,0.6840497,"('unaffectionate', 'caring')",1.1803699,1.1750168,1.4666693,1.5292171,1.070097,1.1294279,0.0593309
10,0.36827236,0.8652588,"('unsympathetic', 'sympathetic')",0.83212125,1.2383177,-0.5708385,-0.45196235,0.2098517,0.5505381,0.3406864
11,0.43560365,0.5126726,"('unhelpful', 'helpful')",1.8218814,2.0302167,1.4279675,1.5266532,1.2284842,1.3565141,0.1280299
12,0.99061406,1.3084987,"('unsupportive', 'supportive')",2.4948056,2.8541737,-2.4135058,-2.3498263,0.3573047,0.6042821,0.2469774
13,-0.1829671,-0.22023517,"('impolite', 'polite')",0.5158762,0.6395279,-0.97214764,-0.8879996,-0.2130795,-0.1562356,0.0568439
