,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.43543035,-0.5612987,"('unsociable', 'sociable')",0.47612506,0.4867032,-0.22898446,-0.3700665,-0.0627632,-0.1482207,-0.0854575
1,-0.8594193,-0.86463714,"('unfriendly', 'friendly')",-0.5560267,-0.78060687,1.4301642,1.2748384,0.0049061,-0.1234685,-0.1283746
2,0.4835067,0.50320643,"('unlikable', 'likable')",0.6630538,0.7160625,1.0110688,1.0453024,0.7192098,0.7548571,0.0356473
3,-0.6465897,-0.56877804,"('repellent', 'pleasant')",-0.30762127,-0.058301292,0.82877445,0.88178736,-0.0418122,0.0849027,0.1267149
4,-0.6310313,-0.6712059,"('disliked', 'liked')",-1.0589633,-1.1502526,-6.9810824,-7.11025,-2.8903589,-2.9772361,-0.0868772
5,-0.554011,-0.48390236,"('distant', 'outgoing')",-1.3193389,-1.4447898,-0.47255334,-0.43401876,-0.7819677,-0.7875703,-0.0056026
6,-0.41389343,-0.3073671,"('distant', 'open')",-1.8172653,-1.9117564,-0.55947536,-0.5011713,-0.9302114,-0.9067649,0.0234465
7,0.080913045,0.116280206,"('insensitive', 'sensitive')",0.49661797,0.77173734,0.07393904,0.05760786,0.2171567,0.3152085,0.0980518
8,-0.51768494,-0.5251516,"('unaffectionate', 'affectionate')",-0.648993,-0.86558634,0.44662842,0.4043908,-0.2400165,-0.3287824,-0.0887659
9,0.08775884,0.09718506,"('unaffectionate', 'caring')",-0.2711281,-0.38992876,1.1439029,1.1572701,0.3201779,0.2881755,-0.0320024
10,0.61230725,0.56433725,"('unsympathetic', 'sympathetic')",0.46361122,0.6968798,-0.42925078,-0.45434475,0.2155559,0.2689575,0.0534016
11,0.59573793,0.60455287,"('unhelpful', 'helpful')",-0.044415414,0.0066617513,2.1568956,2.2010732,0.9027394,0.9374293,0.0346899
12,0.84099746,0.90199935,"('unsupportive', 'supportive')",0.5056452,0.64496917,-2.0081496,-2.039617,-0.2205023,-0.1642162,0.0562861
13,0.12853542,0.03600406,"('impolite', 'polite')",0.29991755,0.38658357,-0.72451043,-0.7587843,-0.0986858,-0.1120656,-0.0133798
14,0.3830754,0.36241832,"('antisocial', 'social')",2.0303752,2.2462127,0.10020005,0.011496301,0.8378836,0.8733758,0.0354922
15,0.23318903,0.18100183,"('boring', 'funny')",0.52893543,0.34897295,-0.16792023,-0.16821289,0.1980681,0.1205873,-0.0774808
16,-1.8905638,-1.8255671,"('unpopular', 'popular')",-0.83000576,-0.8743048,0.31014216,0.28470355,-0.8034759,-0.8050562,-0.0015803
17,0.029543005,0.14228728,"('nasty', 'nice')",-0.72186214,-0.5504489,-0.45756766,-0.38120976,-0.3832956,-0.2631238,0.1201718
18,0.5492795,0.6663747,"('disagreeable', 'welcoming')",-0.7156279,-0.6392311,-0.5697366,-0.5867885,-0.2453617,-0.1865483,0.0588134
19,-0.101127736,0.013031706,"('inhospitable', 'hospitable')",-2.2722628,-2.2242694,-0.84213805,-0.6965662,-1.0718428,-0.969268,0.1025748
20,0.32998955,0.3564303,"('rough', 'thoughtful')",0.44877777,0.52617955,0.8089807,0.82346404,0.5292494,0.5686913,0.0394419
21,0.8463015,0.75513685,"('immoral', 'moral')",0.7556799,0.9485701,-0.4587036,-0.43297672,0.3810926,0.4235768,0.0424842
22,-0.22752616,-0.28315768,"('untrustworthy', 'trustworthy')",0.3299633,0.43956885,-0.87267375,-0.9692916,-0.2567455,-0.2709602,-0.0142147
23,0.31022438,0.32196504,"('insincere', 'sincere')",0.8293504,0.9625161,5.9500284,5.8946166,2.3632011,2.3930326,0.0298315
24,1.4206517,1.3814216,"('dishonest', 'honest')",0.18088037,0.24164508,0.63417727,0.6013688,0.7452364,0.7414784,-0.003758
25,-0.35325631,-0.4028995,"('egoistic', 'altruistic')",-0.40051922,-0.56405765,1.1495383,1.0869342,0.1319209,0.0399924,-0.0919285
26,0.7049907,0.5284398,"('hardhearted', 'benevolent')",0.80174625,0.5968553,1.6502026,1.5058507,1.0523132,0.8770487,-0.1752645
27,0.39518622,0.448398,"('hardhearted', 'softhearted')",-0.67244023,-0.667188,0.7390586,0.7594209,0.1539349,0.1802103,0.0262754
28,0.9414192,0.8034429,"('disloyal', 'loyal')",-0.14813927,-0.26944974,1.4110126,1.203528,0.7347642,0.5791737,-0.1555905
29,-1.2315129,-1.2581205,"('unfair', 'fair')",-0.6353164,-0.68076426,0.007939167,-0.16161327,-0.61963,-0.700166,-0.080536
30,0.40505955,0.45165712,"('intolerant', 'tolerant')",1.2712295,1.399033,0.71559167,0.74265647,0.7972936,0.8644489,0.0671553
31,-1.1547918,-1.0574808,"('evil', 'good')",-1.5227836,-1.6456691,-0.99195665,-1.0206628,-1.2231774,-1.2412709,-0.0180935
32,0.19748794,0.024002895,"('unkind', 'kind')",0.24971315,0.24192086,0.8984781,0.67141813,0.4485597,0.3124473,-0.1361124
33,0.1171639,0.089848064,"('wrong', 'right')",0.13987277,0.006452527,-0.45934182,-0.56149995,-0.067435,-0.1550665,-0.0876315
34,-0.650849,-0.43366668,"('mean', 'honorable')",0.5996514,0.8235737,5.2711897,5.582249,1.7399974,1.9907187,0.2507213
35,-0.49057585,-0.517631,"('corrupt', 'incorrupt')",-1.2060462,-1.4875238,-0.71256477,-0.7568068,-0.8030623,-0.9206539,-0.1175916
36,-1.7564715,-1.744849,"('hostile', 'amicable')",-1.783074,-1.971213,-0.3975815,-0.44041002,-1.3123757,-1.3854907,-0.073115
37,-0.046429284,-0.038205788,"('fake', 'genuine')",-0.87965673,-0.7565965,-0.0123390425,0.013967582,-0.3128084,-0.2602782,0.0525302
38,0.20351915,0.25194916,"('untruthful', 'truthful')",-0.39591268,-0.41813686,0.013116758,0.06226728,-0.0597589,-0.0346401,0.0251188
39,1.6715375,1.7197034,"('exploitative', 'cooperative')",1.4751732,1.5734929,0.3796169,0.41702327,1.1754426,1.2367398,0.0612972
40,0.42909402,0.39454618,"('stingy', 'generous')",-0.05393192,-0.034091208,-2.1887143,-2.359447,-0.6045174,-0.6663307,-0.0618133
41,-0.22424473,-0.2021977,"('unforgiving', 'forgiving')",-0.087519035,0.02060691,0.07671234,0.0385837,-0.0783505,-0.047669,0.0306815
42,0.4717158,0.5618835,"('unreliable', 'reliable')",-0.10181157,0.12054729,-2.882303,-2.8175526,-0.8374662,-0.7117073,0.1257589
43,0.5265215,0.6670555,"('irresponsible', 'responsible')",0.5244331,0.70161027,0.35712677,0.3808917,0.4693604,0.5831858,0.1138254
44,-0.38455045,-0.31069967,"('prejudiced', 'unprejudiced')",-1.5531404,-1.4662391,-1.37784,-1.3457123,-1.1051769,-1.0408837,0.0642932
45,-0.5499092,-0.50391966,"('incompetent', 'competent')",-0.11062974,0.17161134,0.06490408,0.03320513,-0.1985449,-0.0997011,0.0988438
46,-0.09312405,-0.09253629,"('uncompetitive', 'competitive')",0.63394356,0.9702029,-1.0270387,-1.012564,-0.1620731,-0.0449658,0.1171073
47,-0.47518533,-0.41416138,"('stupid', 'smart')",0.76323617,0.7831683,5.553702,5.6425414,1.9472508,2.0038495,0.0565987
48,0.91111296,0.8770213,"('unintelligent', 'intelligent')",0.58046645,0.63556606,0.7308981,0.7441584,0.7408258,0.7522486,0.0114228
49,-0.45450413,-0.3487936,"('unable', 'able')",-0.70329434,-0.48515797,-0.29786363,-0.19812755,-0.4852207,-0.3440264,0.1411943
50,-0.19599009,-0.20618707,"('clumsy', 'skillful')",-1.0679095,-1.1256919,0.025554538,-0.020776927,-0.4127817,-0.4508853,-0.0381036
51,1.0207814,0.83289427,"('uneducated', 'educated')",0.2913604,0.28829604,0.37702525,0.24159211,0.5630557,0.4542608,-0.1087949
52,-0.29050112,-0.43152475,"('irrational', 'rational')",-1.0447096,-1.4016682,0.2440824,0.1306847,-0.3637094,-0.5675027,-0.2037933
53,-0.85433334,-0.9162699,"('uncreative', 'creative')",-0.4033343,-0.54506207,0.5908964,0.447787,-0.2222571,-0.3378483,-0.1155912
54,-0.09413391,-0.10496259,"('incapable', 'capable')",-0.45965207,-0.38670245,0.7515893,0.7804011,0.0659344,0.0962454,0.030311
55,0.2621198,0.29235962,"('incompetent', 'clever')",1.1705823,1.4711723,0.41179997,0.41814765,0.614834,0.7272265,0.1123925
56,0.78677815,0.80863035,"('impractical', 'practical')",2.0418668,2.2252834,-0.17416538,-0.16986868,0.8848265,0.9546816,0.0698551
57,-0.22084413,-0.349494,"('unimaginative', 'imaginative')",0.24842642,0.32866013,-3.0742183,-3.1068747,-1.0155454,-1.0425696,-0.0270242
58,0.4003197,0.4000508,"('undiscriminating', 'discriminating')",0.8847835,0.95206404,0.2735271,0.31916764,0.5195434,0.5570941,0.0375507
59,-0.31464273,-0.3452032,"('foolish', 'wise')",-0.5021958,-0.6959391,0.17744415,0.17514087,-0.2131314,-0.2886672,-0.0755358
60,0.39927992,0.49609414,"('inefficient', 'efficient')",1.8560573,2.184096,0.13188179,0.31464684,0.7957397,0.9982791,0.2025394
61,0.1766091,0.052718494,"('illogical', 'logical')",0.22774515,0.1234539,0.73438716,0.53205615,0.3795805,0.2360762,-0.1435043
62,0.17277542,0.3234219,"('incompetent', 'brilliant')",0.8597981,1.1774459,0.56984776,0.7187582,0.5341404,0.7398753,0.2057349
63,0.4028178,0.3925558,"('unperceptive', 'insightful')",0.6542068,0.83024144,0.35089028,0.37349397,0.469305,0.5320971,0.0627921
