,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,female-male
0,-1.9736927,-2.145271,"('unsociable', 'sociable')",-1.2696819,-1.3897411,-0.44326928,-0.7461535,0.15560192,-0.017981663,-0.8827605,-1.0747868,-0.1920263
1,-0.25563586,-0.41982162,"('unfriendly', 'friendly')",-0.74045175,-0.7921146,1.1353594,0.91422987,1.801502,1.6318179,0.4851934,0.3335279,-0.1516655
2,0.57631683,0.5521627,"('unlikable', 'likable')",0.792421,0.775124,1.6507318,1.658642,1.1273327,1.245586,1.0367006,1.0578787,0.0211781
3,-1.9477321,-1.9177971,"('repellent', 'pleasant')",-0.49436337,-0.51345116,-1.024582,-1.0173445,0.19583663,0.21783926,-0.8177103,-0.8076884,0.0100219
4,0.72173506,0.7406355,"('disliked', 'liked')",0.7391978,0.7112831,0.8205426,0.755131,-6.662814,-6.60711,-1.0953346,-1.1000152,-0.0046806
5,2.1039712,2.1616898,"('distant', 'outgoing')",1.638294,1.8139203,2.5400596,2.6277895,-0.012066852,0.0034270212,1.5675645,1.6517066,0.0841421
6,2.0362637,2.1258116,"('distant', 'open')",1.6386395,1.834154,2.4638724,2.5318594,0.20343299,0.19157961,1.5855522,1.6708512,0.085299
7,-2.1498048,-2.1434355,"('insensitive', 'sensitive')",-2.176061,-2.1916068,-2.05854,-2.117339,0.0066471333,-0.08360499,-1.5944397,-1.6339965,-0.0395568
8,-0.44689664,-0.54555887,"('unaffectionate', 'affectionate')",-0.47314686,-0.4840433,1.7113996,1.5333698,0.81631756,0.62076735,0.4019184,0.2811337,-0.1207847
9,-0.3354353,-0.4168462,"('unaffectionate', 'caring')",-0.7990705,-0.8092076,1.9530152,1.8133919,1.361461,1.2315034,0.5449926,0.4547104,-0.0902822
10,-3.2958536,-3.4193165,"('unsympathetic', 'sympathetic')",-2.886361,-2.977143,-2.931689,-3.0936394,-0.093433656,-0.26511392,-2.3018343,-2.4388032,-0.1369689
11,-1.8090811,-1.9211733,"('unhelpful', 'helpful')",-2.4263673,-2.4948292,-1.1102754,-1.1901443,1.8903258,1.7990705,-0.8638495,-0.9517691,-0.0879196
12,-0.80781955,-0.80302525,"('unsupportive', 'supportive')",-0.47976357,-0.42944434,0.13204345,0.07027903,-1.7504282,-1.7560178,-0.7264919,-0.7295521,-0.0030602
13,-1.7971158,-1.8779706,"('impolite', 'polite')",-2.519878,-2.6362257,-1.1715311,-1.2782003,0.23467225,0.11828418,-1.3134632,-1.4185281,-0.1050649
14,-1.9830394,-2.0836062,"('antisocial', 'social')",-0.8570927,-1.0019294,-0.58143455,-0.8370696,-0.118157536,-0.25077808,-0.884931,-1.0433458,-0.1584148
