,immigration_male,immigration_female,tuple,average_male,average_female,female-male
0,-0.055799626,-0.12106112,"('unsociable', 'sociable')",-0.0557996,-0.1210611,-0.0652615
1,2.2738688,2.1675966,"('unfriendly', 'friendly')",2.2738688,2.1675966,-0.1062722
2,0.68497837,0.66969013,"('unlikable', 'likable')",0.6849784,0.6696901,-0.0152883
3,-0.23421998,0.09817511,"('repellent', 'pleasant')",-0.23422,0.0981751,0.3323951
4,-7.2111187,-7.1488805,"('disliked', 'liked')",-7.2111187,-7.1488805,0.0622382
5,0.32684368,0.27894664,"('distant', 'outgoing')",0.3268437,0.2789466,-0.0478971
6,0.46626082,0.4178055,"('distant', 'open')",0.4662608,0.4178055,-0.0484553
7,0.39547256,0.6085174,"('insensitive', 'sensitive')",0.3954726,0.6085174,0.2130448
8,1.9260664,1.8279203,"('unaffectionate', 'affectionate')",1.9260664,1.8279203,-0.0981461
9,2.3151689,2.3321857,"('unaffectionate', 'caring')",2.3151689,2.3321857,0.0170168
10,0.19923362,0.30769768,"('unsympathetic', 'sympathetic')",0.1992336,0.3076977,0.1084641
11,2.162292,2.2226608,"('unhelpful', 'helpful')",2.162292,2.2226608,0.0603688
12,-1.0978903,-0.96193343,"('unsupportive', 'supportive')",-1.0978903,-0.9619334,0.1359569
13,-0.12739567,-0.10340242,"('impolite', 'polite')",-0.1273957,-0.1034024,0.0239933
14,0.34124875,0.260634,"('antisocial', 'social')",0.3412488,0.260634,-0.0806148
15,0.23200628,0.17218989,"('boring', 'funny')",0.2320063,0.1721899,-0.0598164
16,-0.6987469,-0.58464026,"('unpopular', 'popular')",-0.6987469,-0.5846403,0.1141066
17,0.08063202,0.0855663,"('nasty', 'nice')",0.080632,0.0855663,0.0049343
18,0.014609046,-0.050872467,"('disagreeable', 'welcoming')",0.014609,-0.0508725,-0.0654815
19,0.08653384,0.06903221,"('inhospitable', 'hospitable')",0.0865338,0.0690322,-0.0175016
20,-0.0008574836,0.032088704,"('rough', 'thoughtful')",-0.0008575,0.0320887,0.0329462
21,-0.2535034,-0.12947118,"('immoral', 'moral')",-0.2535034,-0.1294712,0.1240322
22,-1.0191482,-0.8592963,"('untrustworthy', 'trustworthy')",-1.0191482,-0.8592963,0.1598519
23,6.676359,6.764201,"('insincere', 'sincere')",6.6763592,6.7642012,0.087842
24,1.8301288,1.8546822,"('dishonest', 'honest')",1.8301288,1.8546822,0.0245534
25,1.4770163,1.4213243,"('egoistic', 'altruistic')",1.4770163,1.4213243,-0.055692
26,1.9057765,1.5119668,"('hardhearted', 'benevolent')",1.9057765,1.5119668,-0.3938097
27,1.2293559,1.2940972,"('hardhearted', 'softhearted')",1.2293559,1.2940972,0.0647413
28,1.7034351,1.5694097,"('disloyal', 'loyal')",1.7034351,1.5694097,-0.1340254
29,-1.242087,-1.277327,"('unfair', 'fair')",-1.242087,-1.2773269,-0.0352399
30,0.96521616,0.96646047,"('intolerant', 'tolerant')",0.9652162,0.9664605,0.0012443
31,-1.3971117,-1.3169519,"('evil', 'good')",-1.3971117,-1.3169519,0.0801598
32,1.3743598,1.2183812,"('unkind', 'kind')",1.3743598,1.2183812,-0.1559786
33,0.604329,0.45778775,"('wrong', 'right')",0.604329,0.4577878,-0.1465412
34,5.190238,5.28203,"('mean', 'honorable')",5.190238,5.2820301,0.0917921
35,-0.73699313,-0.945466,"('corrupt', 'incorrupt')",-0.7369931,-0.945466,-0.2084729
36,-0.16112973,-0.35418683,"('hostile', 'amicable')",-0.1611297,-0.3541868,-0.1930571
37,0.16594882,0.32779154,"('fake', 'genuine')",0.1659488,0.3277915,0.1618427
38,0.91293186,0.81879777,"('untruthful', 'truthful')",0.9129319,0.8187978,-0.0941341
39,0.044880047,0.09778398,"('exploitative', 'cooperative')",0.04488,0.097784,0.052904
40,-2.061392,-1.9229275,"('stingy', 'generous')",-2.0613921,-1.9229275,0.1384646
41,0.80871063,0.6769296,"('unforgiving', 'forgiving')",0.8087106,0.6769296,-0.131781
42,-3.3452408,-3.096084,"('unreliable', 'reliable')",-3.3452408,-3.0960841,0.2491567
43,0.97854644,1.0071172,"('irresponsible', 'responsible')",0.9785464,1.0071172,0.0285708
44,-1.9889818,-1.9682614,"('prejudiced', 'unprejudiced')",-1.9889818,-1.9682614,0.0207204
45,-0.18040122,-0.03803281,"('incompetent', 'competent')",-0.1804012,-0.0380328,0.1423684
46,-1.4761546,-1.3065236,"('uncompetitive', 'competitive')",-1.4761546,-1.3065236,0.169631
47,5.986481,5.877822,"('stupid', 'smart')",5.9864812,5.8778219,-0.1086593
48,0.42211416,0.42299145,"('unintelligent', 'intelligent')",0.4221142,0.4229915,0.0008773
49,-0.15686238,0.061161693,"('unable', 'able')",-0.1568624,0.0611617,0.2180241
50,-0.41857845,-0.3510513,"('clumsy', 'skillful')",-0.4185784,-0.3510513,0.0675271
51,-0.008818334,0.15982997,"('uneducated', 'educated')",-0.0088183,0.15983,0.1686483
52,0.34828717,0.18281212,"('irrational', 'rational')",0.3482872,0.1828121,-0.1654751
53,0.49344033,0.3816781,"('uncreative', 'creative')",0.4934403,0.3816781,-0.1117622
54,1.0178252,1.1419744,"('incapable', 'capable')",1.0178252,1.1419744,0.1241492
55,-0.34581056,-0.06412084,"('incompetent', 'clever')",-0.3458106,-0.0641208,0.2816898
56,0.7737721,0.90190804,"('impractical', 'practical')",0.7737721,0.901908,0.1281359
57,-2.9308035,-2.832236,"('unimaginative', 'imaginative')",-2.9308035,-2.8322361,0.0985674
58,0.064638816,0.08385877,"('undiscriminating', 'discriminating')",0.0646388,0.0838588,0.01922
59,0.58133733,0.49592155,"('foolish', 'wise')",0.5813373,0.4959216,-0.0854157
60,0.26683474,0.41017023,"('inefficient', 'efficient')",0.2668347,0.4101702,0.1433355
61,0.4874381,0.33459315,"('illogical', 'logical')",0.4874381,0.3345931,-0.152845
62,0.25887966,0.5848874,"('incompetent', 'brilliant')",0.2588797,0.5848874,0.3260077
63,0.39279145,0.5616122,"('unperceptive', 'insightful')",0.3927915,0.5616122,0.1688207
64,-7.0960665,-6.8690524,"('shy', 'confident')",-7.0960665,-6.8690524,0.2270141
65,-0.49976313,-0.32890296,"('insecure', 'secure')",-0.4997631,-0.328903,0.1708601
66,0.0054030158,-0.21281293,"('inactive', 'active')",0.005403,-0.2128129,-0.2182159
67,-0.18064496,-0.33194292,"('doubtful', 'determined')",-0.180645,-0.3319429,-0.1512979
68,-1.4152696,-1.2664415,"('dependent', 'independent')",-1.4152696,-1.2664415,0.1488281
69,-0.92188543,-1.0557623,"('lazy', 'industrious')",-0.9218854,-1.0557623,-0.1338769
70,-0.31153032,0.06780218,"('lethargic', 'energetic')",-0.3115303,0.0678022,0.3793325
71,0.74335957,0.65189344,"('diffident', 'self-confident')",0.7433596,0.6518934,-0.0914662
72,0.75551057,0.8323698,"('unambitious', 'ambitious')",0.7555106,0.8323698,0.0768592
73,-3.5018036,-3.2182472,"('helpless', 'self-reliant')",-3.5018036,-3.2182472,0.2835564
74,-0.083085775,-0.03703881,"('undedicated', 'dedicated')",-0.0830858,-0.0370388,0.046047
75,-1.287201,-1.2032226,"('meek', 'impulsive')",-1.287201,-1.2032226,0.0839784
76,-0.6201863,-0.5884971,"('anxious', 'daring')",-0.6201863,-0.5884971,0.0316892
