,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
0,0.8866901,0.83159494,"('unsociable', 'sociable')",0.8866901,0.8315949,-0.0550952
1,-0.7595639,-1.0382429,"('unfriendly', 'friendly')",-0.7595639,-1.0382429,-0.278679
2,-0.94752294,-0.92881215,"('unlikable', 'likable')",-0.9475229,-0.9288121,0.0187108
3,-0.97077686,-0.8722532,"('repellent', 'pleasant')",-0.9707769,-0.8722532,0.0985237
4,-2.7173896,-2.5153027,"('disliked', 'liked')",-2.7173896,-2.5153027,0.2020869
5,-0.69017303,-0.7718613,"('distant', 'outgoing')",-0.690173,-0.7718613,-0.0816883
6,-0.50525105,-0.64141905,"('distant', 'open')",-0.505251,-0.6414191,-0.1361681
7,0.201298,0.32523686,"('insensitive', 'sensitive')",0.201298,0.3252369,0.1239389
8,-0.08444463,-0.22756696,"('unaffectionate', 'affectionate')",-0.0844446,-0.227567,-0.1431224
9,-0.24518049,-0.3776579,"('unaffectionate', 'caring')",-0.2451805,-0.3776579,-0.1324774
10,-0.053116895,-0.023833804,"('unsympathetic', 'sympathetic')",-0.0531169,-0.0238338,0.0292831
11,0.41911525,0.52979356,"('unhelpful', 'helpful')",0.4191152,0.5297936,0.1106784
12,-0.7826818,-0.6963273,"('unsupportive', 'supportive')",-0.7826818,-0.6963273,0.0863545
13,-0.03659921,0.0022531264,"('impolite', 'polite')",-0.0365992,0.0022531,0.0388523
14,0.38781756,0.48993632,"('antisocial', 'social')",0.3878176,0.4899363,0.1021187
15,1.2268844,1.1329038,"('boring', 'funny')",1.2268844,1.1329038,-0.0939806
16,-0.60174006,-0.68109167,"('unpopular', 'popular')",-0.6017401,-0.6810917,-0.0793516
17,0.06807268,0.20000124,"('nasty', 'nice')",0.0680727,0.2000012,0.1319285
18,-2.06931,-2.0300722,"('disagreeable', 'welcoming')",-2.0693099,-2.0300722,0.0392377
19,-1.6973242,-1.6622459,"('inhospitable', 'hospitable')",-1.6973242,-1.6622459,0.0350783
20,-0.36142603,-0.3491074,"('rough', 'thoughtful')",-0.361426,-0.3491074,0.0123186
21,-0.24868321,-0.040045507,"('immoral', 'moral')",-0.2486832,-0.0400455,0.2086377
22,-0.62354636,-0.5661578,"('untrustworthy', 'trustworthy')",-0.6235464,-0.5661578,0.0573886
23,1.829899,1.7179708,"('insincere', 'sincere')",1.829899,1.7179708,-0.1119282
24,-0.4809633,-0.5060101,"('dishonest', 'honest')",-0.4809633,-0.5060101,-0.0250468
25,-0.106803074,-0.2996994,"('egoistic', 'altruistic')",-0.1068031,-0.2996994,-0.1928963
26,0.80767775,0.6286224,"('hardhearted', 'benevolent')",0.8076777,0.6286224,-0.1790553
27,0.30171508,0.19203338,"('hardhearted', 'softhearted')",0.3017151,0.1920334,-0.1096817
