,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-0.9988369,-1.0946016,"('unsociable', 'sociable')",-0.9988369,-1.0946016,-0.0957647
1,0.40558416,0.11607638,"('unfriendly', 'friendly')",0.4055842,0.1160764,-0.2895078
2,0.63166475,0.67877024,"('unlikable', 'likable')",0.6316648,0.6787702,0.0471054
3,-0.71827763,-0.6282429,"('repellent', 'pleasant')",-0.7182776,-0.6282429,0.0900347
4,-0.7850679,-0.75807077,"('disliked', 'liked')",-0.7850679,-0.7580708,0.0269971
5,1.2570918,1.1326231,"('distant', 'outgoing')",1.2570918,1.1326231,-0.1244687
6,1.0518448,0.8851721,"('distant', 'open')",1.0518448,0.8851721,-0.1666727
7,-1.1272498,-1.0746076,"('insensitive', 'sensitive')",-1.1272498,-1.0746076,0.0526422
8,-0.75220793,-0.92021656,"('unaffectionate', 'affectionate')",-0.7522079,-0.9202166,-0.1680087
9,-0.4923939,-0.66917914,"('unaffectionate', 'caring')",-0.4923939,-0.6691791,-0.1767852
10,-2.4514136,-2.4573424,"('unsympathetic', 'sympathetic')",-2.4514136,-2.4573424,-0.0059288
11,-1.0533292,-1.0041885,"('unhelpful', 'helpful')",-1.0533292,-1.0041885,0.0491407
12,-1.2806363,-1.2643052,"('unsupportive', 'supportive')",-1.2806363,-1.2643052,0.0163311
13,-1.2057374,-1.1768273,"('impolite', 'polite')",-1.2057374,-1.1768273,0.0289101
14,-0.78298706,-0.7101903,"('antisocial', 'social')",-0.7829871,-0.7101903,0.0727968
15,0.28995606,0.16025932,"('boring', 'funny')",0.2899561,0.1602593,-0.1296968
16,0.14995366,0.09780024,"('unpopular', 'popular')",0.1499537,0.0978002,-0.0521535
17,0.05993085,0.112432614,"('nasty', 'nice')",0.0599308,0.1124326,0.0525018
18,-0.49628562,-0.5631386,"('disagreeable', 'welcoming')",-0.4962856,-0.5631386,-0.066853
19,-0.44823807,-0.508843,"('inhospitable', 'hospitable')",-0.4482381,-0.508843,-0.0606049
20,-0.77424675,-0.7543396,"('rough', 'thoughtful')",-0.7742468,-0.7543396,0.0199072
21,-1.115236,-1.075574,"('immoral', 'moral')",-1.115236,-1.075574,0.039662
22,-0.6106794,-0.633037,"('untrustworthy', 'trustworthy')",-0.6106794,-0.633037,-0.0223576
23,0.41396207,0.31975737,"('insincere', 'sincere')",0.4139621,0.3197574,-0.0942047
24,-0.30762374,-0.41410035,"('dishonest', 'honest')",-0.3076237,-0.4141003,-0.1064766
25,0.26179564,0.14840232,"('egoistic', 'altruistic')",0.2617956,0.1484023,-0.1133933
26,0.0019793715,-0.17629072,"('hardhearted', 'benevolent')",0.0019794,-0.1762907,-0.1782701
27,0.0692469,0.08609581,"('hardhearted', 'softhearted')",0.0692469,0.0860958,0.0168489
28,-0.69934773,-0.8485448,"('disloyal', 'loyal')",-0.6993477,-0.8485448,-0.1491971
29,-0.06609012,-0.09554917,"('unfair', 'fair')",-0.0660901,-0.0955492,-0.0294591
30,-0.9539273,-0.9043056,"('intolerant', 'tolerant')",-0.9539273,-0.9043056,0.0496217
31,0.31915757,0.20697972,"('evil', 'good')",0.3191576,0.2069797,-0.1121779
32,0.30637264,0.20177227,"('unkind', 'kind')",0.3063726,0.2017723,-0.1046003
33,1.0073706,0.8569575,"('wrong', 'right')",1.0073706,0.8569575,-0.1504131
34,0.7132774,0.7643944,"('mean', 'honorable')",0.7132774,0.7643944,0.051117
35,1.1582056,1.0403714,"('corrupt', 'incorrupt')",1.1582056,1.0403714,-0.1178342
36,0.4933601,0.32418564,"('hostile', 'amicable')",0.4933601,0.3241856,-0.1691745
37,-0.29515436,-0.26752663,"('fake', 'genuine')",-0.2951544,-0.2675266,0.0276278
38,-0.1269403,-0.17637834,"('untruthful', 'truthful')",-0.1269403,-0.1763783,-0.049438
39,0.20590153,0.2513395,"('exploitative', 'cooperative')",0.2059015,0.2513395,0.045438
40,-0.13902637,-0.17263333,"('stingy', 'generous')",-0.1390264,-0.1726333,-0.0336069
41,-0.5034316,-0.54064566,"('unforgiving', 'forgiving')",-0.5034316,-0.5406457,-0.0372141
42,-0.47761688,-0.4166717,"('unreliable', 'reliable')",-0.4776169,-0.4166717,0.0609452
43,-1.3144093,-1.3331063,"('irresponsible', 'responsible')",-1.3144093,-1.3331063,-0.018697
44,0.35116434,0.4307751,"('prejudiced', 'unprejudiced')",0.3511643,0.4307751,0.0796108
45,-1.6830171,-1.6464372,"('incompetent', 'competent')",-1.6830171,-1.6464372,0.0365799
46,-1.8811597,-1.8025424,"('uncompetitive', 'competitive')",-1.8811597,-1.8025424,0.0786173
47,0.707582,0.7704729,"('stupid', 'smart')",0.707582,0.7704729,0.0628909
48,-1.0864334,-1.0913795,"('unintelligent', 'intelligent')",-1.0864334,-1.0913795,-0.0049461
