,discover_male,discover_female,tuple,financial_male,financial_female,services_male,services_female,average_male,average_female,female-male
0,0.6918069,0.492714,"('unsociable', 'sociable')",-0.28875202,-0.38851893,0.4689468,0.32346097,0.2906672,0.142552,-0.1481152
1,-0.9212729,-0.83374995,"('unfriendly', 'friendly')",0.8640723,0.8018077,-0.46515858,-0.63421834,-0.1741197,-0.2220535,-0.0479338
2,0.6454799,0.67819434,"('unlikable', 'likable')",2.0141027,2.0688415,1.5191225,1.5042791,1.3929017,1.417105,0.0242033
3,0.47170752,0.5176458,"('repellent', 'pleasant')",-0.7015374,-0.67353964,0.6742249,0.81487954,0.1481317,0.2196619,0.0715302
4,-1.5698177,-1.5051703,"('disliked', 'liked')",0.16617864,0.21161412,-3.492156,-3.3891554,-1.6319316,-1.5609039,0.0710277
5,-1.0996556,-0.99385715,"('distant', 'outgoing')",1.0243897,1.0934049,-0.6956727,-0.65123624,-0.2569795,-0.1838962,0.0730833
6,-1.2261955,-1.053789,"('distant', 'open')",0.22340941,0.31211695,-1.1344352,-1.0835903,-0.7124071,-0.6084208,0.1039863
7,1.5955313,1.4913876,"('insensitive', 'sensitive')",0.08535461,0.09564603,0.22384098,0.2528336,0.634909,0.6132891,-0.0216199
8,-0.6465038,-0.55354,"('unaffectionate', 'affectionate')",-0.019161977,-0.059699494,-0.73889273,-0.7875357,-0.4681862,-0.4669251,0.0012611
9,0.35634774,0.33319876,"('unaffectionate', 'caring')",0.87994635,0.8423454,1.0137831,0.9619577,0.7500257,0.7125006,-0.0375251
10,1.6476015,1.5090494,"('unsympathetic', 'sympathetic')",-1.6888434,-1.6744554,0.1698314,0.25797126,0.0428632,0.0308551,-0.0120081
11,1.7435399,1.6396927,"('unhelpful', 'helpful')",-0.35487658,-0.4185309,2.6797569,2.6055713,1.3561401,1.2755777,-0.0805624
12,1.2088472,1.2084119,"('unsupportive', 'supportive')",0.749918,0.7971921,-0.20059933,-0.08890808,0.5860553,0.6388987,0.0528434
13,0.86687684,0.6217124,"('impolite', 'polite')",-0.077988006,-0.11718586,0.65569794,0.54874945,0.4815289,0.351092,-0.1304369
14,1.7069285,1.528049,"('antisocial', 'social')",1.5069078,1.4587482,0.6371038,0.52600443,1.2836467,1.1709339,-0.1127128
15,0.29252437,0.2096682,"('boring', 'funny')",0.5627119,0.51481885,-0.64939815,-0.7303815,0.0686127,-0.0019648,-0.0705775
