,moderna_male,moderna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.22972456,0.32191345,"('unsociable', 'sociable')",-0.57542896,-0.67663306,-0.1728522,-0.1773598,-0.0045076
1,-0.48465118,-0.64793515,"('unfriendly', 'friendly')",1.9447514,1.8202302,0.7300501,0.5861475,-0.1439026
2,0.8763422,0.9327352,"('unlikable', 'likable')",0.6827313,0.777899,0.7795367,0.8553171,0.0757804
3,0.2733286,0.5046089,"('repellent', 'pleasant')",0.5604613,0.65278584,0.4168949,0.5786974,0.1618025
4,-0.523843,-0.6261353,"('disliked', 'liked')",-6.626465,-6.721666,-3.5751538,-3.6739006,-0.0987468
5,-0.6917848,-0.8228206,"('distant', 'outgoing')",-0.009207778,-0.06217075,-0.3504963,-0.4424957,-0.0919994
6,-1.0265121,-1.145787,"('distant', 'open')",0.45341566,0.43225157,-0.2865483,-0.3567677,-0.0702194
7,0.20800187,0.45135415,"('insensitive', 'sensitive')",0.5344542,0.5737346,0.371228,0.5125444,0.1413164
8,-0.4838192,-0.5741005,"('unaffectionate', 'affectionate')",1.2051263,1.0570596,0.3606535,0.2414796,-0.1191739
9,-0.65514636,-0.690859,"('unaffectionate', 'caring')",1.2325444,1.1435666,0.288699,0.2263538,-0.0623452
10,0.057388052,0.33939162,"('unsympathetic', 'sympathetic')",-0.5194391,-0.5342397,-0.2310255,-0.097424,0.1336015
11,0.0017945021,0.13855954,"('unhelpful', 'helpful')",1.2643071,1.3696369,0.6330508,0.7540982,0.1210474
12,0.25723308,0.4808338,"('unsupportive', 'supportive')",-1.8057386,-1.8121217,-0.7742528,-0.665644,0.1086088
13,0.37262136,0.46112233,"('impolite', 'polite')",-0.712079,-0.677719,-0.1697288,-0.1082983,0.0614305
14,1.7739651,1.956045,"('antisocial', 'social')",-0.22738555,-0.24028723,0.7732898,0.8578789,0.0845891
15,0.08290982,-0.106066056,"('boring', 'funny')",0.79040873,0.72698385,0.4366593,0.3104589,-0.1262004
16,-1.7947775,-1.8640934,"('unpopular', 'popular')",0.030036733,0.080400854,-0.8823704,-0.8918463,-0.0094759
17,-0.6441802,-0.62472165,"('nasty', 'nice')",-0.2099147,-0.17666206,-0.4270474,-0.4006919,0.0263555
18,-0.052451722,0.1283372,"('disagreeable', 'welcoming')",-0.33885753,-0.30564672,-0.1956546,-0.0886548,0.1069998
19,-0.8079754,-0.8376503,"('inhospitable', 'hospitable')",0.26100284,0.3312206,-0.2734863,-0.2532148,0.0202715
20,0.98194283,0.9699178,"('rough', 'thoughtful')",1.0833352,0.9959113,1.032639,0.9829146,-0.0497244
21,1.18705,1.3139547,"('immoral', 'moral')",-0.49910256,-0.40905514,0.3439737,0.4524498,0.1084761
22,0.88841236,0.99259806,"('untrustworthy', 'trustworthy')",-0.8398942,-0.872783,0.0242591,0.0599075,0.0356484
23,0.3131286,0.49594596,"('insincere', 'sincere')",5.5761614,5.576957,2.9446449,3.0364516,0.0918067
24,0.110838585,0.124370426,"('dishonest', 'honest')",0.8967386,0.8536866,0.5037886,0.4890285,-0.0147601
25,-0.42677367,-0.6383856,"('egoistic', 'altruistic')",1.8989166,1.8054298,0.7360715,0.5835221,-0.1525494
26,0.90527827,0.7318453,"('hardhearted', 'benevolent')",2.1025932,2.0363386,1.5039357,1.384092,-0.1198437
27,0.15238936,0.10987494,"('hardhearted', 'softhearted')",1.7148191,1.5442868,0.9336042,0.8270809,-0.1065233
28,-0.25783187,-0.41534138,"('disloyal', 'loyal')",0.8696537,0.72072613,0.3059109,0.1526924,-0.1532185
