,cockpit_male,cockpit_female,tuple,average_male,average_female,female-male
0,-0.23266795,-0.051581275,"('unsociable', 'sociable')",-0.232668,-0.0515813,0.1810867
1,2.0523818,1.737843,"('unfriendly', 'friendly')",2.0523818,1.737843,-0.3145388
2,0.64004934,0.91148853,"('unlikable', 'likable')",0.6400493,0.9114885,0.2714392
3,0.79289615,1.188032,"('repellent', 'pleasant')",0.7928962,1.188032,0.3951358
4,-7.3336306,-7.064442,"('disliked', 'liked')",-7.3336306,-7.0644422,0.2691884
5,0.19515613,0.13359776,"('distant', 'outgoing')",0.1951561,0.1335978,-0.0615583
6,0.3858093,0.33228937,"('distant', 'open')",0.3858093,0.3322894,-0.0535199
7,1.3605244,1.5788134,"('insensitive', 'sensitive')",1.3605244,1.5788134,0.218289
8,1.6235884,1.2942625,"('unaffectionate', 'affectionate')",1.6235884,1.2942625,-0.3293259
9,1.9783002,1.7329891,"('unaffectionate', 'caring')",1.9783002,1.7329891,-0.2453111
10,0.86481047,1.3253024,"('unsympathetic', 'sympathetic')",0.8648105,1.3253024,0.4604919
11,2.058949,2.0888462,"('unhelpful', 'helpful')",2.058949,2.0888462,0.0298972
12,-0.9385024,-0.77334225,"('unsupportive', 'supportive')",-0.9385024,-0.7733423,0.1651601
13,0.030751199,0.13666329,"('impolite', 'polite')",0.0307512,0.1366633,0.1059121
14,-0.22714345,0.09655858,"('antisocial', 'social')",-0.2271435,0.0965586,0.3237021
15,0.50867844,0.40248746,"('boring', 'funny')",0.5086784,0.4024875,-0.1061909
16,-0.47572827,-0.3439868,"('unpopular', 'popular')",-0.4757283,-0.3439868,0.1317415
17,-0.2600372,-0.09762491,"('nasty', 'nice')",-0.2600372,-0.0976249,0.1624123
18,-0.2888156,-0.1271477,"('disagreeable', 'welcoming')",-0.2888156,-0.1271477,0.1616679
19,0.036631938,0.06876062,"('inhospitable', 'hospitable')",0.0366319,0.0687606,0.0321287
20,0.76034665,0.6696228,"('rough', 'thoughtful')",0.7603467,0.6696228,-0.0907239
21,-0.059787087,0.34251624,"('immoral', 'moral')",-0.0597871,0.3425162,0.4023033
22,-0.11971687,0.118054435,"('untrustworthy', 'trustworthy')",-0.1197169,0.1180544,0.2377713
23,6.9405203,6.9198265,"('insincere', 'sincere')",6.9405203,6.9198265,-0.0206938
24,2.150162,2.2898493,"('dishonest', 'honest')",2.150162,2.2898493,0.1396873
25,0.6461146,0.46290052,"('egoistic', 'altruistic')",0.6461146,0.4629005,-0.1832141
26,0.22021164,0.039370984,"('hardhearted', 'benevolent')",0.2202116,0.039371,-0.1808406
27,1.554454,1.4381871,"('hardhearted', 'softhearted')",1.554454,1.4381871,-0.1162669
28,1.1687903,1.2876241,"('disloyal', 'loyal')",1.1687903,1.2876241,0.1188338
29,0.16877924,-0.013431011,"('unfair', 'fair')",0.1687792,-0.013431,-0.1822102
30,1.1585934,1.1949617,"('intolerant', 'tolerant')",1.1585934,1.1949617,0.0363683
31,-0.83194697,-0.9653952,"('evil', 'good')",-0.831947,-0.9653952,-0.1334482
32,1.2446804,1.2576449,"('unkind', 'kind')",1.2446804,1.2576449,0.0129645
33,-0.23370518,-0.33163357,"('wrong', 'right')",-0.2337052,-0.3316336,-0.0979284
34,5.046122,4.9312873,"('mean', 'honorable')",5.0461221,4.9312873,-0.1148348
35,-0.63024783,-0.8478114,"('corrupt', 'incorrupt')",-0.6302478,-0.8478114,-0.2175636
36,-0.3422348,-0.78282344,"('hostile', 'amicable')",-0.3422348,-0.7828234,-0.4405886
37,1.1384571,1.0987859,"('fake', 'genuine')",1.1384571,1.0987859,-0.0396712
38,0.4005231,0.28907692,"('untruthful', 'truthful')",0.4005231,0.2890769,-0.1114462
39,0.018780135,0.02919827,"('exploitative', 'cooperative')",0.0187801,0.0291983,0.0104182
40,-1.3818433,-1.0848037,"('stingy', 'generous')",-1.3818433,-1.0848037,0.2970396
41,-0.22290817,-0.073278695,"('unforgiving', 'forgiving')",-0.2229082,-0.0732787,0.1496295
42,-2.2455518,-1.7613791,"('unreliable', 'reliable')",-2.2455518,-1.7613791,0.4841727
43,1.52007,1.5249778,"('irresponsible', 'responsible')",1.52007,1.5249778,0.0049078
44,-1.2862389,-1.5402833,"('prejudiced', 'unprejudiced')",-1.2862389,-1.5402833,-0.2540444
45,0.109498315,0.5791224,"('incompetent', 'competent')",0.1094983,0.5791224,0.4696241
46,-0.66604036,-0.31381968,"('uncompetitive', 'competitive')",-0.6660404,-0.3138197,0.3522207
47,5.72853,5.861115,"('stupid', 'smart')",5.7285299,5.861115,0.1325851
48,0.8763362,0.97622406,"('unintelligent', 'intelligent')",0.8763362,0.9762241,0.0998879
49,0.6264404,0.7109986,"('unable', 'able')",0.6264404,0.7109986,0.0845582
50,0.108615644,0.32477802,"('clumsy', 'skillful')",0.1086156,0.324778,0.2161624
51,0.6473318,0.95029503,"('uneducated', 'educated')",0.6473318,0.950295,0.3029632
52,0.065648615,-0.14468396,"('irrational', 'rational')",0.0656486,-0.144684,-0.2103326
53,0.85464555,0.770153,"('uncreative', 'creative')",0.8546456,0.770153,-0.0844926
54,1.5838274,1.652845,"('incapable', 'capable')",1.5838274,1.652845,0.0690176
55,0.7813313,1.0935704,"('incompetent', 'clever')",0.7813313,1.0935704,0.3122391
56,0.5369374,0.80000126,"('impractical', 'practical')",0.5369374,0.8000013,0.2630639
57,-2.7736106,-2.402609,"('unimaginative', 'imaginative')",-2.7736106,-2.4026091,0.3710015
58,0.010558495,-0.056292973,"('undiscriminating', 'discriminating')",0.0105585,-0.056293,-0.0668515
59,0.38852283,0.46620813,"('foolish', 'wise')",0.3885228,0.4662081,0.0776853
60,0.24804245,0.53460175,"('inefficient', 'efficient')",0.2480424,0.5346017,0.2865593
61,0.62522125,0.6158975,"('illogical', 'logical')",0.6252213,0.6158975,-0.0093238
62,1.3281418,1.8172071,"('incompetent', 'brilliant')",1.3281418,1.8172071,0.4890653
63,0.79311866,1.249772,"('unperceptive', 'insightful')",0.7931187,1.249772,0.4566533
64,-6.094534,-5.464922,"('shy', 'confident')",-6.0945339,-5.464922,0.6296119
65,0.5788378,0.95430356,"('insecure', 'secure')",0.5788378,0.9543036,0.3754658
66,0.2228942,0.18119296,"('inactive', 'active')",0.2228942,0.181193,-0.0417012
67,-0.80311584,-0.78885573,"('doubtful', 'determined')",-0.8031158,-0.7888557,0.0142601
68,-0.29941484,-0.123722725,"('dependent', 'independent')",-0.2994148,-0.1237227,0.1756921
69,-1.3700521,-1.3779806,"('lazy', 'industrious')",-1.3700521,-1.3779806,-0.0079285
70,1.1157821,1.5433667,"('lethargic', 'energetic')",1.1157821,1.5433667,0.4275846
71,0.7976808,0.87347054,"('diffident', 'self-confident')",0.7976808,0.8734705,0.0757897
72,0.90211993,1.0933284,"('unambitious', 'ambitious')",0.9021199,1.0933284,0.1912085
73,-2.9140434,-2.8164096,"('helpless', 'self-reliant')",-2.9140434,-2.8164096,0.0976338
74,-0.1123801,0.14737326,"('undedicated', 'dedicated')",-0.1123801,0.1473733,0.2597534
75,-0.6767351,-0.6205971,"('meek', 'impulsive')",-0.6767351,-0.6205971,0.056138
76,0.66846496,0.83102304,"('anxious', 'daring')",0.668465,0.831023,0.162558
77,-1.0861453,-0.8607545,"('unmotivated', 'motivated')",-1.0861453,-0.8607545,0.2253908
78,-0.3506846,-0.2127116,"('nonresilient', 'resilient')",-0.3506846,-0.2127116,0.137973
79,0.045051314,0.076748505,"('wavering', 'unwavering')",0.0450513,0.0767485,0.0316972
80,-0.122934006,0.049007628,"('dominated', 'dominating')",-0.122934,0.0490076,0.1719416
81,-0.3087092,0.21838824,"('submissive', 'aggressive')",-0.3087092,0.2183882,0.5270974
82,6.5467367,6.680554,"('poor', 'rich')",6.5467367,6.6805539,0.1338172
83,-0.4171587,-0.42265594,"('powerless', 'powerful')",-0.4171587,-0.4226559,-0.0054972
84,0.48263368,0.19554266,"('inferior', 'superior')",0.4826337,0.1955427,-0.287091
85,-0.8409356,-1.1660371,"('insignificant', 'prestigious')",-0.8409356,-1.1660371,-0.3251015
86,0.63384247,0.82915485,"('uninfluential', 'influential')",0.6338425,0.8291548,0.1953123
87,0.20388362,0.48271266,"('unsuccessful', 'successful')",0.2038836,0.4827127,0.2788291
88,-0.032019585,0.16296287,"('low', 'eminent')",-0.0320196,0.1629629,0.1949825
