,old_male,old_female,tuple,dominion_male,dominion_female,freight_male,freight_female,line_male,line_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1910691,-1.2877444,"('unsociable', 'sociable')",-0.75040853,-0.88653547,-0.1400168,-0.14235482,1.2584903,1.2509863,-0.045667157,-0.13428916,-0.1737342,-0.2399875,-0.0662533
1,-1.0583624,-0.9646065,"('unfriendly', 'friendly')",-0.5265191,-0.4821059,1.0891804,1.2917403,0.08022232,0.3166589,2.0963,2.1053839,0.3361642,0.4534141,0.1172499
2,-0.05037313,-0.0019549541,"('unlikable', 'likable')",-0.17436484,-0.1289875,0.24136299,0.39858952,0.5520413,0.7070669,0.5483765,0.7869816,0.2234086,0.3523391,0.1289305
3,0.20797326,0.2933993,"('repellent', 'pleasant')",-0.37952083,-0.5051552,-0.7011927,-0.6044264,0.70470667,0.92104244,0.48929006,0.57063746,0.0642513,0.1350995,0.0708482
4,0.16999498,0.21047996,"('disliked', 'liked')",0.5277391,0.53073025,-0.30079573,-0.32754484,-0.17089136,-0.16012737,-6.57542,-6.3949256,-1.2698746,-1.2282775,0.0415971
5,-0.23725265,-0.08895833,"('distant', 'outgoing')",0.53192157,0.5864239,0.36316714,0.47563905,-1.7979687,-1.7346144,-0.28093374,-0.1375162,-0.2842133,-0.1798052,0.1044081
6,-0.063728444,0.13742468,"('distant', 'open')",0.42790806,0.49937245,0.46601403,0.5910692,-1.6823146,-1.6015897,0.2950969,0.50192976,-0.1114048,0.0256413,0.1370461
7,0.25895026,0.17998567,"('insensitive', 'sensitive')",-0.21049863,-0.22171822,0.3454902,0.5250792,0.46079022,0.49962637,0.89443964,0.86228454,0.3498343,0.3690515,0.0192172
8,-0.4750316,-0.44740695,"('unaffectionate', 'affectionate')",-0.14623454,-0.1749347,1.3152385,1.2954497,-0.4390453,-0.32178372,0.91040057,0.90826386,0.2330655,0.2519176,0.0188521
9,-0.5036203,-0.48388115,"('unaffectionate', 'caring')",-0.15191384,-0.19756678,1.1622477,1.2065407,-0.43506983,-0.34106007,1.2992917,1.309095,0.2741871,0.2986255,0.0244384
10,-0.7171808,-0.7553289,"('unsympathetic', 'sympathetic')",-0.58958703,-0.7223709,-0.99574125,-1.0196227,0.42687136,0.541978,0.15826248,0.08192243,-0.3434751,-0.3746844,-0.0312093
