,joy_male,joy_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0473617,0.9220394,"('unsociable', 'sociable')",0.65718704,0.6092522,-0.7384316,-0.893903,0.3220391,0.2124629,-0.1095762
1,-0.5029257,-0.2943309,"('unfriendly', 'friendly')",0.3325406,0.27569938,1.6960514,1.6120309,0.5085554,0.5311331,0.0225777
2,0.5961499,0.5343654,"('unlikable', 'likable')",1.5209482,1.6158472,0.6089399,0.79107666,0.9086793,0.9804298,0.0717505
3,-0.41171253,-0.053146362,"('repellent', 'pleasant')",-0.28118947,-0.16167174,-0.065837786,-0.025468688,-0.2529133,-0.0800956,0.1728177
4,-1.0469567,-0.92652893,"('disliked', 'liked')",-0.35581043,-0.36207348,-6.3082323,-6.3838716,-2.5703332,-2.5574913,0.0128419
5,-0.54839504,-0.35454187,"('distant', 'outgoing')",-0.3951375,-0.30672085,-0.08598663,0.050258942,-0.3431731,-0.2036679,0.1395052
6,-1.4033499,-1.0790068,"('distant', 'open')",-1.1095906,-1.0393566,0.28277552,0.40009555,-0.7433883,-0.5727559,0.1706324
7,1.4370105,1.5307368,"('insensitive', 'sensitive')",0.78628,0.85458374,0.7003742,0.68099046,0.9745549,1.0221037,0.0475488
8,0.4333446,0.60016656,"('unaffectionate', 'affectionate')",-0.32468325,-0.32299882,0.65423125,0.6330387,0.2542975,0.3034021,0.0491046
9,0.9145109,1.097421,"('unaffectionate', 'caring')",0.2682407,0.30627522,0.9842191,0.97766197,0.7223236,0.793786,0.0714624
10,0.98383003,1.18302,"('unsympathetic', 'sympathetic')",-0.16438529,-0.08755125,-0.7570869,-0.8403896,0.020786,0.0850264,0.0642404
11,0.71870905,0.7110601,"('unhelpful', 'helpful')",0.64986706,0.74035746,1.7462292,1.8156186,1.0382684,1.0890121,0.0507437
12,1.1382241,1.5453007,"('unsupportive', 'supportive')",1.7347037,1.9711952,-1.5883328,-1.5305027,0.4281983,0.6619978,0.2337995
