,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.24760592,-0.4387834,"('unsociable', 'sociable')",0.29431143,0.138058,0.0233528,-0.1503627,-0.1737155
1,-1.5136305,-1.5654827,"('unfriendly', 'friendly')",1.0002006,0.7963264,-0.2567149,-0.3845782,-0.1278633
2,0.23348296,0.08362217,"('unlikable', 'likable')",0.71072435,0.607947,0.4721037,0.3457846,-0.1263191
3,-0.38777488,-0.34038794,"('repellent', 'pleasant')",0.5808476,0.6449961,0.0965364,0.1523041,0.0557677
4,-0.59689015,-0.5481434,"('disliked', 'liked')",-6.2277164,-6.111864,-3.4123032,-3.3300037,0.0822995
5,-1.2463758,-1.2013769,"('distant', 'outgoing')",-0.66934025,-0.6500361,-0.957858,-0.9257065,0.0321515
6,-1.2329803,-1.1257656,"('distant', 'open')",-0.78241724,-0.8409771,-1.0076988,-0.9833713,0.0243275
7,-0.2816674,-0.2565453,"('insensitive', 'sensitive')",0.40926644,0.40553242,0.0637995,0.0744936,0.0106941
8,-0.855352,-0.85976475,"('unaffectionate', 'affectionate')",0.44793367,0.29434827,-0.2037092,-0.2827082,-0.078999
9,-1.2398562,-1.2856442,"('unaffectionate', 'caring')",0.8545622,0.77376056,-0.192647,-0.2559418,-0.0632948
10,-0.91730654,-1.0547855,"('unsympathetic', 'sympathetic')",-0.36618593,-0.52415013,-0.6417462,-0.7894678,-0.1477216
11,-0.76453793,-0.87944,"('unhelpful', 'helpful')",1.7235733,1.7080961,0.4795177,0.4143281,-0.0651896
12,-0.99490917,-0.9634777,"('unsupportive', 'supportive')",-1.9066167,-1.8777342,-1.450763,-1.4206059,0.0301571
13,-0.081475876,-0.29535976,"('impolite', 'polite')",-0.35161754,-0.39234504,-0.2165467,-0.3438524,-0.1273057
14,1.1973504,1.0851555,"('antisocial', 'social')",0.7402928,0.65351313,0.9688216,0.8693343,-0.0994873
15,-0.36292806,-0.47269657,"('boring', 'funny')",0.22216743,0.13003126,-0.0703803,-0.1713327,-0.1009524
16,-0.66945285,-0.563336,"('unpopular', 'popular')",0.30952007,0.33893842,-0.1799664,-0.1121988,0.0677676
17,-0.5513586,-0.5109363,"('nasty', 'nice')",-0.5468397,-0.45284027,-0.5490991,-0.4818883,0.0672108
18,-0.09584299,-0.017465957,"('disagreeable', 'welcoming')",-0.57097876,-0.6708345,-0.3334109,-0.3441502,-0.0107393
19,-1.3158479,-1.3558627,"('inhospitable', 'hospitable')",-0.87269074,-0.89691377,-1.0942693,-1.1263883,-0.032119
20,-0.5118767,-0.48290697,"('rough', 'thoughtful')",0.7126494,0.7054406,0.1003864,0.1112668,0.0108804
21,0.059084687,0.041780263,"('immoral', 'moral')",-0.118343905,-0.11154308,-0.0296296,-0.0348814,-0.0052518
22,0.2784128,0.25504166,"('untrustworthy', 'trustworthy')",-0.7892511,-0.82386714,-0.2554191,-0.2844127,-0.0289936
23,-0.77213395,-0.9448169,"('insincere', 'sincere')",5.3267603,5.240821,2.2773132,2.1480019,-0.1293113
24,-0.5931134,-0.7031497,"('dishonest', 'honest')",0.5958443,0.5531983,0.0013655,-0.0749757,-0.0763412
25,0.14931135,0.190116,"('egoistic', 'altruistic')",0.8893924,0.7915731,0.5193518,0.4908445,-0.0285073
26,0.56355953,0.42105225,"('hardhearted', 'benevolent')",1.4927512,1.2813348,1.0281553,0.8511935,-0.1769618
27,-0.5097666,-0.44229293,"('hardhearted', 'softhearted')",0.8185421,0.71455336,0.1543878,0.1361302,-0.0182576
28,-0.72801024,-0.7514662,"('disloyal', 'loyal')",1.0126699,0.9384531,0.1423298,0.0934934,-0.0488364
29,-0.57848185,-0.53695124,"('unfair', 'fair')",-0.59212655,-0.64051354,-0.5853042,-0.5887324,-0.0034282
30,0.37073332,0.24819373,"('intolerant', 'tolerant')",1.3657097,1.2874043,0.8682215,0.767799,-0.1004225
31,-1.4243697,-1.1947664,"('evil', 'good')",-0.8953987,-0.9519304,-1.1598842,-1.0733484,0.0865358
32,-0.11600013,-0.36101657,"('unkind', 'kind')",0.5881094,0.379699,0.2360546,0.0093412,-0.2267134
