,quanta_male,quanta_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8441073,-0.8544686,"('unsociable', 'sociable')",0.919964,0.7928332,-0.15542813,-0.31286138,-0.0265238,-0.1248323,-0.0983085
1,-1.7165978,-1.7144737,"('unfriendly', 'friendly')",-0.14558916,-0.31844637,1.8313429,1.6741343,-0.0102813,-0.1195953,-0.109314
2,0.7082766,0.6992208,"('unlikable', 'likable')",1.5922362,1.6741514,0.82952416,0.9130999,1.0433456,1.0954906,0.052145
3,-0.38971737,-0.18245995,"('repellent', 'pleasant')",0.29699224,0.4430305,0.06432429,0.13728319,-0.0094669,0.1326179,0.1420848
4,-0.4217989,-0.52324,"('disliked', 'liked')",-0.30371985,-0.37597895,-5.49981,-5.352834,-2.0751096,-2.0840178,-0.0089082
5,-1.0768566,-1.215286,"('distant', 'outgoing')",-0.64980894,-0.7277361,0.06278254,0.04179777,-0.5546277,-0.6337415,-0.0791138
6,-1.3401631,-1.3708934,"('distant', 'open')",-1.1119292,-1.1646283,0.6864491,0.61529106,-0.5885477,-0.6400768,-0.0515291
7,0.14692907,0.3204403,"('insensitive', 'sensitive')",0.35995626,0.46894544,0.83281475,0.86361027,0.4465667,0.5509987,0.104432
8,-1.3885043,-1.4014105,"('unaffectionate', 'affectionate')",-0.7029798,-0.702649,0.81253093,0.700106,-0.4263177,-0.4679845,-0.0416668
9,-1.3940756,-1.3945801,"('unaffectionate', 'caring')",0.5475038,0.52927876,1.290249,1.2457814,0.1478924,0.1268267,-0.0210657
10,-0.726082,-0.44263217,"('unsympathetic', 'sympathetic')",0.19883187,0.32152066,-0.084706955,-0.094426274,-0.2039857,-0.0718459,0.1321398
11,0.34492645,0.42795783,"('unhelpful', 'helpful')",1.6644099,1.7512397,1.8840035,1.8912519,1.2977799,1.3568165,0.0590366
12,-0.03892908,0.12015715,"('unsupportive', 'supportive')",1.3333846,1.5182159,-1.4068848,-1.2870578,-0.0374764,0.1171051,0.1545815
13,-0.18817587,-0.23050891,"('impolite', 'polite')",0.9066208,0.9228159,0.07688953,0.026601546,0.2651115,0.2396362,-0.0254753
14,0.6985528,0.76336634,"('antisocial', 'social')",1.4624728,1.4803351,-0.32922304,-0.35535902,0.6106008,0.6294475,0.0188467
15,0.18337616,0.04071738,"('boring', 'funny')",0.021689117,-0.05213233,0.72894704,0.71602994,0.3113374,0.2348717,-0.0764657
16,-0.5518584,-0.54880303,"('unpopular', 'popular')",-0.17601234,-0.102350734,0.5479082,0.5623847,-0.0599875,-0.0295897,0.0303978
17,-0.3716596,-0.3037093,"('nasty', 'nice')",0.34219125,0.41354015,-0.30959427,-0.27321357,-0.1130209,-0.0544609,0.05856
18,-0.2834326,-0.15172671,"('disagreeable', 'welcoming')",0.43224612,0.5047214,-0.14618707,-0.12094846,0.0008755,0.0773487,0.0764732
19,-1.7618867,-1.7951677,"('inhospitable', 'hospitable')",-0.5669639,-0.6120312,0.1495634,0.17343822,-0.7264291,-0.7445869,-0.0181578
20,-0.100647524,0.08905285,"('rough', 'thoughtful')",0.29369885,0.38030618,0.8033984,0.80270016,0.3321499,0.4240197,0.0918698
21,0.084895924,0.2044215,"('immoral', 'moral')",1.1348304,1.1803324,-0.6654368,-0.56222147,0.1847632,0.2741775,0.0894143
22,0.5345494,0.66441953,"('untrustworthy', 'trustworthy')",0.69380057,0.6927258,-0.56313974,-0.61129457,0.2217367,0.2486169,0.0268802
23,-0.576911,-0.44103944,"('insincere', 'sincere')",1.4542502,1.443019,5.292355,5.0405827,2.0565648,2.0141875,-0.0423773
24,-0.2710548,-0.19773644,"('dishonest', 'honest')",0.40148365,0.37590495,0.96651393,0.9167386,0.3656476,0.3649691,-0.0006785
25,-0.7875272,-0.7717224,"('egoistic', 'altruistic')",0.802774,0.7814602,1.4859142,1.4509475,0.500387,0.4868951,-0.0134919
26,-0.14782523,-0.1555787,"('hardhearted', 'benevolent')",1.3690662,1.3356388,1.8404,1.7867441,1.020547,0.9889347,-0.0316123
27,-0.73827773,-0.5289208,"('hardhearted', 'softhearted')",0.81139433,0.94413495,1.6873126,1.647432,0.5868097,0.6875487,0.100739
28,-0.4764376,-0.46759355,"('disloyal', 'loyal')",0.4311847,0.29927728,0.9607093,0.849245,0.3051521,0.2269762,-0.0781759
29,0.018277848,-0.0119428,"('unfair', 'fair')",-0.50811267,-0.5574048,-0.7352475,-0.86849153,-0.4083608,-0.4792797,-0.0709189
30,0.78565407,0.8743885,"('intolerant', 'tolerant')",1.4505663,1.4559767,1.4585797,1.4441395,1.2316,1.2581682,0.0265682
31,-1.312525,-1.3339885,"('evil', 'good')",-1.6093152,-1.7194666,-0.76899445,-0.85159284,-1.2302782,-1.3016826,-0.0714044
32,-0.12127952,-0.0535782,"('unkind', 'kind')",1.2150223,1.2261572,0.992446,0.8916271,0.6953963,0.6880687,-0.0073276
33,0.18136689,0.05751369,"('wrong', 'right')",0.46724427,0.42769447,-0.22772272,-0.24727553,0.1402962,0.0793109,-0.0609853
34,-0.1165245,0.0014035664,"('mean', 'honorable')",0.3794741,0.4411415,5.6437407,5.6083913,1.9688967,2.0169787,0.048082
35,-0.16462637,-0.32411408,"('corrupt', 'incorrupt')",-1.3716434,-1.5137715,-0.084192626,-0.22635208,-0.5401541,-0.6880792,-0.1479251
36,-0.8766719,-0.95505315,"('hostile', 'amicable')",-1.7146004,-1.934822,0.21352604,0.06371399,-0.7925821,-0.9420537,-0.1494716
37,0.004317455,0.15364146,"('fake', 'genuine')",0.6217105,0.7343438,0.337196,0.39043337,0.3210746,0.4261396,0.105065
38,-0.45629787,-0.47718263,"('untruthful', 'truthful')",-0.26474532,-0.30098847,0.08017387,0.10485754,-0.2136231,-0.2244378,-0.0108147
39,0.9384843,0.99142647,"('exploitative', 'cooperative')",1.1138895,1.0848274,0.22685447,0.22730094,0.7597428,0.7678516,0.0081088
40,-0.18150124,-0.10341284,"('stingy', 'generous')",0.44971654,0.49067497,-1.1287522,-1.0646747,-0.2868456,-0.2258042,0.0610414
41,0.0044519105,0.06139351,"('unforgiving', 'forgiving')",1.0097167,1.030305,0.4804065,0.4442326,0.4981917,0.511977,0.0137853
42,1.2955409,1.5017216,"('unreliable', 'reliable')",1.2278985,1.494551,-2.311512,-2.0446696,0.0706425,0.317201,0.2465585
43,-0.3865741,-0.19018431,"('irresponsible', 'responsible')",1.0509963,1.2147977,0.642894,0.63432014,0.4357721,0.5529778,0.1172057
44,0.35049158,0.37487504,"('prejudiced', 'unprejudiced')",0.014623813,-0.012097724,-1.5055711,-1.487894,-0.3801519,-0.3750389,0.005113
45,-0.5840971,-0.34903455,"('incompetent', 'competent')",1.4869332,1.5679994,0.07406746,0.015819788,0.3256345,0.4115949,0.0859604
46,0.008347284,0.19223107,"('uncompetitive', 'competitive')",0.91341543,1.0509764,-0.59981424,-0.5871205,0.1073162,0.2186957,0.1113795
47,0.40808296,0.5480422,"('stupid', 'smart')",1.4923524,1.5235823,5.4810586,5.3125215,2.460498,2.4613819,0.0008839
48,-0.080567405,0.012861937,"('unintelligent', 'intelligent')",-0.030835163,-0.015369408,0.5354402,0.55406797,0.1413459,0.1838535,0.0425076
49,-0.1972141,-0.048314698,"('unable', 'able')",0.31696457,0.43282768,-0.051885664,0.061527435,0.0226216,0.1486801,0.1260585
50,0.9499791,1.0723978,"('clumsy', 'skillful')",0.4862671,0.6580002,-0.02591326,-0.0039636083,0.470111,0.5754781,0.1053671
51,-0.4905657,-0.5945228,"('uneducated', 'educated')",0.5129735,0.4145362,0.17989309,0.12274002,0.0674336,-0.0190822,-0.0865158
52,-0.2297721,-0.48501348,"('irrational', 'rational')",0.038538292,-0.17706795,-0.14610535,-0.28180385,-0.1124464,-0.3146284,-0.202182
53,-1.7948699,-1.7234483,"('uncreative', 'creative')",-0.43788853,-0.44597995,1.0143545,1.025196,-0.4061347,-0.3814108,0.0247239
54,-0.72577715,-0.76770383,"('incapable', 'capable')",0.26617607,0.21583591,1.0617212,1.0460318,0.2007067,0.1647213,-0.0359854
55,0.16861689,0.41523352,"('incompetent', 'clever')",0.38103685,0.4710002,0.12298767,0.13417381,0.2242138,0.3401358,0.115922
56,0.42282224,0.49318966,"('impractical', 'practical')",1.3505869,1.4127319,0.17489442,0.21510111,0.6494345,0.7070076,0.0575731
57,-0.87881875,-0.74139756,"('unimaginative', 'imaginative')",-0.41880372,-0.4017323,-1.9462891,-1.8560866,-1.0813038,-0.9997389,0.0815649
58,-0.30619448,-0.25562283,"('undiscriminating', 'discriminating')",0.3180361,0.3100689,0.027028274,0.006066901,0.0129566,0.020171,0.0072144
59,0.7011018,0.6124018,"('foolish', 'wise')",0.20108046,0.18656334,0.3648057,0.35422587,0.4223293,0.384397,-0.0379323
60,0.71043634,0.9114295,"('inefficient', 'efficient')",2.1717134,2.3009014,-0.0027385252,0.11699762,0.9598037,1.1097762,0.1499725
61,-0.08838275,-0.20065701,"('illogical', 'logical')",0.5726607,0.3348721,0.18368408,0.0057677925,0.222654,0.046661,-0.175993
62,0.5033868,0.6255869,"('incompetent', 'brilliant')",1.3575999,1.4707303,0.347219,0.4257936,0.7360686,0.8407036,0.104635
63,0.03665638,0.15971096,"('unperceptive', 'insightful')",1.6893586,1.8297032,1.0427274,1.132817,0.9229141,1.0407437,0.1178296
64,0.48903662,0.35055855,"('shy', 'confident')",0.15802613,0.10669513,-6.1089673,-5.945929,-1.8206348,-1.8295584,-0.0089236
65,0.9290726,0.9269785,"('insecure', 'secure')",0.30900183,0.31099766,-0.34052384,-0.325713,0.2991835,0.3040877,0.0049042
66,-1.1435829,-1.2274746,"('inactive', 'active')",-0.14457612,-0.16182613,1.208558,1.1613903,-0.0265337,-0.0759701,-0.0494364
67,0.74283713,0.5557958,"('doubtful', 'determined')",0.88604206,0.9459915,-0.31164715,-0.25316277,0.4390773,0.4162082,-0.0228691
68,-0.22420195,-0.28623143,"('dependent', 'independent')",0.059854895,0.0061884345,-0.6864921,-0.66589206,-0.283613,-0.3153117,-0.0316987
69,0.2833545,0.17350228,"('lazy', 'industrious')",0.9443597,0.99767214,-0.18829124,-0.14611404,0.3464743,0.3416868,-0.0047875
70,0.65812004,0.84276026,"('lethargic', 'energetic')",1.1623439,1.3518094,0.7717171,0.8816988,0.8640603,1.0254228,0.1613625
71,0.192562,0.1836168,"('diffident', 'self-confident')",1.1639457,1.1484895,0.6665404,0.63108486,0.6743493,0.654397,-0.0199523
72,-0.39566535,-0.4816539,"('unambitious', 'ambitious')",-0.7459513,-0.7284037,-0.8387625,-0.81088394,-0.6601264,-0.6736472,-0.0135208
73,1.0856092,1.0471979,"('helpless', 'self-reliant')",-0.2267287,-0.20980284,-2.795616,-2.6463146,-0.6455785,-0.6029732,0.0426053
74,0.012867849,0.18800788,"('undedicated', 'dedicated')",0.5905422,0.7447052,0.17976455,0.22710033,0.2610582,0.3866045,0.1255463
75,-0.25192073,-0.38719404,"('meek', 'impulsive')",-1.3362055,-1.3210375,-0.36221898,-0.33802986,-0.6501151,-0.6820871,-0.031972
76,0.7246775,0.95383364,"('anxious', 'daring')",1.342067,1.5640675,0.14332588,0.2877348,0.7366901,0.935212,0.1985219
77,-0.398807,-0.3749509,"('unmotivated', 'motivated')",0.20584585,0.19673175,-1.0026653,-0.9318272,-0.3985421,-0.3700155,0.0285266
78,-0.9248617,-0.74513316,"('nonresilient', 'resilient')",0.43488392,0.6107643,-0.07428074,0.026442606,-0.1880862,-0.0359754,0.1521108
79,-1.083716,-1.2047898,"('wavering', 'unwavering')",-1.3749505,-1.4374973,-0.0068173837,-0.023033284,-0.821828,-0.8884401,-0.0666121
80,0.779541,0.77307916,"('dominated', 'dominating')",0.55515265,0.6607979,-1.0710256,-0.9786428,0.0878894,0.1517447,0.0638553
81,0.91648644,0.7773018,"('submissive', 'aggressive')",1.2212682,1.180233,-0.4163605,-0.28630012,0.5737981,0.5570782,-0.0167199
82,-0.8747047,-0.8068562,"('poor', 'rich')",0.012188403,0.05233754,5.6881366,5.5382595,1.6085401,1.5945803,-0.0139598
83,0.06088788,-0.038120084,"('powerless', 'powerful')",0.02026818,-0.015203223,-1.0743667,-1.1513004,-0.3310702,-0.4015412,-0.070471
84,0.76888233,0.619069,"('inferior', 'superior')",0.14050907,0.13739488,0.71343666,0.6899485,0.5409427,0.4821374,-0.0588053
85,-0.49453473,-0.6122786,"('insignificant', 'prestigious')",-0.6710232,-0.7650289,0.6406313,0.58691466,-0.1749755,-0.2634643,-0.0884888
86,-1.3384525,-1.3490932,"('uninfluential', 'influential')",-0.20187476,-0.25288326,0.15356298,0.09424721,-0.4622547,-0.5025764,-0.0403217
87,0.22628975,0.035906114,"('unsuccessful', 'successful')",1.3608294,1.3198975,0.7397985,0.75153726,0.7756392,0.7024469,-0.0731923
88,-0.3669386,-0.46515596,"('low', 'eminent')",0.065399155,-0.003854056,0.09934432,0.07703483,-0.0673984,-0.1306584,-0.06326
