,slavery_male,slavery_female,tuple,average_male,average_female,female-male
0,0.05240723,0.06239069,"('unsociable', 'sociable')",0.0524072,0.0623907,0.0099835
1,1.1406829,0.97096825,"('unfriendly', 'friendly')",1.1406829,0.9709682,-0.1697147
2,0.02112104,0.17860837,"('unlikable', 'likable')",0.021121,0.1786084,0.1574874
3,0.7512767,0.90646493,"('repellent', 'pleasant')",0.7512767,0.9064649,0.1551882
4,-7.8909516,-8.024623,"('disliked', 'liked')",-7.8909516,-8.0246229,-0.1336713
5,-0.3819814,-0.51216024,"('distant', 'outgoing')",-0.3819814,-0.5121602,-0.1301788
6,0.24604416,0.02942457,"('distant', 'open')",0.2460442,0.0294246,-0.2166196
7,0.86599785,0.9712521,"('insensitive', 'sensitive')",0.8659979,0.9712521,0.1052542
8,1.3631389,1.0757148,"('unaffectionate', 'affectionate')",1.3631389,1.0757148,-0.2874241
9,1.7757756,1.6696349,"('unaffectionate', 'caring')",1.7757756,1.6696349,-0.1061407
10,1.10982,1.2841161,"('unsympathetic', 'sympathetic')",1.10982,1.2841161,0.1742961
11,1.4091915,1.5226812,"('unhelpful', 'helpful')",1.4091915,1.5226812,0.1134897
12,-1.6808388,-1.6917931,"('unsupportive', 'supportive')",-1.6808388,-1.6917931,-0.0109543
13,-0.051917456,0.11053339,"('impolite', 'polite')",-0.0519175,0.1105334,0.1624509
14,0.102550045,0.13441531,"('antisocial', 'social')",0.10255,0.1344153,0.0318653
15,0.01579804,-0.06801558,"('boring', 'funny')",0.015798,-0.0680156,-0.0838136
16,-0.541746,-0.5759005,"('unpopular', 'popular')",-0.541746,-0.5759005,-0.0341545
17,-0.22368202,-0.18383288,"('nasty', 'nice')",-0.223682,-0.1838329,0.0398491
18,-0.22302979,-0.21889657,"('disagreeable', 'welcoming')",-0.2230298,-0.2188966,0.0041332
19,-0.73419124,-0.8412886,"('inhospitable', 'hospitable')",-0.7341912,-0.8412886,-0.1070974
20,0.7052412,0.7126156,"('rough', 'thoughtful')",0.7052412,0.7126156,0.0073744
21,-0.1834059,0.08030496,"('immoral', 'moral')",-0.1834059,0.080305,0.2637109
22,-0.49057412,-0.3474509,"('untrustworthy', 'trustworthy')",-0.4905741,-0.3474509,0.1431232
23,6.3548346,6.4230566,"('insincere', 'sincere')",6.3548346,6.4230566,0.068222
24,1.4748209,1.445436,"('dishonest', 'honest')",1.4748209,1.445436,-0.0293849
25,0.5915446,0.48234418,"('egoistic', 'altruistic')",0.5915446,0.4823442,-0.1092004
26,0.9581413,0.67064315,"('hardhearted', 'benevolent')",0.9581413,0.6706432,-0.2874981
27,1.8436158,1.6832945,"('hardhearted', 'softhearted')",1.8436158,1.6832945,-0.1603213
28,1.1539594,1.1233709,"('disloyal', 'loyal')",1.1539594,1.1233709,-0.0305885
29,-0.3447848,-0.4684111,"('unfair', 'fair')",-0.3447848,-0.4684111,-0.1236263
30,0.89737725,1.0020614,"('intolerant', 'tolerant')",0.8973773,1.0020614,0.1046841
31,-1.2112713,-1.4472939,"('evil', 'good')",-1.2112713,-1.4472939,-0.2360226
32,1.2584035,1.2119129,"('unkind', 'kind')",1.2584035,1.2119129,-0.0464906
33,-0.5543033,-0.5898732,"('wrong', 'right')",-0.5543033,-0.5898732,-0.0355699
34,4.793172,4.8793955,"('mean', 'honorable')",4.7931719,4.8793955,0.0862236
35,-0.80997825,-1.2205609,"('corrupt', 'incorrupt')",-0.8099782,-1.2205609,-0.4105827
36,-0.6401277,-0.8654054,"('hostile', 'amicable')",-0.6401277,-0.8654054,-0.2252777
37,0.8676815,0.88740075,"('fake', 'genuine')",0.8676815,0.8874007,0.0197192
38,-0.6618477,-0.58567274,"('untruthful', 'truthful')",-0.6618477,-0.5856727,0.076175
39,0.21241869,0.26204866,"('exploitative', 'cooperative')",0.2124187,0.2620487,0.04963
40,-1.4935234,-1.6382319,"('stingy', 'generous')",-1.4935234,-1.6382319,-0.1447085
41,0.18871316,0.22546189,"('unforgiving', 'forgiving')",0.1887132,0.2254619,0.0367487
42,-2.3841274,-2.2269406,"('unreliable', 'reliable')",-2.3841274,-2.2269406,0.1571868
43,1.2035124,1.3531601,"('irresponsible', 'responsible')",1.2035124,1.3531601,0.1496477
44,-1.0714651,-0.9470876,"('prejudiced', 'unprejudiced')",-1.0714651,-0.9470876,0.1243775
