,idex_male,idex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5457274,-0.64902437,"('unsociable', 'sociable')",0.06698461,-0.012512481,-0.2393714,-0.3307684,-0.091397
1,-2.1858687,-2.2999046,"('unfriendly', 'friendly')",1.1435368,1.0364721,-0.521166,-0.6317163,-0.1105503
2,0.19356138,0.14135653,"('unlikable', 'likable')",0.7990691,0.70520204,0.4963152,0.4232793,-0.0730359
3,-0.1528987,-0.026931485,"('repellent', 'pleasant')",0.51110005,0.54899794,0.1791007,0.2610332,0.0819325
4,-0.5265835,-0.60011274,"('disliked', 'liked')",-5.806494,-6.1602144,-3.166539,-3.3801637,-0.2136247
5,-1.7294074,-1.7497126,"('distant', 'outgoing')",-0.70201963,-0.6837924,-1.2157135,-1.2167525,-0.001039
6,-1.8416895,-1.8849204,"('distant', 'open')",-0.6985248,-0.6645945,-1.2701072,-1.2747574,-0.0046502
7,-0.32464078,-0.2446111,"('insensitive', 'sensitive')",0.055152457,0.108095735,-0.1347442,-0.0682577,0.0664865
8,-1.4451807,-1.5721195,"('unaffectionate', 'affectionate')",0.32034788,0.28221393,-0.5624164,-0.6449528,-0.0825364
9,-1.634406,-1.723405,"('unaffectionate', 'caring')",0.6483884,0.6901051,-0.4930088,-0.51665,-0.0236412
10,-1.1737391,-1.1835887,"('unsympathetic', 'sympathetic')",-0.66393244,-0.6364473,-0.9188358,-0.910018,0.0088178
11,0.07433541,0.04859546,"('unhelpful', 'helpful')",1.6406592,1.6826031,0.8574973,0.8655993,0.008102
12,-0.5339778,-0.49166706,"('unsupportive', 'supportive')",-2.0751593,-2.11327,-1.3045685,-1.3024685,0.0021
13,-0.26497328,-0.26683056,"('impolite', 'polite')",-0.5723213,-0.49862236,-0.4186473,-0.3827265,0.0359208
14,0.8016712,0.8660429,"('antisocial', 'social')",0.43023175,0.3559971,0.6159515,0.61102,-0.0049315
15,0.30710638,0.20075728,"('boring', 'funny')",0.31130058,0.23667344,0.3092035,0.2187154,-0.0904881
16,-0.55773675,-0.5965442,"('unpopular', 'popular')",0.55302286,0.55065787,-0.0023569,-0.0229432,-0.0205863
17,-0.7329623,-0.70467323,"('nasty', 'nice')",-0.6488645,-0.59051996,-0.6909134,-0.6475966,0.0433168
18,-0.69443417,-0.7518266,"('disagreeable', 'welcoming')",-0.46102613,-0.58550006,-0.5777302,-0.6686633,-0.0909331
19,-1.7179849,-1.7383722,"('inhospitable', 'hospitable')",-0.7753796,-0.78354007,-1.2466823,-1.2609562,-0.0142739
20,0.12793694,0.15541233,"('rough', 'thoughtful')",0.71202743,0.7481199,0.4199822,0.4517661,0.0317839
21,-0.02788535,-0.061158136,"('immoral', 'moral')",-0.20516016,-0.2935555,-0.1165228,-0.1773568,-0.060834
22,-0.3478521,-0.3109134,"('untrustworthy', 'trustworthy')",-0.95894426,-0.9742578,-0.6533982,-0.6425856,0.0108126
23,-0.6807521,-0.7474732,"('insincere', 'sincere')",5.262583,5.5038314,2.2909153,2.3781791,0.0872638
24,-0.8247658,-0.84219974,"('dishonest', 'honest')",0.5805621,0.6281925,-0.1221018,-0.1070036,0.0150982
25,-0.68741024,-0.7204962,"('egoistic', 'altruistic')",1.0196787,0.8859915,0.1661342,0.0827477,-0.0833865
26,-0.1349793,-0.2097123,"('hardhearted', 'benevolent')",1.7125388,1.6002123,0.7887798,0.69525,-0.0935298
27,-0.46614933,-0.40153044,"('hardhearted', 'softhearted')",0.56795937,0.5612745,0.050905,0.079872,0.028967
28,-0.5788136,-0.681159,"('disloyal', 'loyal')",1.1036316,1.0233579,0.262409,0.1710994,-0.0913096
29,-0.85114014,-0.84402674,"('unfair', 'fair')",-0.67998457,-0.7994987,-0.7655624,-0.8217627,-0.0562003
30,0.7261425,0.66526604,"('intolerant', 'tolerant')",1.1202573,1.0468524,0.9231999,0.8560592,-0.0671407
31,-1.7399142,-1.7729446,"('evil', 'good')",-0.82268286,-0.92482173,-1.2812985,-1.3488832,-0.0675847
32,-0.6059869,-0.67745286,"('unkind', 'kind')",0.6041408,0.49218014,-0.000923,-0.0926364,-0.0917134
33,-0.17188226,-0.24456583,"('wrong', 'right')",-0.6389929,-0.6629333,-0.4054376,-0.4537496,-0.048312
34,-0.059651323,-0.0004893597,"('mean', 'honorable')",5.367508,5.678727,2.6539283,2.839119,0.1851907
35,-1.038891,-1.1216052,"('corrupt', 'incorrupt')",-0.48283005,-0.5275984,-0.7608605,-0.8246018,-0.0637413
36,-1.3039446,-1.4343134,"('hostile', 'amicable')",-0.27431676,-0.36079395,-0.7891307,-0.8975537,-0.108423
37,-1.0295935,-1.0567099,"('fake', 'genuine')",-0.23774886,-0.16815826,-0.6336712,-0.6124341,0.0212371
38,-1.251015,-1.3455503,"('untruthful', 'truthful')",-0.09419687,0.0041342378,-0.6726059,-0.6707081,0.0018978
