,live_male,live_female,tuple,nation_male,nation_female,entertainment_male,entertainment_female,inc_male,inc_female,average_male,average_female,female-male
0,0.55757576,0.47889304,"('unsociable', 'sociable')",0.12398933,0.062498294,0.9714773,0.79970384,-0.55806947,-0.6967475,0.2737432,0.1610869,-0.1126563
1,0.692363,0.6683022,"('unfriendly', 'friendly')",-0.9453798,-0.95181537,0.04119642,0.016997,2.1025147,1.947939,0.4726736,0.4203557,-0.0523179
2,0.7677457,0.85298795,"('unlikable', 'likable')",0.104538955,0.2573586,1.0013385,1.1229115,0.72023696,0.83046925,0.648465,0.7659318,0.1174668
3,-0.73864055,-0.66960037,"('repellent', 'pleasant')",-0.6038191,-0.4351471,-0.015855944,0.12208788,-0.09855099,-0.050577015,-0.3642167,-0.2583092,0.1059075
4,-0.14032646,-0.19203754,"('disliked', 'liked')",-0.33907092,-0.39088294,-0.4846578,-0.41312575,-5.9238276,-6.014813,-1.7219707,-1.7527148,-0.0307441
5,0.41840369,0.5407768,"('distant', 'outgoing')",0.47418395,0.43236154,-0.05392432,-0.006931264,0.15221813,0.14216131,0.2477204,0.2770921,0.0293717
6,0.36355555,0.46616393,"('distant', 'open')",-0.1812263,-0.17151067,-0.76358086,-0.7042824,0.7203044,0.6833267,0.0347632,0.0684244,0.0336612
7,0.70864147,0.69326353,"('insensitive', 'sensitive')",-0.38041592,-0.24826355,-0.10193612,-0.09382683,0.33716562,0.31958684,0.1408638,0.16769,0.0268262
8,0.06785676,0.10725306,"('unaffectionate', 'affectionate')",-0.848761,-0.8264424,-0.2052725,-0.1808173,0.6131775,0.5333528,-0.0932498,-0.0916635,0.0015863
9,0.8646129,0.92176545,"('unaffectionate', 'caring')",-0.93851095,-0.8735146,0.38423315,0.39250273,0.9418217,0.9037038,0.3130392,0.3361143,0.0230751
10,-1.0298882,-1.1031203,"('unsympathetic', 'sympathetic')",-1.687497,-1.5048695,-0.893103,-0.8337108,-0.9378118,-0.97188425,-1.1370751,-1.1033962,0.0336789
11,0.06822829,0.130957,"('unhelpful', 'helpful')",0.09007779,0.20622931,0.63396686,0.65144753,1.3265063,1.37671,0.5296948,0.591336,0.0616412
12,1.1474893,1.2332288,"('unsupportive', 'supportive')",0.13011552,0.31324038,0.2865541,0.3849992,-1.7190826,-1.696701,-0.0387309,0.0586918,0.0974227
13,1.2476953,1.2476034,"('impolite', 'polite')",0.37092453,0.33908865,0.60859144,0.545762,-0.44204864,-0.4859068,0.4462907,0.4116368,-0.0346539
14,1.0188124,1.0347989,"('antisocial', 'social')",0.51373327,0.53133124,1.7026191,1.6485745,-1.0832573,-1.0880307,0.5379769,0.5316684,-0.0063085
15,0.9944757,1.025119,"('boring', 'funny')",0.53091526,0.4880234,0.96978366,0.9429434,0.54368436,0.51599264,0.7597147,0.7430196,-0.0166951
16,-0.13813017,-0.12530817,"('unpopular', 'popular')",-0.07284727,-0.16070396,0.0952834,0.21433255,0.5886854,0.5590885,0.1182478,0.1218522,0.0036044
17,-0.81621337,-0.70944273,"('nasty', 'nice')",-1.1400696,-1.0224355,-1.0274185,-0.87756443,-0.6052374,-0.4841176,-0.8972347,-0.7733901,0.1238446
18,0.08987611,0.1124903,"('disagreeable', 'welcoming')",0.26908234,0.33355996,0.57196486,0.6232071,-0.047049765,-0.07774807,0.2209684,0.2478773,0.0269089
19,-0.60639715,-0.505775,"('inhospitable', 'hospitable')",0.08808367,0.1614872,-0.9138234,-0.79661894,0.037326667,0.114133,-0.3487025,-0.2566934,0.0920091
20,-0.9527546,-0.87970024,"('rough', 'thoughtful')",-0.5970614,-0.44435033,-0.5607645,-0.49176276,0.6769038,0.6842604,-0.3584192,-0.2828882,0.075531
21,0.0073099337,-0.068055965,"('immoral', 'moral')",-0.3772146,-0.31482217,0.9070581,0.9117458,-1.0724162,-1.0423945,-0.1338157,-0.1283817,0.005434
22,0.4417294,0.45538223,"('untrustworthy', 'trustworthy')",0.373915,0.46484634,-0.48240784,-0.48379013,-1.1104172,-1.1573687,-0.1942952,-0.1802326,0.0140626
23,-0.08060685,-0.088506214,"('insincere', 'sincere')",-0.09568149,-0.014479067,0.04867565,0.031826966,5.087411,5.0304203,1.2399496,1.2398155,-0.0001341
24,1.0513161,1.017356,"('dishonest', 'honest')",-0.13587531,-0.0501609,-0.03798211,-0.048553295,0.55401266,0.5008078,0.3578678,0.3548624,-0.0030054
25,0.27123734,0.3026291,"('egoistic', 'altruistic')",0.10974466,0.07316156,0.25542337,0.22921929,1.9217585,1.8313675,0.639541,0.6090944,-0.0304466
26,-0.25936192,-0.23126566,"('hardhearted', 'benevolent')",-0.32869005,-0.31257394,0.77414834,0.79710966,1.679836,1.6017177,0.4664831,0.463747,-0.0027361
27,-0.96367395,-0.84328806,"('hardhearted', 'softhearted')",-0.93105173,-0.826759,-0.25008485,-0.25522372,1.552155,1.418253,-0.1481639,-0.1267545,0.0214094
28,0.4971005,0.3950839,"('disloyal', 'loyal')",-0.09640414,-0.15815187,-0.23096596,-0.2899531,1.0065246,0.81870145,0.2940637,0.1914201,-0.1026436
29,0.32683858,0.27933797,"('unfair', 'fair')",-0.037801795,-0.055784855,-1.5725341,-1.6444786,-0.66375774,-0.74567944,-0.4868138,-0.5416512,-0.0548374
30,0.12049659,0.13496152,"('intolerant', 'tolerant')",0.38524073,0.48520264,1.3551133,1.4216586,0.86217225,0.83151644,0.6807557,0.7183349,0.0375792
31,-0.93895763,-0.7407012,"('evil', 'good')",-0.11841158,-0.024443861,-1.7284237,-1.5587789,-0.7007604,-0.7380968,-0.8716383,-0.7655052,0.1061331
32,1.2014309,1.1745309,"('unkind', 'kind')",0.25433975,0.27767822,0.54228634,0.49952698,0.72522694,0.60784537,0.680821,0.6398954,-0.0409256
33,0.54955107,0.50789917,"('wrong', 'right')",0.08313772,-0.02643808,-0.37791312,-0.32503772,-0.26901963,-0.30132902,-0.003561,-0.0362264,-0.0326654
34,-1.1885889,-1.0507654,"('mean', 'honorable')",-0.5559411,-0.3604212,0.108707234,0.24403483,5.4802327,5.5723786,0.9611025,1.1013067,0.1402042
