,mouser_male,mouser_female,tuple,average_male,average_female,female-male
0,0.09354654,-0.2231573,"('unsociable', 'sociable')",0.0935465,-0.2231573,-0.3167038
1,0.1858872,0.22763357,"('unfriendly', 'friendly')",0.1858872,0.2276336,0.0417464
2,-0.36462834,-0.36267176,"('unlikable', 'likable')",-0.3646283,-0.3626718,0.0019565
3,-0.58801705,-0.66153866,"('repellent', 'pleasant')",-0.588017,-0.6615387,-0.0735217
4,-3.6216083,-3.6244822,"('disliked', 'liked')",-3.6216083,-3.6244822,-0.0028739
5,-1.360475,-0.99875367,"('distant', 'outgoing')",-1.3604749,-0.9987537,0.3617212
6,-1.5436568,-1.1361016,"('distant', 'open')",-1.5436568,-1.1361016,0.4075552
7,0.5465871,0.44073263,"('insensitive', 'sensitive')",0.5465871,0.4407326,-0.1058545
8,0.7400434,0.82699275,"('unaffectionate', 'affectionate')",0.7400434,0.8269928,0.0869494
9,0.71266866,0.79725355,"('unaffectionate', 'caring')",0.7126687,0.7972535,0.0845848
10,0.4806826,0.19033374,"('unsympathetic', 'sympathetic')",0.4806826,0.1903337,-0.2903489
11,2.040525,1.8594351,"('unhelpful', 'helpful')",2.040525,1.8594351,-0.1810899
12,-1.0489107,-1.0488037,"('unsupportive', 'supportive')",-1.0489107,-1.0488037,0.000107
13,0.5519167,0.28127086,"('impolite', 'polite')",0.5519167,0.2812709,-0.2706458
14,0.12109249,-0.26288176,"('antisocial', 'social')",0.1210925,-0.2628818,-0.3839743
15,1.1016396,1.1061081,"('boring', 'funny')",1.1016396,1.1061081,0.0044685
16,-0.41979608,-0.39697832,"('unpopular', 'popular')",-0.4197961,-0.3969783,0.0228178
17,-0.09033993,-0.066743925,"('nasty', 'nice')",-0.0903399,-0.0667439,0.023596
18,-1.1110508,-1.1645951,"('disagreeable', 'welcoming')",-1.1110508,-1.1645951,-0.0535443
19,-0.630924,-0.37514412,"('inhospitable', 'hospitable')",-0.630924,-0.3751441,0.2557799
20,0.6846921,0.5789009,"('rough', 'thoughtful')",0.6846921,0.5789009,-0.1057912
21,0.63196224,0.48020658,"('immoral', 'moral')",0.6319622,0.4802066,-0.1517556
22,-0.556968,-0.76906776,"('untrustworthy', 'trustworthy')",-0.556968,-0.7690678,-0.2120998
23,3.0589666,2.83259,"('insincere', 'sincere')",3.0589666,2.8325901,-0.2263765
24,0.55797863,0.41700748,"('dishonest', 'honest')",0.5579786,0.4170075,-0.1409711
25,-0.023684138,-0.011036607,"('egoistic', 'altruistic')",-0.0236841,-0.0110366,0.0126475
