,creature_male,creature_female,tuple,average_male,average_female,female-male
0,0.18993579,0.08201152,"('unsociable', 'sociable')",0.1899358,0.0820115,-0.1079243
1,1.2402054,1.1129314,"('unfriendly', 'friendly')",1.2402054,1.1129314,-0.127274
2,0.5991289,0.7838725,"('unlikable', 'likable')",0.5991289,0.7838725,0.1847436
3,0.9116714,0.9223909,"('repellent', 'pleasant')",0.9116714,0.9223909,0.0107195
4,-7.4065704,-7.217626,"('disliked', 'liked')",-7.4065704,-7.2176261,0.1889443
5,-0.25015426,-0.12180117,"('distant', 'outgoing')",-0.2501543,-0.1218012,0.1283531
6,-0.028247312,0.09079313,"('distant', 'open')",-0.0282473,0.0907931,0.1190404
7,0.74908215,0.7649294,"('insensitive', 'sensitive')",0.7490821,0.7649294,0.0158473
8,0.7112078,0.6957241,"('unaffectionate', 'affectionate')",0.7112078,0.6957241,-0.0154837
9,1.489559,1.5155983,"('unaffectionate', 'caring')",1.4895591,1.5155983,0.0260392
10,1.3642565,1.3868213,"('unsympathetic', 'sympathetic')",1.3642565,1.3868213,0.0225648
11,2.1538527,2.1777987,"('unhelpful', 'helpful')",2.1538527,2.1777987,0.023946
12,-1.5773566,-1.526394,"('unsupportive', 'supportive')",-1.5773566,-1.526394,0.0509626
13,0.6280719,0.5601965,"('impolite', 'polite')",0.6280719,0.5601965,-0.0678754
14,-0.35824656,-0.47237352,"('antisocial', 'social')",-0.3582466,-0.4723735,-0.1141269
15,0.4396477,0.36923727,"('boring', 'funny')",0.4396477,0.3692373,-0.0704104
16,-0.22926098,-0.19206804,"('unpopular', 'popular')",-0.229261,-0.192068,0.037193
17,-0.26343885,-0.13608502,"('nasty', 'nice')",-0.2634389,-0.136085,0.1273539
18,-0.7374411,-0.78558844,"('disagreeable', 'welcoming')",-0.7374411,-0.7855884,-0.0481473
19,-0.6859702,-0.45999017,"('inhospitable', 'hospitable')",-0.6859702,-0.4599902,0.22598
20,0.8903044,0.70303714,"('rough', 'thoughtful')",0.8903044,0.7030371,-0.1872673
