,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38901624,-0.4674908,"('unsociable', 'sociable')",0.84483516,0.67992145,-0.18834543,-0.33168945,0.0891578,-0.0397529,-0.1289107
1,-1.4086586,-1.4516685,"('unfriendly', 'friendly')",1.0694847,0.8492588,2.1244943,1.8585119,0.5951068,0.4187007,-0.1764061
2,0.012097865,0.10841276,"('unlikable', 'likable')",2.2250657,2.3058958,0.622167,0.7267259,0.9531102,1.0470115,0.0939013
3,-0.3329067,-0.22489306,"('repellent', 'pleasant')",-0.056590803,0.02131821,-0.035840537,0.066277176,-0.1417793,-0.0457659,0.0960134
4,-0.3556822,-0.35310245,"('disliked', 'liked')",-0.16036634,-0.17271069,-6.2334213,-6.214171,-2.2498233,-2.2466613,0.003162
5,-0.8706444,-0.87664235,"('distant', 'outgoing')",0.26174337,0.22747259,0.041840453,0.024655309,-0.1890202,-0.2081715,-0.0191513
6,-1.3900586,-1.3646101,"('distant', 'open')",-0.5901566,-0.6469296,0.45986402,0.34659845,-0.5067838,-0.5549804,-0.0481966
7,0.50313413,0.5488677,"('insensitive', 'sensitive')",0.58325666,0.63575554,0.92812586,0.8666006,0.6715055,0.6837413,0.0122358
8,-0.89443386,-0.8624237,"('unaffectionate', 'affectionate')",-0.024967432,-0.050193693,0.72695374,0.5708279,-0.0641492,-0.1139298,-0.0497806
9,-0.956409,-0.9360745,"('unaffectionate', 'caring')",1.3868151,1.3019489,1.3739463,1.2566786,0.6014508,0.540851,-0.0605998
10,0.31789064,0.3182013,"('unsympathetic', 'sympathetic')",-0.31354058,-0.27398133,0.08860305,-0.021302253,0.0309844,0.0076392,-0.0233452
11,-0.16792446,-0.11224808,"('unhelpful', 'helpful')",0.504594,0.50881183,2.2633514,2.3141918,0.8666736,0.9035852,0.0369116
12,0.4409811,0.4939293,"('unsupportive', 'supportive')",1.2155432,1.3479853,-1.4257222,-1.4417125,0.076934,0.1334007,0.0564667
13,0.6758474,0.68802637,"('impolite', 'polite')",0.8863821,0.8400745,0.3618878,0.34861553,0.6413724,0.6255721,-0.0158003
14,0.352273,0.43432885,"('antisocial', 'social')",1.7972656,1.9200927,-0.6899249,-0.6342682,0.4865379,0.5733844,0.0868465
15,0.2064902,0.18451972,"('boring', 'funny')",-0.25106904,-0.25062418,0.37145972,0.33712637,0.1089603,0.0903406,-0.0186197
