,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
0,-0.26385236,-0.42028973,"('unsociable', 'sociable')",-0.2638524,-0.4202897,-0.1564373
1,-1.0817566,-1.2486304,"('unfriendly', 'friendly')",-1.0817566,-1.2486304,-0.1668738
2,0.08515598,0.083667986,"('unlikable', 'likable')",0.085156,0.083668,-0.001488
3,-1.1950713,-1.1072663,"('repellent', 'pleasant')",-1.1950713,-1.1072663,0.087805
4,-2.037031,-2.049307,"('disliked', 'liked')",-2.0370309,-2.0493071,-0.0122762
5,-0.7653455,-0.74795216,"('distant', 'outgoing')",-0.7653455,-0.7479522,0.0173933
6,-0.8673385,-0.8550898,"('distant', 'open')",-0.8673385,-0.8550898,0.0122487
7,0.15754625,0.0012533758,"('insensitive', 'sensitive')",0.1575463,0.0012534,-0.1562929
8,-0.0892309,-0.26020432,"('unaffectionate', 'affectionate')",-0.0892309,-0.2602043,-0.1709734
9,-0.7523692,-0.85081077,"('unaffectionate', 'caring')",-0.7523692,-0.8508108,-0.0984416
10,-1.3146017,-1.4227931,"('unsympathetic', 'sympathetic')",-1.3146017,-1.4227931,-0.1081914
11,-0.02482345,-0.0013203323,"('unhelpful', 'helpful')",-0.0248234,-0.0013203,0.0235031
12,-1.3385941,-1.3714461,"('unsupportive', 'supportive')",-1.3385941,-1.3714461,-0.032852
13,-0.09745868,-0.19047146,"('impolite', 'polite')",-0.0974587,-0.1904715,-0.0930128
14,0.5979104,0.4842168,"('antisocial', 'social')",0.5979104,0.4842168,-0.1136936
15,0.35116273,0.11972482,"('boring', 'funny')",0.3511627,0.1197248,-0.2314379
16,-0.7119565,-0.6906198,"('unpopular', 'popular')",-0.7119565,-0.6906198,0.0213367
17,0.2738074,0.27652848,"('nasty', 'nice')",0.2738074,0.2765285,0.0027211
18,-0.7428595,-0.6976409,"('disagreeable', 'welcoming')",-0.7428595,-0.6976409,0.0452186
19,-1.4243227,-1.498874,"('inhospitable', 'hospitable')",-1.4243227,-1.4988739,-0.0745512
20,0.1413663,0.17582473,"('rough', 'thoughtful')",0.1413663,0.1758247,0.0344584
21,-0.56434685,-0.5316632,"('immoral', 'moral')",-0.5643468,-0.5316632,0.0326836
22,-0.27998817,-0.3107902,"('untrustworthy', 'trustworthy')",-0.2799882,-0.3107902,-0.030802
23,1.3244174,1.2219523,"('insincere', 'sincere')",1.3244174,1.2219523,-0.1024651
24,-0.80588543,-0.89404553,"('dishonest', 'honest')",-0.8058854,-0.8940455,-0.0881601
25,0.34122288,0.24565856,"('egoistic', 'altruistic')",0.3412229,0.2456586,-0.0955643
26,1.3414404,1.0032463,"('hardhearted', 'benevolent')",1.3414404,1.0032463,-0.3381941
27,-0.041375484,-0.09287744,"('hardhearted', 'softhearted')",-0.0413755,-0.0928774,-0.0515019
28,-0.062419046,-0.24427536,"('disloyal', 'loyal')",-0.062419,-0.2442754,-0.1818564
29,-0.9448228,-0.9795075,"('unfair', 'fair')",-0.9448228,-0.9795075,-0.0346847
30,0.1704931,0.14277613,"('intolerant', 'tolerant')",0.1704931,0.1427761,-0.027717
31,-1.4612526,-1.480134,"('evil', 'good')",-1.4612526,-1.480134,-0.0188814
32,0.61091083,0.39922595,"('unkind', 'kind')",0.6109108,0.399226,-0.2116848
33,-0.19111155,-0.21308026,"('wrong', 'right')",-0.1911115,-0.2130803,-0.0219688
34,2.0121744,2.1231077,"('mean', 'honorable')",2.0121744,2.1231077,0.1109333
35,0.46953765,0.30100542,"('corrupt', 'incorrupt')",0.4695376,0.3010054,-0.1685322
36,-0.3264786,-0.44943732,"('hostile', 'amicable')",-0.3264786,-0.4494373,-0.1229587
37,-0.22711492,-0.20949805,"('fake', 'genuine')",-0.2271149,-0.209498,0.0176169
38,-0.12201479,-0.1679092,"('untruthful', 'truthful')",-0.1220148,-0.1679092,-0.0458944
39,0.3228006,0.36367223,"('exploitative', 'cooperative')",0.3228006,0.3636722,0.0408716
40,-0.6319746,-0.72317564,"('stingy', 'generous')",-0.6319746,-0.7231756,-0.091201
41,0.025642939,-0.0327944,"('unforgiving', 'forgiving')",0.0256429,-0.0327944,-0.0584373
42,0.05768466,0.0057077035,"('unreliable', 'reliable')",0.0576847,0.0057077,-0.051977
43,-0.8268417,-0.86816794,"('irresponsible', 'responsible')",-0.8268417,-0.8681679,-0.0413262
44,0.045025416,0.19413806,"('prejudiced', 'unprejudiced')",0.0450254,0.1941381,0.1491127
45,-0.71619487,-0.7518225,"('incompetent', 'competent')",-0.7161949,-0.7518225,-0.0356276
46,-1.3141471,-1.2933356,"('uncompetitive', 'competitive')",-1.3141471,-1.2933356,0.0208115
47,1.6804477,1.7907958,"('stupid', 'smart')",1.6804477,1.7907958,0.1103481
48,-0.77875066,-0.7902479,"('unintelligent', 'intelligent')",-0.7787507,-0.7902479,-0.0114972
49,-0.80604327,-0.6664058,"('unable', 'able')",-0.8060433,-0.6664058,0.1396375
50,0.8445111,0.8256762,"('clumsy', 'skillful')",0.8445111,0.8256762,-0.0188349
51,-0.7312999,-0.7931984,"('uneducated', 'educated')",-0.7312999,-0.7931984,-0.0618985
52,-1.2170094,-1.3044808,"('irrational', 'rational')",-1.2170094,-1.3044808,-0.0874714
53,-1.3448021,-1.5308151,"('uncreative', 'creative')",-1.3448021,-1.5308151,-0.186013
54,-0.683949,-0.78453636,"('incapable', 'capable')",-0.683949,-0.7845364,-0.1005874
55,-0.8146067,-0.64005935,"('incompetent', 'clever')",-0.8146067,-0.6400594,0.1745473
56,0.54814214,0.37899628,"('impractical', 'practical')",0.5481421,0.3789963,-0.1691458
57,-2.177306,-2.3608654,"('unimaginative', 'imaginative')",-2.1773059,-2.3608654,-0.1835595
58,0.09488038,-0.0017602891,"('undiscriminating', 'discriminating')",0.0948804,-0.0017603,-0.0966407
59,0.051686,0.023305103,"('foolish', 'wise')",0.051686,0.0233051,-0.0283809
60,-0.035738625,0.104352295,"('inefficient', 'efficient')",-0.0357386,0.1043523,0.1400909
61,-0.9603091,-1.0859264,"('illogical', 'logical')",-0.9603091,-1.0859264,-0.1256173
62,-0.44516885,-0.32995188,"('incompetent', 'brilliant')",-0.4451689,-0.3299519,0.115217
63,-0.5083344,-0.50450855,"('unperceptive', 'insightful')",-0.5083344,-0.5045086,0.0038258
64,-2.2962213,-2.29386,"('shy', 'confident')",-2.2962213,-2.29386,0.0023613
65,0.48982885,0.44094855,"('insecure', 'secure')",0.4898289,0.4409485,-0.0488804
66,0.3410799,0.079310216,"('inactive', 'active')",0.3410799,0.0793102,-0.2617697
67,0.65506583,0.6139015,"('doubtful', 'determined')",0.6550658,0.6139015,-0.0411643
68,-1.3228862,-1.0615287,"('dependent', 'independent')",-1.3228862,-1.0615287,0.2613575
69,0.5591137,0.55195266,"('lazy', 'industrious')",0.5591137,0.5519527,-0.007161
70,-0.24554354,-0.33474204,"('lethargic', 'energetic')",-0.2455435,-0.334742,-0.0891985
71,-0.22850591,-0.2952538,"('diffident', 'self-confident')",-0.2285059,-0.2952538,-0.0667479
72,-0.37338018,-0.3848816,"('unambitious', 'ambitious')",-0.3733802,-0.3848816,-0.0115014
73,-0.65100324,-0.61908466,"('helpless', 'self-reliant')",-0.6510032,-0.6190847,0.0319185
74,-0.31413057,-0.38405514,"('undedicated', 'dedicated')",-0.3141306,-0.3840551,-0.0699245
75,0.054178514,0.10716798,"('meek', 'impulsive')",0.0541785,0.107168,0.0529895
76,0.35466206,0.36192465,"('anxious', 'daring')",0.3546621,0.3619246,0.0072625
77,-1.1815825,-1.1215607,"('unmotivated', 'motivated')",-1.1815825,-1.1215607,0.0600218
78,-0.49190184,-0.4754608,"('nonresilient', 'resilient')",-0.4919018,-0.4754608,0.016441
79,0.13921563,-0.08693211,"('wavering', 'unwavering')",0.1392156,-0.0869321,-0.2261477
80,0.17703868,0.1419895,"('dominated', 'dominating')",0.1770387,0.1419895,-0.0350492
81,-0.5175307,-0.505562,"('submissive', 'aggressive')",-0.5175307,-0.505562,0.0119687
82,1.9954762,1.9116327,"('poor', 'rich')",1.9954762,1.9116327,-0.0838435
83,0.23095904,0.057648264,"('powerless', 'powerful')",0.230959,0.0576483,-0.1733107
84,0.17269908,0.18829787,"('inferior', 'superior')",0.1726991,0.1882979,0.0155988
85,0.08544293,-0.003500063,"('insignificant', 'prestigious')",0.0854429,-0.0035001,-0.088943
86,-2.0048757,-2.1481824,"('uninfluential', 'influential')",-2.0048757,-2.1481824,-0.1433067
87,0.19670701,0.08617255,"('unsuccessful', 'successful')",0.196707,0.0861726,-0.1105344
88,-0.43230867,-0.55393475,"('low', 'eminent')",-0.4323087,-0.5539348,-0.1216261
