,motor_male,motor_female,tuple,average_male,average_female,female-male
0,-0.76309156,-0.6993514,"('unsociable', 'sociable')",-0.7630916,-0.6993514,0.0637402
1,2.0486372,1.9583548,"('unfriendly', 'friendly')",2.0486372,1.9583548,-0.0902824
2,0.1336144,0.17532298,"('unlikable', 'likable')",0.1336144,0.175323,0.0417086
3,-0.36872914,-0.28459796,"('repellent', 'pleasant')",-0.3687291,-0.284598,0.0841311
4,-6.659054,-6.755095,"('disliked', 'liked')",-6.6590538,-6.755095,-0.0960412
5,0.5553143,0.48220313,"('distant', 'outgoing')",0.5553143,0.4822031,-0.0731112
6,0.9215822,0.79836893,"('distant', 'open')",0.9215822,0.7983689,-0.1232133
7,0.06612374,0.18519801,"('insensitive', 'sensitive')",0.0661237,0.185198,0.1190743
8,1.7851377,1.6156769,"('unaffectionate', 'affectionate')",1.7851377,1.6156769,-0.1694608
9,2.068746,2.0230558,"('unaffectionate', 'caring')",2.0687461,2.0230558,-0.0456903
10,-0.2638523,-0.123504564,"('unsympathetic', 'sympathetic')",-0.2638523,-0.1235046,0.1403477
11,1.5171169,1.6340029,"('unhelpful', 'helpful')",1.5171169,1.6340029,0.116886
12,-2.114686,-2.0791657,"('unsupportive', 'supportive')",-2.114686,-2.0791657,0.0355203
13,-0.85827273,-0.77047396,"('impolite', 'polite')",-0.8582727,-0.770474,0.0877987
14,-0.34221947,-0.2646646,"('antisocial', 'social')",-0.3422195,-0.2646646,0.0775549
15,0.5364526,0.45108545,"('boring', 'funny')",0.5364526,0.4510854,-0.0853672
16,-0.08276895,-0.139754,"('unpopular', 'popular')",-0.0827689,-0.139754,-0.0569851
17,0.37286714,0.3792819,"('nasty', 'nice')",0.3728671,0.3792819,0.0064148
18,-0.31568784,-0.39840275,"('disagreeable', 'welcoming')",-0.3156878,-0.3984028,-0.082715
19,0.36510402,0.32744616,"('inhospitable', 'hospitable')",0.365104,0.3274462,-0.0376578
20,0.3166471,0.26693758,"('rough', 'thoughtful')",0.3166471,0.2669376,-0.0497095
21,-1.1304864,-0.9493378,"('immoral', 'moral')",-1.1304864,-0.9493378,0.1811486
22,-1.0594461,-1.0120034,"('untrustworthy', 'trustworthy')",-1.0594461,-1.0120034,0.0474427
23,5.7785077,5.888076,"('insincere', 'sincere')",5.7785077,5.8880758,0.1095681
24,1.1692202,1.1371466,"('dishonest', 'honest')",1.1692202,1.1371466,-0.0320736
25,0.8892963,0.75224435,"('egoistic', 'altruistic')",0.8892963,0.7522444,-0.1370519
26,1.4077766,1.343449,"('hardhearted', 'benevolent')",1.4077766,1.343449,-0.0643276
27,1.5642486,1.4042578,"('hardhearted', 'softhearted')",1.5642486,1.4042578,-0.1599908
28,1.132545,1.0845529,"('disloyal', 'loyal')",1.132545,1.0845529,-0.0479921
29,0.016981348,-0.104513705,"('unfair', 'fair')",0.0169813,-0.1045137,-0.121495
30,0.22482646,0.36028695,"('intolerant', 'tolerant')",0.2248265,0.360287,0.1354605
31,-0.2836454,-0.40672147,"('evil', 'good')",-0.2836454,-0.4067215,-0.1230761
32,0.80725676,0.82522756,"('unkind', 'kind')",0.8072568,0.8252276,0.0179708
33,0.5310454,0.41666353,"('wrong', 'right')",0.5310454,0.4166635,-0.1143819
