,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.16160256,-0.35001373,"('unsociable', 'sociable')",-0.42165583,-0.5513741,-0.2916292,-0.4506939,-0.1590647
1,2.045637,2.0092752,"('unfriendly', 'friendly')",1.5270551,1.3392798,1.786346,1.6742775,-0.1120685
2,0.5840575,0.5775591,"('unlikable', 'likable')",0.34274036,0.33656508,0.4633989,0.4570621,-0.0063368
3,-1.2499565,-1.1512458,"('repellent', 'pleasant')",0.03570032,0.11644631,-0.6071281,-0.5173998,0.0897283
4,0.052891225,0.07260783,"('disliked', 'liked')",-5.755815,-5.9283934,-2.8514619,-2.9278927,-0.0764308
5,1.9649191,2.014297,"('distant', 'outgoing')",0.032769166,0.025226735,0.9988441,1.0197619,0.0209178
6,2.2240872,2.3134243,"('distant', 'open')",0.19149461,0.17764589,1.207791,1.2455351,0.0377441
7,-0.6291314,-0.538414,"('insensitive', 'sensitive')",-0.10595688,-0.03331478,-0.3675441,-0.2858644,0.0816797
8,1.3020468,1.2509557,"('unaffectionate', 'affectionate')",0.4233936,0.34177884,0.8627202,0.7963673,-0.0663529
9,1.8914568,1.8611895,"('unaffectionate', 'caring')",0.80903697,0.7440118,1.3502469,1.3026006,-0.0476463
10,-0.85438854,-0.9025686,"('unsympathetic', 'sympathetic')",-0.8033221,-0.8544699,-0.8288553,-0.8785192,-0.0496639
11,0.03626512,-0.035407703,"('unhelpful', 'helpful')",1.9444536,1.9515738,0.9903594,0.9580831,-0.0322763
12,0.35804105,0.43860352,"('unsupportive', 'supportive')",-1.6503409,-1.6580611,-0.6461499,-0.6097288,0.0364211
13,-0.12154111,-0.23137212,"('impolite', 'polite')",-0.907546,-0.91564476,-0.5145435,-0.5735084,-0.0589649
14,-1.225693,-1.2944587,"('antisocial', 'social')",-1.0301838,-0.9986703,-1.1279384,-1.1465645,-0.0186261
15,1.1452814,1.0726438,"('boring', 'funny')",0.19760862,0.19791509,0.671445,0.6352794,-0.0361656
16,-0.083721176,-0.13306285,"('unpopular', 'popular')",0.706521,0.7370219,0.3113999,0.3019795,-0.0094204
17,0.32679927,0.3589925,"('nasty', 'nice')",-0.12367925,-0.0406729,0.10156,0.1591598,0.0575998
18,0.56193054,0.5707048,"('disagreeable', 'welcoming')",-0.28947365,-0.3495266,0.1362284,0.1105891,-0.0256393
19,0.29430875,0.2786827,"('inhospitable', 'hospitable')",0.37367222,0.36863118,0.3339905,0.3236569,-0.0103336
20,0.58694744,0.6079195,"('rough', 'thoughtful')",1.2472287,1.2449949,0.9170881,0.9264572,0.0093691
21,0.23485065,0.18818024,"('immoral', 'moral')",-0.60954535,-0.6024767,-0.1873474,-0.2071482,-0.0198008
22,-0.37739843,-0.46876243,"('untrustworthy', 'trustworthy')",-0.85865027,-0.9051594,-0.6180243,-0.6869609,-0.0689366
23,0.06501892,0.025179036,"('insincere', 'sincere')",5.386568,5.397715,2.7257936,2.711447,-0.0143466
24,0.3632991,0.40136865,"('dishonest', 'honest')",0.42030355,0.41443443,0.3918013,0.4079015,0.0161002
25,1.7815925,1.7950518,"('egoistic', 'altruistic')",1.645935,1.6321232,1.7137637,1.7135875,-0.0001762
26,1.2571429,1.1500796,"('hardhearted', 'benevolent')",1.1954812,1.0221866,1.226312,1.0861331,-0.1401789
27,1.4665494,1.4373053,"('hardhearted', 'softhearted')",1.0964336,1.0623589,1.2814915,1.2498322,-0.0316593
28,0.31181166,0.20296901,"('disloyal', 'loyal')",0.73176366,0.61909896,0.5217876,0.411034,-0.1107536
29,-0.5019826,-0.47697118,"('unfair', 'fair')",-0.20386884,-0.28543276,-0.3529257,-0.381202,-0.0282763
30,0.67480224,0.6061745,"('intolerant', 'tolerant')",0.7347291,0.628742,0.7047657,0.6174582,-0.0873075
31,0.2888419,0.38232127,"('evil', 'good')",-0.73506945,-0.7168772,-0.2231138,-0.167278,0.0558358
32,0.46173093,0.3789284,"('unkind', 'kind')",0.69963837,0.5973489,0.5806847,0.4881387,-0.092546
33,1.0360875,0.95850074,"('wrong', 'right')",-0.29053044,-0.37704706,0.3727785,0.2907268,-0.0820517
34,0.5513727,0.6803805,"('mean', 'honorable')",5.920463,6.0727134,3.2359178,3.3765469,0.1406291
35,0.83701986,0.7745926,"('corrupt', 'incorrupt')",0.2925629,0.23253983,0.5647914,0.5035662,-0.0612252
36,1.026767,1.0248635,"('hostile', 'amicable')",0.27664715,0.057207882,0.6517071,0.5410357,-0.1106714
37,-0.8401463,-0.7861494,"('fake', 'genuine')",0.018567901,0.11518465,-0.4107892,-0.3354824,0.0753068
38,-0.2753289,-0.21228912,"('untruthful', 'truthful')",0.3383899,0.36996537,0.0315305,0.0788381,0.0473076
