,mcafee_male,mcafee_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.969217,-2.1794071,"('unsociable', 'sociable')",-0.22540708,-0.42697436,-1.097312,-1.3031907,-0.2058787
1,-0.69425106,-0.9226081,"('unfriendly', 'friendly')",1.9928728,1.8871843,0.6493109,0.4822881,-0.1670228
2,0.75583386,0.80770457,"('unlikable', 'likable')",0.56301177,0.66711634,0.6594228,0.7374104,0.0779876
3,-0.8400263,-0.830025,"('repellent', 'pleasant')",0.21509854,0.25540987,-0.3124639,-0.2873076,0.0251563
4,0.7302387,0.6353362,"('disliked', 'liked')",-5.7416086,-5.8486032,-2.5056849,-2.6066334,-0.1009485
5,0.45350158,0.4516153,"('distant', 'outgoing')",-0.27611828,-0.2421486,0.0886917,0.1047334,0.0160417
6,0.7716616,0.8080977,"('distant', 'open')",0.034908522,0.041010402,0.4032851,0.424554,0.0212689
7,-0.88296944,-0.879171,"('insensitive', 'sensitive')",1.1165615,1.1341208,0.116796,0.1274749,0.0106789
8,0.031267457,-0.0963224,"('unaffectionate', 'affectionate')",0.9513369,0.8525961,0.4913022,0.3781368,-0.1131654
9,-0.5635565,-0.6661696,"('unaffectionate', 'caring')",1.2991534,1.2428739,0.3677985,0.2883522,-0.0794463
10,-2.767232,-2.79727,"('unsympathetic', 'sympathetic')",0.08929959,0.022371506,-1.3389661,-1.3874493,-0.0484832
11,-1.9983957,-2.0115693,"('unhelpful', 'helpful')",1.642602,1.7193596,-0.1778969,-0.1461048,0.0317921
12,-0.8993644,-0.896408,"('unsupportive', 'supportive')",-1.0685565,-1.0743322,-0.9839605,-0.9853702,-0.0014097
13,-1.1971558,-1.275125,"('impolite', 'polite')",-0.26828274,-0.2975484,-0.7327193,-0.7863367,-0.0536174
14,-1.0780149,-1.074388,"('antisocial', 'social')",-0.3176831,-0.37313053,-0.697849,-0.7237593,-0.0259103
15,0.06291026,-0.01666058,"('boring', 'funny')",0.45689556,0.4452304,0.2599029,0.2142849,-0.045618
16,-0.20474178,-0.17019993,"('unpopular', 'popular')",0.23135021,0.2764602,0.0133042,0.0531301,0.0398259
17,-0.6864304,-0.6552145,"('nasty', 'nice')",-0.38832316,-0.30803847,-0.5373768,-0.4816265,0.0557503
18,-0.12785117,-0.1446551,"('disagreeable', 'welcoming')",-0.22942671,-0.27669653,-0.1786389,-0.2106758,-0.0320369
19,0.0865704,0.06877217,"('inhospitable', 'hospitable')",0.20570257,0.23502871,0.1461365,0.1519004,0.0057639
20,-0.07245335,-0.028710179,"('rough', 'thoughtful')",1.1838894,1.1621456,0.555718,0.5667177,0.0109997
21,-1.3676149,-1.3820989,"('immoral', 'moral')",-0.4094491,-0.3701368,-0.888532,-0.8761178,0.0124142
22,-0.4741327,-0.4950275,"('untrustworthy', 'trustworthy')",-0.7227873,-0.76634246,-0.59846,-0.630685,-0.032225
23,-1.6032951,-1.7146695,"('insincere', 'sincere')",5.5411205,5.5461407,1.9689127,1.9157356,-0.0531771
