,prince_male,prince_female,tuple,average_male,average_female,female-male
0,0.1019573,0.1652827,"('unsociable', 'sociable')",0.1019573,0.1652827,0.0633254
1,1.0079565,0.8656965,"('unfriendly', 'friendly')",1.0079565,0.8656965,-0.14226
2,0.24251306,0.311747,"('unlikable', 'likable')",0.2425131,0.311747,0.0692339
3,0.6823805,0.74214715,"('repellent', 'pleasant')",0.6823805,0.7421471,0.0597666
4,-7.102812,-7.3795695,"('disliked', 'liked')",-7.1028118,-7.3795695,-0.2767577
5,-0.44511238,-0.53332347,"('distant', 'outgoing')",-0.4451124,-0.5333235,-0.0882111
6,0.06882963,-0.10728912,"('distant', 'open')",0.0688296,-0.1072891,-0.1761187
7,0.9789294,1.0910065,"('insensitive', 'sensitive')",0.9789294,1.0910065,0.1120771
8,1.3557686,1.1486114,"('unaffectionate', 'affectionate')",1.3557686,1.1486114,-0.2071572
9,1.7562332,1.7368965,"('unaffectionate', 'caring')",1.7562332,1.7368965,-0.0193367
10,1.0285739,1.1561606,"('unsympathetic', 'sympathetic')",1.0285739,1.1561606,0.1275867
11,1.5445298,1.737589,"('unhelpful', 'helpful')",1.5445298,1.737589,0.1930592
12,-1.6585885,-1.642052,"('unsupportive', 'supportive')",-1.6585885,-1.6420521,0.0165364
13,-0.21845454,-0.03200387,"('impolite', 'polite')",-0.2184545,-0.0320039,0.1864506
14,0.16119878,0.21105503,"('antisocial', 'social')",0.1611988,0.211055,0.0498562
15,0.06787277,-0.04266714,"('boring', 'funny')",0.0678728,-0.0426671,-0.1105399
16,-0.3528496,-0.39938706,"('unpopular', 'popular')",-0.3528496,-0.3993871,-0.0465375
17,0.021439638,-0.0052146222,"('nasty', 'nice')",0.0214396,-0.0052146,-0.0266542
18,-0.43160504,-0.47579718,"('disagreeable', 'welcoming')",-0.431605,-0.4757972,-0.0441922
19,-0.6876422,-0.7297696,"('inhospitable', 'hospitable')",-0.6876422,-0.7297696,-0.0421274
20,0.7008668,0.6590636,"('rough', 'thoughtful')",0.7008668,0.6590636,-0.0418032
21,-0.29968578,-0.064774185,"('immoral', 'moral')",-0.2996858,-0.0647742,0.2349116
22,-0.25409082,-0.24019566,"('untrustworthy', 'trustworthy')",-0.2540908,-0.2401957,0.0138951
23,5.8465395,6.075593,"('insincere', 'sincere')",5.8465395,6.075593,0.2290535
24,1.4204619,1.3989142,"('dishonest', 'honest')",1.4204619,1.3989142,-0.0215477
25,0.5022565,0.38044113,"('egoistic', 'altruistic')",0.5022565,0.3804411,-0.1218154
26,0.8335905,0.6628341,"('hardhearted', 'benevolent')",0.8335905,0.6628341,-0.1707564
27,1.7519104,1.519403,"('hardhearted', 'softhearted')",1.7519104,1.519403,-0.2325074
28,1.2734357,1.2599372,"('disloyal', 'loyal')",1.2734357,1.2599372,-0.0134985
