,tyler_male,tyler_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.7632935,0.5833836,"('unsociable', 'sociable')",-0.33763757,-0.44097176,-0.509894,-0.6226604,-0.0280794,-0.1600828,-0.1320034
1,0.46141914,0.39783037,"('unfriendly', 'friendly')",0.3962202,0.25670266,1.6073754,1.486821,0.8216716,0.7137847,-0.1078869
2,1.209778,1.2157452,"('unlikable', 'likable')",0.28105366,0.36145929,0.55005175,0.6443029,0.6802944,0.7405024,0.060208
3,-0.12796408,-0.06976016,"('repellent', 'pleasant')",0.211025,0.30356127,-0.13007611,-0.09373963,-0.0156717,0.0466872,0.0623589
4,-0.46479166,-0.4970493,"('disliked', 'liked')",-0.6617754,-0.6985372,-5.405942,-5.540221,-2.177503,-2.2452691,-0.0677661
5,-0.7551936,-0.6394564,"('distant', 'outgoing')",-0.3291314,-0.25539404,-0.20631152,-0.15743332,-0.4302122,-0.3507613,0.0794509
6,-0.31796983,-0.21987677,"('distant', 'open')",-0.6957866,-0.6425517,0.3577879,0.33530328,-0.2186562,-0.1757084,0.0429478
7,0.93631226,0.8390101,"('insensitive', 'sensitive')",0.37283483,0.44150773,0.27511004,0.3025354,0.5280857,0.5276844,-0.0004013
8,0.07440708,0.14203303,"('unaffectionate', 'affectionate')",0.18217605,0.16587019,0.6863282,0.62679297,0.3143038,0.3115654,-0.0027384
9,1.2394117,1.2316774,"('unaffectionate', 'caring')",0.23197055,0.22871146,1.0021576,0.9727788,0.8245133,0.8110559,-0.0134574
10,0.17926122,0.008811148,"('unsympathetic', 'sympathetic')",-0.49377882,-0.46728873,-0.7650927,-0.79306763,-0.3598701,-0.4171817,-0.0573116
11,0.0279096,0.0057287663,"('unhelpful', 'helpful')",1.0464641,1.0935175,1.6404362,1.654675,0.9049366,0.9179738,0.0130372
12,1.1235749,1.1937577,"('unsupportive', 'supportive')",0.5690028,0.74860656,-1.5838494,-1.5441914,0.0362427,0.1327243,0.0964816
13,0.62316734,0.5253455,"('impolite', 'polite')",-0.44940016,-0.4242916,-0.7176832,-0.76406044,-0.1813053,-0.2210022,-0.0396969
14,-0.12071146,-0.1945173,"('antisocial', 'social')",0.60515386,0.6256098,-0.96405685,-0.9264322,-0.1598715,-0.1651132,-0.0052417
15,-0.59396124,-0.63626343,"('boring', 'funny')",-0.19197623,-0.21215129,0.49106476,0.46724844,-0.0982909,-0.1270554,-0.0287645
16,-0.9503155,-0.9279619,"('unpopular', 'popular')",-0.25876576,-0.26006335,0.4356094,0.43126327,-0.2578239,-0.252254,0.0055699
17,-0.6784192,-0.6153175,"('nasty', 'nice')",-0.82031363,-0.76860034,-0.6433747,-0.5434912,-0.7140358,-0.6424696,0.0715662
