,jbg_male,jbg_female,tuple,smith_male,smith_female,properties_male,properties_female,average_male,average_female,female-male
0,-0.7605371,-1.008407,"('unsociable', 'sociable')",0.89809465,0.7587883,0.15638149,0.101718694,0.0979797,-0.0493,-0.1472797
1,-1.5931079,-1.6242955,"('unfriendly', 'friendly')",-0.25404704,-0.27317688,1.6921113,1.5764424,-0.0516812,-0.10701,-0.0553288
2,1.0764,1.1489067,"('unlikable', 'likable')",1.3047044,1.3612292,0.33393452,0.38098323,0.905013,0.9637063,0.0586933
3,-0.40081948,-0.37474614,"('repellent', 'pleasant')",0.33264536,0.5131161,0.2072056,0.30506495,0.0463438,0.1478116,0.1014678
4,0.7511706,0.6488713,"('disliked', 'liked')",-0.22726212,-0.34511384,-6.4257674,-6.549708,-1.9672863,-2.0819834,-0.1146971
5,0.30605978,0.36931747,"('distant', 'outgoing')",-0.82523894,-0.8123437,-0.09424958,-0.183483,-0.2044762,-0.2088364,-0.0043602
6,-0.24099827,-0.11616172,"('distant', 'open')",-0.9188886,-0.85789084,-0.052502602,-0.15687892,-0.4041298,-0.3769772,0.0271526
7,-0.5933247,-0.665673,"('insensitive', 'sensitive')",1.1635522,1.2150948,0.6818932,0.79667115,0.4173736,0.4486976,0.031324
8,-0.7306815,-0.70407593,"('unaffectionate', 'affectionate')",-0.3947714,-0.3889976,1.0047688,0.8459031,-0.040228,-0.0823902,-0.0421622
9,-1.0812877,-1.1406156,"('unaffectionate', 'caring')",0.174507,0.21422577,1.9356341,1.8447924,0.3429511,0.3061342,-0.0368169
10,-1.4036798,-1.552355,"('unsympathetic', 'sympathetic')",0.21022666,0.27220437,-0.017158445,0.029370695,-0.4035372,-0.4169267,-0.0133895
11,-0.7515505,-0.8160898,"('unhelpful', 'helpful')",-0.3422834,-0.3037958,1.9477652,1.9804285,0.2846438,0.2868476,0.0022038
12,-0.22545013,-0.17719127,"('unsupportive', 'supportive')",0.94526374,1.0253519,-1.3137326,-1.3057008,-0.197973,-0.1525134,0.0454596
13,-0.095404774,-0.26282802,"('impolite', 'polite')",0.7914865,0.76909107,-0.21657784,-0.21961042,0.1598346,0.0955509,-0.0642837
14,0.4309178,0.26724777,"('antisocial', 'social')",1.441135,1.4007375,0.33807287,0.36490908,0.7367086,0.6776315,-0.0590771
15,0.5195027,0.45929843,"('boring', 'funny')",0.19506945,0.097981095,-0.048471745,-0.093316585,0.2220335,0.1546543,-0.0673792
