,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
0,0.040080626,-0.044099912,"('unsociable', 'sociable')",0.0400806,-0.0440999,-0.0841805
1,1.008437,0.90679103,"('unfriendly', 'friendly')",1.008437,0.906791,-0.101646
2,0.19632219,0.36880592,"('unlikable', 'likable')",0.1963222,0.3688059,0.1724837
3,0.8819778,1.0104166,"('repellent', 'pleasant')",0.8819778,1.0104166,0.1284388
4,-6.7754474,-7.010681,"('disliked', 'liked')",-6.7754474,-7.0106812,-0.2352338
5,-0.48528492,-0.50299215,"('distant', 'outgoing')",-0.4852849,-0.5029922,-0.0177073
6,0.095789075,-0.026773905,"('distant', 'open')",0.0957891,-0.0267739,-0.122563
7,1.0204382,1.0219162,"('insensitive', 'sensitive')",1.0204382,1.0219162,0.001478
8,0.74224705,0.60752976,"('unaffectionate', 'affectionate')",0.742247,0.6075298,-0.1347172
9,1.1773889,1.1775216,"('unaffectionate', 'caring')",1.1773889,1.1775216,0.0001327
10,1.0905521,1.1341846,"('unsympathetic', 'sympathetic')",1.0905521,1.1341846,0.0436325
11,1.5420784,1.5906585,"('unhelpful', 'helpful')",1.5420784,1.5906585,0.0485801
12,-1.5922128,-1.6277492,"('unsupportive', 'supportive')",-1.5922128,-1.6277492,-0.0355364
13,-0.011293538,0.09978831,"('impolite', 'polite')",-0.0112935,0.0997883,0.1110818
14,0.03370854,0.01330648,"('antisocial', 'social')",0.0337085,0.0133065,-0.020402
15,0.0048704576,-0.088281736,"('boring', 'funny')",0.0048705,-0.0882817,-0.0931522
16,-0.31914508,-0.3389119,"('unpopular', 'popular')",-0.3191451,-0.3389119,-0.0197668
17,0.030106738,0.03442263,"('nasty', 'nice')",0.0301067,0.0344226,0.0043159
18,-0.39352903,-0.35228407,"('disagreeable', 'welcoming')",-0.393529,-0.3522841,0.0412449
19,-0.86060387,-0.9376272,"('inhospitable', 'hospitable')",-0.8606039,-0.9376272,-0.0770233
20,0.98971146,0.9304246,"('rough', 'thoughtful')",0.9897115,0.9304246,-0.0592869
21,-0.11229344,0.11974107,"('immoral', 'moral')",-0.1122934,0.1197411,0.2320345
22,-0.14245568,-0.13080624,"('untrustworthy', 'trustworthy')",-0.1424557,-0.1308062,0.0116495
23,5.44664,5.5821495,"('insincere', 'sincere')",5.44664,5.5821495,0.1355095
24,1.4060409,1.387869,"('dishonest', 'honest')",1.4060409,1.387869,-0.0181719
25,0.39166826,0.39602932,"('egoistic', 'altruistic')",0.3916683,0.3960293,0.004361
26,0.7713346,0.5050399,"('hardhearted', 'benevolent')",0.7713346,0.5050399,-0.2662947
27,1.6633162,1.4714416,"('hardhearted', 'softhearted')",1.6633162,1.4714416,-0.1918746
28,1.0233032,0.94815284,"('disloyal', 'loyal')",1.0233032,0.9481528,-0.0751504
29,-0.43631983,-0.5981098,"('unfair', 'fair')",-0.4363198,-0.5981098,-0.16179
30,0.64451426,0.7428669,"('intolerant', 'tolerant')",0.6445143,0.7428669,0.0983526
31,-1.2359587,-1.375238,"('evil', 'good')",-1.2359587,-1.3752379,-0.1392792
32,1.1930108,1.0823387,"('unkind', 'kind')",1.1930108,1.0823387,-0.1106721
33,-0.45170596,-0.47790238,"('wrong', 'right')",-0.451706,-0.4779024,-0.0261964
34,3.976478,4.198465,"('mean', 'honorable')",3.9764781,4.1984649,0.2219868
35,-0.9285177,-1.213293,"('corrupt', 'incorrupt')",-0.9285177,-1.213293,-0.2847753
36,-0.62488174,-0.74511075,"('hostile', 'amicable')",-0.6248817,-0.7451108,-0.1202291
37,0.83633447,0.81846035,"('fake', 'genuine')",0.8363345,0.8184603,-0.0178742
38,-0.5235148,-0.4210324,"('untruthful', 'truthful')",-0.5235148,-0.4210324,0.1024824
39,0.21462789,0.24296719,"('exploitative', 'cooperative')",0.2146279,0.2429672,0.0283393
40,-1.0904055,-1.3019878,"('stingy', 'generous')",-1.0904055,-1.3019878,-0.2115823
41,0.22096956,0.1851533,"('unforgiving', 'forgiving')",0.2209696,0.1851533,-0.0358163
42,-1.4913784,-1.565609,"('unreliable', 'reliable')",-1.4913784,-1.565609,-0.0742306
43,0.90673065,1.033211,"('irresponsible', 'responsible')",0.9067307,1.033211,0.1264803
44,-0.64315736,-0.62641466,"('prejudiced', 'unprejudiced')",-0.6431574,-0.6264147,0.0167427
45,0.39315197,0.2240897,"('incompetent', 'competent')",0.393152,0.2240897,-0.1690623
46,-0.34573874,-0.25579274,"('uncompetitive', 'competitive')",-0.3457387,-0.2557927,0.089946
47,4.576779,4.7912693,"('stupid', 'smart')",4.5767789,4.7912693,0.2144904
48,0.24760985,0.24355961,"('unintelligent', 'intelligent')",0.2476099,0.2435596,-0.0040503
49,-0.34462574,-0.18444428,"('unable', 'able')",-0.3446257,-0.1844443,0.1601814
50,-0.17696753,-0.2154052,"('clumsy', 'skillful')",-0.1769675,-0.2154052,-0.0384377
51,0.064178556,0.058154732,"('uneducated', 'educated')",0.0641786,0.0581547,-0.0060239
52,-0.2873651,-0.5175575,"('irrational', 'rational')",-0.2873651,-0.5175575,-0.2301924
53,0.0022222484,-0.11732659,"('uncreative', 'creative')",0.0022222,-0.1173266,-0.1195488
54,0.6545998,0.7170701,"('incapable', 'capable')",0.6545998,0.7170701,0.0624703
55,0.6170166,0.69191605,"('incompetent', 'clever')",0.6170166,0.691916,0.0748994
56,0.49688312,0.5112353,"('impractical', 'practical')",0.4968831,0.5112353,0.0143522
57,-1.9429219,-2.0922306,"('unimaginative', 'imaginative')",-1.9429219,-2.0922306,-0.1493087
58,0.1693832,0.041846015,"('undiscriminating', 'discriminating')",0.1693832,0.041846,-0.1275372
59,0.04454718,0.005127702,"('foolish', 'wise')",0.0445472,0.0051277,-0.0394195
60,0.44570068,0.72371376,"('inefficient', 'efficient')",0.4457007,0.7237138,0.2780131
61,0.18750362,0.023337118,"('illogical', 'logical')",0.1875036,0.0233371,-0.1641665
62,0.6899548,0.8246476,"('incompetent', 'brilliant')",0.6899548,0.8246476,0.1346928
63,-0.005776398,0.069474496,"('unperceptive', 'insightful')",-0.0057764,0.0694745,0.0752509
64,-5.2858005,-5.2861404,"('shy', 'confident')",-5.2858005,-5.2861404,-0.0003399
65,0.7175554,0.8560357,"('insecure', 'secure')",0.7175554,0.8560357,0.1384803
66,0.17942066,-0.02968226,"('inactive', 'active')",0.1794207,-0.0296823,-0.209103
67,-0.7250064,-0.638123,"('doubtful', 'determined')",-0.7250064,-0.638123,0.0868834
68,-0.83728486,-0.75039935,"('dependent', 'independent')",-0.8372849,-0.7503994,0.0868855
69,-1.7377068,-1.8120581,"('lazy', 'industrious')",-1.7377068,-1.8120581,-0.0743513
70,1.5878294,1.5484937,"('lethargic', 'energetic')",1.5878294,1.5484937,-0.0393357
71,0.61908686,0.5300266,"('diffident', 'self-confident')",0.6190869,0.5300266,-0.0890603
72,0.8760658,1.0102167,"('unambitious', 'ambitious')",0.8760658,1.0102167,0.1341509
73,-2.7068949,-2.7460766,"('helpless', 'self-reliant')",-2.7068949,-2.7460766,-0.0391817
74,0.1645788,-0.009224534,"('undedicated', 'dedicated')",0.1645788,-0.0092245,-0.1738033
75,-0.548952,-0.48696065,"('meek', 'impulsive')",-0.548952,-0.4869606,0.0619914
76,0.5509715,0.6286176,"('anxious', 'daring')",0.5509715,0.6286176,0.0776461
77,-1.3597314,-1.1770773,"('unmotivated', 'motivated')",-1.3597314,-1.1770773,0.1826541
78,-0.7782044,-0.7977978,"('nonresilient', 'resilient')",-0.7782044,-0.7977978,-0.0195934
79,-0.3931732,-0.44613022,"('wavering', 'unwavering')",-0.3931732,-0.4461302,-0.052957
80,-0.007406244,-0.0913095,"('dominated', 'dominating')",-0.0074062,-0.0913095,-0.0839033
81,0.010949396,0.17010885,"('submissive', 'aggressive')",0.0109494,0.1701089,0.1591595
82,5.794506,5.94894,"('poor', 'rich')",5.7945061,5.9489398,0.1544337
83,-0.31436783,-0.295686,"('powerless', 'powerful')",-0.3143678,-0.295686,0.0186818
84,0.0113055855,-0.0011811517,"('inferior', 'superior')",0.0113056,-0.0011812,-0.0124868
85,-1.0162733,-1.1910385,"('insignificant', 'prestigious')",-1.0162733,-1.1910385,-0.1747652
86,0.38906395,0.2899635,"('uninfluential', 'influential')",0.389064,0.2899635,-0.0991005
87,-0.40259546,-0.4165038,"('unsuccessful', 'successful')",-0.4025955,-0.4165038,-0.0139083
88,-0.10625001,-0.07440013,"('low', 'eminent')",-0.10625,-0.0744001,0.0318499
