,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.34038427,0.30988514,"('unsociable', 'sociable')",0.3403843,0.3098851,-0.0304992
1,0.9328951,0.8523975,"('unfriendly', 'friendly')",0.9328951,0.8523975,-0.0804976
2,0.38402003,0.5843583,"('unlikable', 'likable')",0.38402,0.5843583,0.2003383
3,0.65566605,0.8823829,"('repellent', 'pleasant')",0.6556661,0.8823829,0.2267168
4,-7.408373,-7.3939786,"('disliked', 'liked')",-7.4083729,-7.3939786,0.0143943
5,-0.8231033,-0.66712296,"('distant', 'outgoing')",-0.8231033,-0.667123,0.1559803
6,-0.4114282,-0.3052333,"('distant', 'open')",-0.4114282,-0.3052333,0.1061949
7,0.8607497,0.9676627,"('insensitive', 'sensitive')",0.8607497,0.9676627,0.106913
8,0.7978286,0.6611838,"('unaffectionate', 'affectionate')",0.7978286,0.6611838,-0.1366448
9,1.52118,1.4579564,"('unaffectionate', 'caring')",1.52118,1.4579564,-0.0632236
10,1.480663,1.7199363,"('unsympathetic', 'sympathetic')",1.4806629,1.7199363,0.2392734
11,2.2836673,2.2998605,"('unhelpful', 'helpful')",2.2836673,2.2998605,0.0161932
12,-1.3430163,-1.376786,"('unsupportive', 'supportive')",-1.3430163,-1.376786,-0.0337697
13,0.66223955,0.70849156,"('impolite', 'polite')",0.6622396,0.7084916,0.046252
14,0.12471504,0.10064586,"('antisocial', 'social')",0.124715,0.1006459,-0.0240691
15,0.4297731,0.2786572,"('boring', 'funny')",0.4297731,0.2786572,-0.1511159
16,-0.60298073,-0.560866,"('unpopular', 'popular')",-0.6029807,-0.560866,0.0421147
17,-0.3340258,-0.2649133,"('nasty', 'nice')",-0.3340258,-0.2649133,0.0691125
18,-0.85693073,-0.8753804,"('disagreeable', 'welcoming')",-0.8569307,-0.8753804,-0.0184497
19,-0.80585814,-0.68252176,"('inhospitable', 'hospitable')",-0.8058581,-0.6825218,0.1233363
20,0.7828706,0.5539142,"('rough', 'thoughtful')",0.7828706,0.5539142,-0.2289564
21,0.18887,0.49641943,"('immoral', 'moral')",0.18887,0.4964194,0.3075494
22,-0.17777461,-0.13083836,"('untrustworthy', 'trustworthy')",-0.1777746,-0.1308384,0.0469362
23,6.564426,6.528879,"('insincere', 'sincere')",6.5644259,6.5288792,-0.0355467
24,1.6847826,1.7282872,"('dishonest', 'honest')",1.6847826,1.7282872,0.0435046
25,0.18358007,0.15991305,"('egoistic', 'altruistic')",0.1835801,0.159913,-0.0236671
26,0.30623385,0.05618472,"('hardhearted', 'benevolent')",0.3062339,0.0561847,-0.2500492
27,1.2654176,1.1708062,"('hardhearted', 'softhearted')",1.2654176,1.1708062,-0.0946114
28,1.4122498,1.3227413,"('disloyal', 'loyal')",1.4122498,1.3227413,-0.0895085
29,-0.27940336,-0.49359256,"('unfair', 'fair')",-0.2794034,-0.4935926,-0.2141892
30,1.0309361,1.1882192,"('intolerant', 'tolerant')",1.0309361,1.1882192,0.1572831
31,-2.015314,-2.035073,"('evil', 'good')",-2.0153141,-2.035073,-0.0197589
32,1.5402153,1.4589623,"('unkind', 'kind')",1.5402153,1.4589623,-0.081253
33,-0.51377374,-0.52896476,"('wrong', 'right')",-0.5137737,-0.5289648,-0.0151911
34,4.469021,4.6449213,"('mean', 'honorable')",4.4690208,4.6449213,0.1759005
35,-1.3670249,-1.702875,"('corrupt', 'incorrupt')",-1.3670249,-1.702875,-0.3358501
36,-1.3456146,-1.5242405,"('hostile', 'amicable')",-1.3456146,-1.5242405,-0.1786259
37,0.8648429,0.91204613,"('fake', 'genuine')",0.8648429,0.9120461,0.0472032
38,0.086141236,0.074291974,"('untruthful', 'truthful')",0.0861412,0.074292,-0.0118492
39,0.20157415,0.15079375,"('exploitative', 'cooperative')",0.2015741,0.1507937,-0.0507804
40,-2.0023456,-1.9722003,"('stingy', 'generous')",-2.0023456,-1.9722003,0.0301453
41,0.12918144,0.11080541,"('unforgiving', 'forgiving')",0.1291814,0.1108054,-0.018376
42,-1.8293493,-1.7080625,"('unreliable', 'reliable')",-1.8293493,-1.7080625,0.1212868
43,1.556991,1.6586841,"('irresponsible', 'responsible')",1.556991,1.6586841,0.1016931
44,-1.246954,-1.231138,"('prejudiced', 'unprejudiced')",-1.246954,-1.231138,0.015816
45,0.39401883,0.46889699,"('incompetent', 'competent')",0.3940188,0.468897,0.0748782
46,-0.26365882,0.013585196,"('uncompetitive', 'competitive')",-0.2636588,0.0135852,0.277244
47,5.4196973,5.5328226,"('stupid', 'smart')",5.4196973,5.5328226,0.1131253
48,0.59081995,0.53613347,"('unintelligent', 'intelligent')",0.59082,0.5361335,-0.0546865
49,0.2928098,0.4066921,"('unable', 'able')",0.2928098,0.4066921,0.1138823
50,-0.32226163,-0.382453,"('clumsy', 'skillful')",-0.3222616,-0.382453,-0.0601914
51,0.71798515,0.7353528,"('uneducated', 'educated')",0.7179852,0.7353528,0.0173676
52,-0.73460436,-0.8679054,"('irrational', 'rational')",-0.7346044,-0.8679054,-0.133301
53,-0.16706698,-0.22649918,"('uncreative', 'creative')",-0.167067,-0.2264992,-0.0594322
54,1.0879297,1.1994349,"('incapable', 'capable')",1.0879297,1.1994349,0.1115052
55,1.0249319,1.1519158,"('incompetent', 'clever')",1.0249319,1.1519158,0.1269839
56,1.1433432,1.230847,"('impractical', 'practical')",1.1433432,1.230847,0.0875038
57,-2.5053656,-2.354756,"('unimaginative', 'imaginative')",-2.5053656,-2.3547561,0.1506095
58,-0.14763577,-0.16249189,"('undiscriminating', 'discriminating')",-0.1476358,-0.1624919,-0.0148561
59,-0.12460329,-0.19858316,"('foolish', 'wise')",-0.1246033,-0.1985832,-0.0739799
60,1.2908502,1.5468043,"('inefficient', 'efficient')",1.2908502,1.5468043,0.2559541
