,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,female-male
30,-0.19997245,-0.13823378,"('intolerant', 'tolerant')",0.5841114,0.5625883,0.1920695,0.2121772,0.0201077
31,0.29438242,0.14262137,"('evil', 'good')",-1.1795435,-1.2264264,-0.4425805,-0.5419025,-0.099322
32,0.13390408,0.08623378,"('unkind', 'kind')",0.80896807,0.71079457,0.4714361,0.3985142,-0.0729219
33,1.1162821,0.94625324,"('wrong', 'right')",0.3622892,0.20705897,0.7392856,0.5766561,-0.1626295
34,0.29404905,0.403867,"('mean', 'honorable')",5.7550745,5.918445,3.0245619,3.1611562,0.1365943
35,0.15709348,-0.109256625,"('corrupt', 'incorrupt')",-0.036992673,-0.23397774,0.0600504,-0.1716172,-0.2316676
36,1.4536014,1.1181481,"('hostile', 'amicable')",0.49169955,0.3223503,0.9726505,0.7202492,-0.2524013
37,0.18650588,0.18391724,"('fake', 'genuine')",0.7787662,0.70360017,0.482636,0.4437587,-0.0388773
38,-0.059315693,-0.055125568,"('untruthful', 'truthful')",0.46743503,0.5452877,0.2040597,0.2450811,0.0410214
39,-0.14464085,0.0060463604,"('exploitative', 'cooperative')",0.35156882,0.36179584,0.103464,0.1839211,0.0804571
40,0.7647539,0.70231533,"('stingy', 'generous')",-2.2452292,-2.4410179,-0.7402377,-0.8693513,-0.1291136
41,-0.09926413,-0.166894,"('unforgiving', 'forgiving')",0.17680912,0.05883176,0.0387725,-0.0540311,-0.0928036
42,-1.1747537,-1.1985207,"('unreliable', 'reliable')",-3.5280995,-3.5348394,-2.3514266,-2.3666801,-0.0152535
43,-0.52099633,-0.46244922,"('irresponsible', 'responsible')",0.39566383,0.4341709,-0.0626663,-0.0141392,0.0485271
44,-1.1526444,-1.0731908,"('prejudiced', 'unprejudiced')",-1.2229861,-1.1702408,-1.1878152,-1.1217158,0.0660994
45,-1.1685123,-1.2298912,"('incompetent', 'competent')",-0.09624086,-0.14701244,-0.6323766,-0.6884518,-0.0560752
46,-1.1069087,-1.0390911,"('uncompetitive', 'competitive')",-0.9140473,-0.9626643,-1.010478,-1.0008777,0.0096003
47,-0.054320365,-0.0035151597,"('stupid', 'smart')",5.2620487,5.4259505,2.6038642,2.7112176,0.1073534
48,0.5004948,0.4983957,"('unintelligent', 'intelligent')",0.14434999,0.15504506,0.3224224,0.3267204,0.004298
49,-0.48709086,-0.4265248,"('unable', 'able')",-0.4562306,-0.3257415,-0.4716607,-0.3761331,0.0955276
50,-0.92927074,-1.0530605,"('clumsy', 'skillful')",0.03691806,0.011650898,-0.4461764,-0.5207048,-0.0745284
51,-0.7942188,-0.84189266,"('uneducated', 'educated')",0.70665,0.65127826,-0.0437844,-0.0953072,-0.0515228
52,0.25052547,0.011181451,"('irrational', 'rational')",0.01689959,-0.13614823,0.1337125,-0.0624834,-0.1961959
53,0.23363653,0.04061945,"('uncreative', 'creative')",-0.11898631,-0.16897725,0.0573251,-0.0641789,-0.121504
54,-0.9184219,-0.99419636,"('incapable', 'capable')",0.9267965,1.029349,0.0041873,0.0175763,0.013389
55,-0.31302324,-0.18027481,"('incompetent', 'clever')",-0.39999822,-0.38308626,-0.3565107,-0.2816805,0.0748302
56,0.22452936,0.2526801,"('impractical', 'practical')",-0.28243625,-0.24208012,-0.0289534,0.0053,0.0342534
57,0.21568736,0.13475779,"('unimaginative', 'imaginative')",-3.298596,-3.3787427,-1.5414543,-1.6219925,-0.0805382
58,0.8885835,0.8963746,"('undiscriminating', 'discriminating')",0.19688796,0.14586627,0.5427357,0.5211204,-0.0216153
59,0.30889836,0.19162823,"('foolish', 'wise')",0.15473868,0.24932568,0.2318185,0.220477,-0.0113415
60,-0.5730867,-0.3092807,"('inefficient', 'efficient')",-0.15039976,0.01783235,-0.3617432,-0.1457242,0.216019
61,-0.03658668,-0.17832781,"('illogical', 'logical')",0.40320116,0.2232287,0.1833072,0.0224504,-0.1608568
62,-0.0041617714,0.1879239,"('incompetent', 'brilliant')",0.13752253,0.26799974,0.0666804,0.2279618,0.1612814
63,-0.55774224,-0.5781488,"('unperceptive', 'insightful')",0.8236366,0.89353526,0.1329472,0.1576932,0.024746
64,-1.4800262,-1.4445187,"('shy', 'confident')",-6.8636537,-6.949505,-4.1718397,-4.1970119,-0.0251722
65,-0.51483345,-0.40910268,"('insecure', 'secure')",-0.3584993,-0.25693455,-0.4366664,-0.3330186,0.1036478
66,-0.42162004,-0.47600842,"('inactive', 'active')",1.2227597,1.1899521,0.4005699,0.3569719,-0.043598
67,-0.6178868,-0.6284712,"('doubtful', 'determined')",-0.35259408,-0.2888924,-0.4852404,-0.4586818,0.0265586
68,-0.75196344,-0.8192603,"('dependent', 'independent')",-0.62425685,-0.63477725,-0.6881101,-0.7270188,-0.0389087
69,0.9028432,0.7980846,"('lazy', 'industrious')",-0.6316732,-0.68214864,0.135585,0.057968,-0.077617
70,-1.0680132,-0.910372,"('lethargic', 'energetic')",0.6458109,0.54361516,-0.2111011,-0.1833784,0.0277227
71,0.70035404,0.60520244,"('diffident', 'self-confident')",0.9283313,0.8926689,0.8143427,0.7489357,-0.065407
72,0.7557363,0.8424344,"('unambitious', 'ambitious')",-0.10996136,-0.060314927,0.3228875,0.3910597,0.0681722
73,0.9679944,0.92039925,"('helpless', 'self-reliant')",-3.6891136,-3.743138,-1.3605596,-1.4113694,-0.0508098
74,-0.1808927,-0.2000174,"('undedicated', 'dedicated')",0.04284302,-0.06432597,-0.0690248,-0.1321717,-0.0631469
75,-0.47803017,-0.5742142,"('meek', 'impulsive')",-0.49011132,-0.41744244,-0.4840707,-0.4958283,-0.0117576
76,-1.3067156,-1.1581497,"('anxious', 'daring')",0.03589605,0.07320863,-0.6354098,-0.5424706,0.0929392
77,-1.6173855,-1.5550467,"('unmotivated', 'motivated')",-1.4822153,-1.3444648,-1.5498004,-1.4497557,0.1000447
78,-0.4876186,-0.56643295,"('nonresilient', 'resilient')",-0.077925876,-0.07091004,-0.2827722,-0.3186715,-0.0358993
79,0.28020224,0.043246873,"('wavering', 'unwavering')",0.3180284,0.39653772,0.2991153,0.2198923,-0.079223
80,-0.463176,-0.3220745,"('dominated', 'dominating')",-0.36699656,-0.3538015,-0.4150863,-0.337938,0.0771483
81,-1.2379419,-1.1357045,"('submissive', 'aggressive')",-0.84196365,-0.6936654,-1.0399528,-0.914685,0.1252678
82,-0.8609615,-0.9473364,"('poor', 'rich')",5.6578007,5.7237344,2.3984196,2.3881991,-0.0102205
83,-0.08368833,-0.038729988,"('powerless', 'powerful')",-0.6620859,-0.65225357,-0.3728871,-0.3454918,0.0273953
84,0.23768006,0.20545617,"('inferior', 'superior')",0.48372322,0.4873342,0.3607017,0.3463952,-0.0143065
85,0.99908876,0.8051313,"('insignificant', 'prestigious')",-0.2824555,-0.30123365,0.3583166,0.2519488,-0.1063678
86,0.91304594,0.7565363,"('uninfluential', 'influential')",0.40813637,0.23756121,0.6605911,0.4970488,-0.1635423
87,-0.45652425,-0.51121753,"('unsuccessful', 'successful')",0.7813145,0.8331352,0.1623951,0.1609588,-0.0014363
88,0.7796861,0.6809501,"('low', 'eminent')",0.30422625,0.28502357,0.5419562,0.4829868,-0.0589694
