,pension_male,pension_female,tuple,average_male,average_female,female-male
0,-0.26836085,-0.30381855,"('unsociable', 'sociable')",-0.2683609,-0.3038186,-0.0354577
1,2.1805258,1.7978072,"('unfriendly', 'friendly')",2.1805258,1.7978072,-0.3827186
2,0.44459587,0.48197564,"('unlikable', 'likable')",0.4445959,0.4819756,0.0373797
3,-0.01485676,0.20021792,"('repellent', 'pleasant')",-0.0148568,0.2002179,0.2150747
4,-6.8000236,-6.9437876,"('disliked', 'liked')",-6.8000236,-6.9437876,-0.143764
5,0.07993425,-0.07611253,"('distant', 'outgoing')",0.0799342,-0.0761125,-0.1560467
6,0.9585947,0.70969987,"('distant', 'open')",0.9585947,0.7096999,-0.2488948
7,0.28094527,0.30495435,"('insensitive', 'sensitive')",0.2809453,0.3049543,0.024009
8,1.831987,1.5942291,"('unaffectionate', 'affectionate')",1.831987,1.5942291,-0.2377579
9,2.4409232,2.302601,"('unaffectionate', 'caring')",2.4409232,2.3026011,-0.1383221
10,0.15932626,0.3503275,"('unsympathetic', 'sympathetic')",0.1593263,0.3503275,0.1910012
11,1.0617067,1.189177,"('unhelpful', 'helpful')",1.0617067,1.189177,0.1274703
12,-1.6431534,-1.6303052,"('unsupportive', 'supportive')",-1.6431534,-1.6303052,0.0128482
13,-0.6702298,-0.5438407,"('impolite', 'polite')",-0.6702298,-0.5438407,0.1263891
14,-0.059621707,-0.042095296,"('antisocial', 'social')",-0.0596217,-0.0420953,0.0175264
15,0.5616232,0.44278494,"('boring', 'funny')",0.5616232,0.4427849,-0.1188383
16,0.17013748,0.08161285,"('unpopular', 'popular')",0.1701375,0.0816128,-0.0885247
17,0.60716146,0.52673155,"('nasty', 'nice')",0.6071615,0.5267316,-0.0804299
18,-0.5556391,-0.5855286,"('disagreeable', 'welcoming')",-0.5556391,-0.5855286,-0.0298895
19,-0.051093847,-0.12583955,"('inhospitable', 'hospitable')",-0.0510938,-0.1258395,-0.0747457
20,0.38247144,0.33050537,"('rough', 'thoughtful')",0.3824714,0.3305054,-0.051966
21,-0.79604214,-0.51428086,"('immoral', 'moral')",-0.7960421,-0.5142809,0.2817612
22,-1.1411186,-1.0951514,"('untrustworthy', 'trustworthy')",-1.1411186,-1.0951514,0.0459672
23,6.108858,6.1510153,"('insincere', 'sincere')",6.1088581,6.1510153,0.0421572
24,1.1890061,1.1197295,"('dishonest', 'honest')",1.1890061,1.1197295,-0.0692766
25,1.3021885,0.983714,"('egoistic', 'altruistic')",1.3021885,0.983714,-0.3184745
26,2.7636266,2.356262,"('hardhearted', 'benevolent')",2.7636266,2.356262,-0.4073646
27,1.6715173,1.4230417,"('hardhearted', 'softhearted')",1.6715173,1.4230417,-0.2484756
28,1.4084369,1.2532192,"('disloyal', 'loyal')",1.4084369,1.2532192,-0.1552177
29,-0.5985602,-0.81169033,"('unfair', 'fair')",-0.5985602,-0.8116903,-0.2131301
30,0.74917936,0.8449586,"('intolerant', 'tolerant')",0.7491794,0.8449586,0.0957792
31,-0.52100086,-0.67472076,"('evil', 'good')",-0.5210009,-0.6747208,-0.1537199
32,1.2003701,1.1412635,"('unkind', 'kind')",1.2003701,1.1412635,-0.0591066
33,0.4476512,0.23787092,"('wrong', 'right')",0.4476512,0.2378709,-0.2097803
34,5.146046,5.2294703,"('mean', 'honorable')",5.1460462,5.2294703,0.0834241
35,-0.12230284,-0.4281828,"('corrupt', 'incorrupt')",-0.1223028,-0.4281828,-0.30588
36,0.6676795,0.30651802,"('hostile', 'amicable')",0.6676795,0.306518,-0.3611615
37,0.66618705,0.6516191,"('fake', 'genuine')",0.666187,0.6516191,-0.0145679
38,0.09633303,0.04388629,"('untruthful', 'truthful')",0.096333,0.0438863,-0.0524467
39,0.191754,0.19555667,"('exploitative', 'cooperative')",0.191754,0.1955567,0.0038027
40,-1.8655397,-2.0217266,"('stingy', 'generous')",-1.8655397,-2.0217266,-0.1561869
41,0.1699234,0.13524853,"('unforgiving', 'forgiving')",0.1699234,0.1352485,-0.0346749
42,-3.0229893,-2.8917074,"('unreliable', 'reliable')",-3.0229893,-2.8917074,0.1312819
43,0.34861672,0.471531,"('irresponsible', 'responsible')",0.3486167,0.471531,0.1229143
44,-1.657744,-1.5260824,"('prejudiced', 'unprejudiced')",-1.6577441,-1.5260824,0.1316617
45,-0.5099054,-0.45071486,"('incompetent', 'competent')",-0.5099054,-0.4507149,0.0591905
46,-1.690298,-1.5319829,"('uncompetitive', 'competitive')",-1.690298,-1.5319829,0.1583151
47,5.6561575,5.713273,"('stupid', 'smart')",5.6561575,5.713273,0.0571155
48,0.34920037,0.37646806,"('unintelligent', 'intelligent')",0.3492004,0.3764681,0.0272677
49,-0.34500188,-0.15228342,"('unable', 'able')",-0.3450019,-0.1522834,0.1927185
50,-0.71884286,-0.72780037,"('clumsy', 'skillful')",-0.7188429,-0.7278004,-0.0089575
51,-1.0418992,-0.86261284,"('uneducated', 'educated')",-1.0418992,-0.8626128,0.1792864
52,0.48169774,0.1677522,"('irrational', 'rational')",0.4816977,0.1677522,-0.3139455
53,0.72026765,0.44812912,"('uncreative', 'creative')",0.7202677,0.4481291,-0.2721386
54,1.5340766,1.5387701,"('incapable', 'capable')",1.5340766,1.5387701,0.0046935
55,-0.6788869,-0.41298276,"('incompetent', 'clever')",-0.6788869,-0.4129828,0.2659041
56,0.17713243,0.32662547,"('impractical', 'practical')",0.1771324,0.3266255,0.1494931
57,-2.7880948,-2.7784796,"('unimaginative', 'imaginative')",-2.7880948,-2.7784796,0.0096152
58,0.17186572,0.094202906,"('undiscriminating', 'discriminating')",0.1718657,0.0942029,-0.0776628
59,0.44754788,0.3507078,"('foolish', 'wise')",0.4475479,0.3507078,-0.0968401
60,-0.47527105,-0.1749487,"('inefficient', 'efficient')",-0.475271,-0.1749487,0.3003223
61,0.017074492,-0.17403209,"('illogical', 'logical')",0.0170745,-0.1740321,-0.1911066
62,-0.2800792,0.0020685028,"('incompetent', 'brilliant')",-0.2800792,0.0020685,0.2821477
63,-0.58046585,-0.4442692,"('unperceptive', 'insightful')",-0.5804659,-0.4442692,0.1361967
64,-7.1574483,-6.916431,"('shy', 'confident')",-7.1574483,-6.916431,0.2410173
65,-0.64995676,-0.4051584,"('insecure', 'secure')",-0.6499568,-0.4051584,0.2447984
66,0.30587775,0.11970637,"('inactive', 'active')",0.3058777,0.1197064,-0.1861713
67,-0.36612362,-0.23882958,"('doubtful', 'determined')",-0.3661236,-0.2388296,0.127294
68,-1.7513826,-1.6554114,"('dependent', 'independent')",-1.7513826,-1.6554114,0.0959712
69,-0.8831708,-1.0729024,"('lazy', 'industrious')",-0.8831708,-1.0729024,-0.1897316
