,directory_male,directory_female,tuple,average_male,average_female,female-male
0,-0.20463392,-0.27104726,"('unsociable', 'sociable')",-0.2046339,-0.2710473,-0.0664134
1,1.5905813,1.4833497,"('unfriendly', 'friendly')",1.5905813,1.4833497,-0.1072316
2,-0.010138977,0.04935895,"('unlikable', 'likable')",-0.010139,0.0493589,0.0594979
3,0.4054972,0.60222983,"('repellent', 'pleasant')",0.4054972,0.6022298,0.1967326
4,-7.385635,-7.477584,"('disliked', 'liked')",-7.3856349,-7.4775839,-0.091949
5,-0.65687853,-0.62823325,"('distant', 'outgoing')",-0.6568785,-0.6282333,0.0286452
6,-0.0020144656,-0.053535365,"('distant', 'open')",-0.0020145,-0.0535354,-0.0515209
7,0.9435042,0.9521239,"('insensitive', 'sensitive')",0.9435042,0.9521239,0.0086197
8,0.9384888,0.8955791,"('unaffectionate', 'affectionate')",0.9384888,0.8955791,-0.0429097
9,1.2737079,1.252933,"('unaffectionate', 'caring')",1.2737079,1.252933,-0.0207749
10,0.9262605,0.9314521,"('unsympathetic', 'sympathetic')",0.9262605,0.9314521,0.0051916
11,1.4341109,1.5040703,"('unhelpful', 'helpful')",1.4341109,1.5040703,0.0699594
12,-1.8756154,-1.9116136,"('unsupportive', 'supportive')",-1.8756154,-1.9116136,-0.0359982
13,-0.6784385,-0.58536506,"('impolite', 'polite')",-0.6784385,-0.5853651,0.0930734
14,0.11365266,0.07740104,"('antisocial', 'social')",0.1136527,0.077401,-0.0362517
15,0.22428198,0.0845073,"('boring', 'funny')",0.224282,0.0845073,-0.1397747
16,-0.47886777,-0.47294945,"('unpopular', 'popular')",-0.4788678,-0.4729494,0.0059184
17,-0.1552973,-0.09486413,"('nasty', 'nice')",-0.1552973,-0.0948641,0.0604332
18,-0.5792712,-0.5311571,"('disagreeable', 'welcoming')",-0.5792712,-0.5311571,0.0481141
19,-0.6612182,-0.7141243,"('inhospitable', 'hospitable')",-0.6612182,-0.7141243,-0.0529061
20,1.15329,1.0509019,"('rough', 'thoughtful')",1.15329,1.0509019,-0.1023881
21,-0.65778476,-0.5819919,"('immoral', 'moral')",-0.6577848,-0.5819919,0.0757929
22,-0.29393363,-0.3175428,"('untrustworthy', 'trustworthy')",-0.2939336,-0.3175428,-0.0236092
23,6.337918,6.3778076,"('insincere', 'sincere')",6.3379178,6.3778076,0.0398898
24,1.2356207,1.1304404,"('dishonest', 'honest')",1.2356207,1.1304404,-0.1051803
25,0.76008666,0.67219716,"('egoistic', 'altruistic')",0.7600867,0.6721972,-0.0878895
26,1.545783,1.2561499,"('hardhearted', 'benevolent')",1.545783,1.2561499,-0.2896331
27,1.9362781,1.6775621,"('hardhearted', 'softhearted')",1.9362781,1.6775621,-0.258716
28,1.0258268,0.8944268,"('disloyal', 'loyal')",1.0258268,0.8944268,-0.1314
29,-0.4194489,-0.638735,"('unfair', 'fair')",-0.4194489,-0.638735,-0.2192861
30,0.7135879,0.77796525,"('intolerant', 'tolerant')",0.7135879,0.7779652,0.0643773
31,-1.0017024,-1.031546,"('evil', 'good')",-1.0017024,-1.031546,-0.0298436
32,0.9615879,0.8333907,"('unkind', 'kind')",0.9615879,0.8333907,-0.1281972
33,-0.2692737,-0.4217236,"('wrong', 'right')",-0.2692737,-0.4217236,-0.1524499
34,4.5313125,4.6837635,"('mean', 'honorable')",4.5313125,4.6837635,0.152451
35,-0.38732535,-0.65923184,"('corrupt', 'incorrupt')",-0.3873253,-0.6592318,-0.2719065
36,-0.26515236,-0.4448246,"('hostile', 'amicable')",-0.2651524,-0.4448246,-0.1796722
37,0.6917261,0.6924062,"('fake', 'genuine')",0.6917261,0.6924062,0.0006801
38,-0.30487102,-0.31185323,"('untruthful', 'truthful')",-0.304871,-0.3118532,-0.0069822
39,0.43271694,0.4065125,"('exploitative', 'cooperative')",0.4327169,0.4065125,-0.0262044
40,-1.4247339,-1.5136378,"('stingy', 'generous')",-1.4247339,-1.5136378,-0.0889039
41,-0.06524794,-0.11774497,"('unforgiving', 'forgiving')",-0.0652479,-0.117745,-0.0524971
42,-2.2346194,-2.2477963,"('unreliable', 'reliable')",-2.2346194,-2.2477963,-0.0131769
43,1.015444,1.0059147,"('irresponsible', 'responsible')",1.015444,1.0059147,-0.0095293
44,-1.0426265,-0.9647479,"('prejudiced', 'unprejudiced')",-1.0426265,-0.9647479,0.0778786
45,0.12217107,-0.029790636,"('incompetent', 'competent')",0.1221711,-0.0297906,-0.1519617
46,-0.84082615,-0.80229825,"('uncompetitive', 'competitive')",-0.8408262,-0.8022982,0.038528
47,5.06397,5.2111173,"('stupid', 'smart')",5.0639701,5.2111173,0.1471472
48,0.22554526,0.19589803,"('unintelligent', 'intelligent')",0.2255453,0.195898,-0.0296473
49,-0.02183371,0.040728293,"('unable', 'able')",-0.0218337,0.0407283,0.062562
50,-0.45385712,-0.47874296,"('clumsy', 'skillful')",-0.4538571,-0.478743,-0.0248859
51,-0.17238739,-0.096063375,"('uneducated', 'educated')",-0.1723874,-0.0960634,0.076324
52,-0.26285025,-0.4493335,"('irrational', 'rational')",-0.2628503,-0.4493335,-0.1864832
53,-0.034618244,-0.16705969,"('uncreative', 'creative')",-0.0346182,-0.1670597,-0.1324415
54,1.0843353,1.0609429,"('incapable', 'capable')",1.0843353,1.0609429,-0.0233924
55,0.48242354,0.52625024,"('incompetent', 'clever')",0.4824235,0.5262502,0.0438267
56,0.4774183,0.37502533,"('impractical', 'practical')",0.4774183,0.3750253,-0.102393
