,patriarch_male,patriarch_female,tuple,average_male,average_female,female-male
0,0.44098932,0.40909743,"('unsociable', 'sociable')",0.4409893,0.4090974,-0.0318919
1,0.87393385,0.81856495,"('unfriendly', 'friendly')",0.8739339,0.818565,-0.0553689
2,0.49269173,0.5916915,"('unlikable', 'likable')",0.4926917,0.5916915,0.0989998
3,1.0756818,1.1055092,"('repellent', 'pleasant')",1.0756818,1.1055092,0.0298274
4,-7.120134,-7.097227,"('disliked', 'liked')",-7.1201339,-7.0972271,0.0229068
5,-0.42850637,-0.3760619,"('distant', 'outgoing')",-0.4285064,-0.3760619,0.0524445
6,-0.115494214,-0.1461279,"('distant', 'open')",-0.1154942,-0.1461279,-0.0306337
7,1.3727144,1.3497735,"('insensitive', 'sensitive')",1.3727144,1.3497735,-0.0229409
8,0.8695791,0.7590466,"('unaffectionate', 'affectionate')",0.8695791,0.7590466,-0.1105325
9,1.144905,1.1416965,"('unaffectionate', 'caring')",1.144905,1.1416965,-0.0032085
10,1.7024986,1.6248462,"('unsympathetic', 'sympathetic')",1.7024986,1.6248462,-0.0776524
11,1.9453158,1.9589313,"('unhelpful', 'helpful')",1.9453158,1.9589313,0.0136155
12,-1.0066502,-0.9890007,"('unsupportive', 'supportive')",-1.0066502,-0.9890007,0.0176495
13,0.263152,0.28273693,"('impolite', 'polite')",0.263152,0.2827369,0.0195849
14,0.3943896,0.41463783,"('antisocial', 'social')",0.3943896,0.4146378,0.0202482
15,0.09611546,0.11137814,"('boring', 'funny')",0.0961155,0.1113781,0.0152626
16,-0.6787067,-0.58216965,"('unpopular', 'popular')",-0.6787067,-0.5821697,0.096537
17,0.25525203,0.22272491,"('nasty', 'nice')",0.255252,0.2227249,-0.0325271
18,-0.40301234,-0.39351803,"('disagreeable', 'welcoming')",-0.4030123,-0.393518,0.0094943
19,-0.52956265,-0.52645737,"('inhospitable', 'hospitable')",-0.5295627,-0.5264574,0.0031053
20,0.6957934,0.55358213,"('rough', 'thoughtful')",0.6957934,0.5535821,-0.1422113
21,0.4233995,0.5197803,"('immoral', 'moral')",0.4233995,0.5197803,0.0963808
22,0.38799626,0.33915517,"('untrustworthy', 'trustworthy')",0.3879963,0.3391552,-0.0488411
23,6.239951,6.258745,"('insincere', 'sincere')",6.2399511,6.2587452,0.0187941
24,1.7478175,1.7355207,"('dishonest', 'honest')",1.7478175,1.7355207,-0.0122968
25,0.16037242,0.15180016,"('egoistic', 'altruistic')",0.1603724,0.1518002,-0.0085722
26,0.16314396,0.042703133,"('hardhearted', 'benevolent')",0.163144,0.0427031,-0.1204409
27,1.6778387,1.4521595,"('hardhearted', 'softhearted')",1.6778387,1.4521595,-0.2256792
28,0.9130015,0.8836278,"('disloyal', 'loyal')",0.9130015,0.8836278,-0.0293737
29,-0.2967149,-0.41407675,"('unfair', 'fair')",-0.2967149,-0.4140767,-0.1173618
30,1.2412995,1.2405101,"('intolerant', 'tolerant')",1.2412995,1.2405101,-0.0007894
31,-1.3260467,-1.3196746,"('evil', 'good')",-1.3260467,-1.3196746,0.0063721
32,1.187997,1.1267533,"('unkind', 'kind')",1.187997,1.1267533,-0.0612437
33,-0.9210783,-0.83035,"('wrong', 'right')",-0.9210783,-0.83035,0.0907283
34,4.235162,4.4128256,"('mean', 'honorable')",4.2351618,4.4128256,0.1776638
35,-1.316365,-1.4422325,"('corrupt', 'incorrupt')",-1.316365,-1.4422325,-0.1258675
36,-1.0335363,-1.1458824,"('hostile', 'amicable')",-1.0335363,-1.1458824,-0.1123461
37,0.70536137,0.6803665,"('fake', 'genuine')",0.7053614,0.6803665,-0.0249949
38,-0.21951714,-0.17183498,"('untruthful', 'truthful')",-0.2195171,-0.171835,0.0476821
39,0.005969491,0.0022197664,"('exploitative', 'cooperative')",0.0059695,0.0022198,-0.0037497
40,-0.9003923,-1.0059655,"('stingy', 'generous')",-0.9003923,-1.0059655,-0.1055732
41,0.20856956,0.08069129,"('unforgiving', 'forgiving')",0.2085696,0.0806913,-0.1278783
42,-1.495023,-1.5172782,"('unreliable', 'reliable')",-1.495023,-1.5172782,-0.0222552
43,1.5701779,1.5567336,"('irresponsible', 'responsible')",1.5701779,1.5567336,-0.0134443
44,-1.1915672,-1.2706009,"('prejudiced', 'unprejudiced')",-1.1915672,-1.2706009,-0.0790337
45,0.68440855,0.5613132,"('incompetent', 'competent')",0.6844085,0.5613132,-0.1230953
46,-0.1668278,-0.11555421,"('uncompetitive', 'competitive')",-0.1668278,-0.1155542,0.0512736
47,5.5574117,5.6707716,"('stupid', 'smart')",5.5574117,5.6707716,0.1133599
48,0.99275875,0.9571578,"('unintelligent', 'intelligent')",0.9927588,0.9571578,-0.035601
49,-0.36139214,-0.20550518,"('unable', 'able')",-0.3613921,-0.2055052,0.1558869
50,-0.120455824,-0.14706706,"('clumsy', 'skillful')",-0.1204558,-0.1470671,-0.0266113
51,0.58454025,0.63026345,"('uneducated', 'educated')",0.5845402,0.6302634,0.0457232
52,-0.6501995,-0.7198971,"('irrational', 'rational')",-0.6501995,-0.7198971,-0.0696976
53,0.18131396,0.14761351,"('uncreative', 'creative')",0.181314,0.1476135,-0.0337005
54,0.83004785,0.9476702,"('incapable', 'capable')",0.8300478,0.9476702,0.1176224
55,1.0785663,1.110247,"('incompetent', 'clever')",1.0785663,1.110247,0.0316807
56,0.8329964,0.9094427,"('impractical', 'practical')",0.8329964,0.9094427,0.0764463
57,-2.1633644,-2.2118802,"('unimaginative', 'imaginative')",-2.1633644,-2.2118802,-0.0485158
58,-0.13583598,-0.19703256,"('undiscriminating', 'discriminating')",-0.135836,-0.1970326,-0.0611966
59,-0.021532573,0.039611503,"('foolish', 'wise')",-0.0215326,0.0396115,0.0611441
60,0.7883047,0.9157777,"('inefficient', 'efficient')",0.7883047,0.9157777,0.127473
61,0.4829035,0.32577777,"('illogical', 'logical')",0.4829035,0.3257778,-0.1571257
62,1.5132502,1.5855097,"('incompetent', 'brilliant')",1.5132502,1.5855097,0.0722595
63,1.0270888,1.0574245,"('unperceptive', 'insightful')",1.0270888,1.0574245,0.0303357
64,-5.1503763,-5.0488977,"('shy', 'confident')",-5.1503763,-5.0488977,0.1014786
65,1.4474996,1.4246117,"('insecure', 'secure')",1.4474996,1.4246117,-0.0228879
66,-0.07826594,-0.13935049,"('inactive', 'active')",-0.0782659,-0.1393505,-0.0610846
67,-0.7498374,-0.6461743,"('doubtful', 'determined')",-0.7498374,-0.6461743,0.1036631
68,-0.38570863,-0.3204981,"('dependent', 'independent')",-0.3857086,-0.3204981,0.0652105
69,-1.7248569,-1.6847032,"('lazy', 'industrious')",-1.7248569,-1.6847032,0.0401537
70,1.8758023,1.8429606,"('lethargic', 'energetic')",1.8758023,1.8429606,-0.0328417
71,0.24693534,0.3754958,"('diffident', 'self-confident')",0.2469353,0.3754958,0.1285605
72,0.95427954,1.0158428,"('unambitious', 'ambitious')",0.9542795,1.0158428,0.0615633
73,-3.0513167,-2.9617925,"('helpless', 'self-reliant')",-3.0513167,-2.9617925,0.0895242
74,0.092563614,0.025120642,"('undedicated', 'dedicated')",0.0925636,0.0251206,-0.067443
75,-0.8630734,-0.7854471,"('meek', 'impulsive')",-0.8630734,-0.7854471,0.0776263
76,1.0573522,1.0030742,"('anxious', 'daring')",1.0573522,1.0030742,-0.054278
77,-0.9992483,-0.91653687,"('unmotivated', 'motivated')",-0.9992483,-0.9165369,0.0827114
78,-0.21034709,-0.26901996,"('nonresilient', 'resilient')",-0.2103471,-0.26902,-0.0586729
79,-0.18364857,-0.24294369,"('wavering', 'unwavering')",-0.1836486,-0.2429437,-0.0592951
80,0.26021984,0.19911873,"('dominated', 'dominating')",0.2602198,0.1991187,-0.0611011
81,0.502974,0.6077943,"('submissive', 'aggressive')",0.502974,0.6077943,0.1048203
82,5.9415016,6.1006255,"('poor', 'rich')",5.9415016,6.1006255,0.1591239
83,-0.5510758,-0.47361732,"('powerless', 'powerful')",-0.5510758,-0.4736173,0.0774585
84,-0.07853087,-0.06361081,"('inferior', 'superior')",-0.0785309,-0.0636108,0.0149201
85,-1.6324077,-1.6513298,"('insignificant', 'prestigious')",-1.6324077,-1.6513298,-0.0189221
86,0.6452543,0.6361824,"('uninfluential', 'influential')",0.6452543,0.6361824,-0.0090719
87,-0.11754949,0.013886683,"('unsuccessful', 'successful')",-0.1175495,0.0138867,0.1314362
88,-0.18088222,-0.11470032,"('low', 'eminent')",-0.1808822,-0.1147003,0.0661819
